"","1","recurso","1b","2","cont","3","cont_1","4","dilema","5","x_1","6A","6B","7","v_x_1","8","x_2","9A","9B","10","v_x_2","11","12A","12B","13_1","13_2","13_3","15","3_1","5_1","2_1"
"b75259d","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"b67425b","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"446ad6c",-11121.925400972366,"unknown",-11115.899517059326,-11109.974863052368,0.0,6.69391655921936,9.998379707336426,18.404448747634888,32.55632781982422,38.123197078704834,46.80345010757446,"unknown",53.891953468322754,59.630523920059204,61.85475707054138,"unknown","","unknown","unknown","unknown","","unknown","unknown","unknown",68.7200710773468,"unknown","unknown",75.63692927360535,"","",""
"70405ea","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1117a63",-350.8779830932617,"unknown",-344.62355852127075,-339.0169334411621,0.0,5.6234612464904785,10.935135126113892,19.377878665924072,37.4032826423645,43.03100657463074,50.69327998161316,"unknown",57.619850635528564,64.50553584098816,66.7263650894165,"unknown","","unknown","unknown","unknown","","unknown","unknown","unknown",72.94224047660828,"unknown","unknown",78.2489857673645,"","",""
"537189f","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17b5a6e","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"d3e37eb",-18569.97274851799,"unknown",-18564.006277561188,-18558.642094373703,0.0,7.124348163604736,11.628652811050415,19.394527912139893,34.11750936508179,40.23558568954468,46.74383306503296,"unknown",53.399620056152344,59.681010484695435,61.037962198257446,"unknown","","unknown","unknown","unknown","","unknown","unknown","unknown",68.17611837387085,"unknown","unknown",74.64908742904663,"","",""
"2ee7f92",-3710.296309709549,"unknown",-3703.1929557323456,-3697.7740631103516,0.0,6.0043418407440186,9.23853874206543,16.46784806251526,36.6667058467865,42.209935665130615,51.24919128417969,"unknown",57.45805239677429,64.199294090271,68.34742379188538,"unknown","","unknown","unknown","unknown","","unknown","unknown","unknown",73.97761249542236,"unknown","unknown",79.28729486465454,"","",""
"89d63ed",-816.4295167922974,"unknown",-811.035487651825,-804.2069821357727,0.0,6.422642707824707,8.316624164581299,16.951491355895996,39.73545837402344,45.88445854187012,50.96862053871155,"unknown",56.655778884887695,63.9036865234375,71.00397443771362,"unknown","","unknown","unknown","unknown","","unknown","unknown","unknown",77.31007432937622,"unknown","unknown",83.54122233390808,"","",""
"c0a644e",-375.93301939964294,"unknown",-370.5150647163391,-364.738254070282,0.0,5.408605098724365,10.144022941589355,18.43087887763977,43.51254391670227,49.614264488220215,110.01486492156982,117.12054538726807,"unknown",122.87090587615967,179.76770901679993,"unknown","","unknown","unknown","unknown","","unknown","unknown","unknown",185.226135969162,"unknown","unknown",191.08028936386108,"","",""
"80f558b",-64064.319754362106,"unknown",-64057.51020717621,-64051.344761133194,0.0,6.312218427658081,12.157629251480103,19.129042148590088,38.45762014389038,44.606682777404785,60.6663031578064,66.86505556106567,"unknown",72.56175494194031,75.2771577835083,"unknown","","unknown","unknown","unknown","","unknown","unknown","unknown",82.23338222503662,"unknown","unknown",87.7096643447876,"","",""
"87e4f18",-6756.3372967243195,"unknown",-6750.752725362778,-6743.8500781059265,0.0,6.97365927696228,12.443373680114746,19.492147207260132,34.4023597240448,40.80648946762085,47.32424592971802,53.61042046546936,"unknown",60.04010987281799,62.36536145210266,"unknown","","unknown","unknown","unknown","","unknown","unknown","unknown",68.254141330719,"unknown","unknown",75.156259059906,"","",""
"0186834",-186327.83725857735,"unknown",-186320.95893454552,-186314.06716156006,0.0,6.498817205429077,12.821133136749268,20.77083420753479,86.88129019737244,93.13194060325623,102.82568168640137,"unknown",109.09056210517883,115.84110164642334,119.19391512870789,"unknown","","unknown","unknown","unknown","","unknown","unknown","unknown",125.35029411315918,"unknown","unknown",130.88635158538818,"","",""
"0355f6d",-1058306.3318543434,"unknown",-1058299.7145078182,-1058294.4126999378,0.0,6.7395055294036865,14.530681133270264,22.859466314315796,66.09021782875061,71.60901379585266,94.18201661109924,"unknown",99.734619140625,106.78018641471863,108.76700139045715,"unknown","","unknown","unknown","unknown","","unknown","unknown","unknown",114.40305233001709,"unknown","unknown",121.42556428909302,"","",""
"fa6a8b8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
