"","1","recurso","1b","2","cont","3","cont_1","4","dilema","5","x_1","6A","6B","7","v_x_1","8","x_2","9A","9B","10","v_x_2","11","12A","12B","13_1","13_2","13_3","15"
"518e9b8","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"b5edd3c","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"374ecf8",-3410.4357430934906,"unknown",-3404.413459777832,-3398.0899090766907,0.0,7.655102491378784,9.314696788787842,15.42955994606018,27.20584511756897,33.265077352523804,47.599220991134644,"unknown",53.713528633117676,59.24294590950012,64.44270944595337,71.51343631744385,74.63147687911987,79.99357104301453,"unknown",86.73025512695312,90.53399658203125,"unknown","unknown","unknown","unknown",96.95978426933289,"unknown",104.28031492233276
"89f120b","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1883ca0",-96386.69023013115,"unknown",-96381.30245614052,-96375.5613181591,0.0,6.26245641708374,9.382114887237549,14.859194993972778,25.21011447906494,32.193955183029175,34.46146821975708,40.36411094665527,"unknown",47.543320178985596,56.9243369102478,"unknown","","unknown","unknown","unknown","","unknown","unknown","unknown",63.516934871673584,"unknown","unknown",69.53206539154053
"8d2da97","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2541155","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ac6f3f6",-17588.866018533707,"unknown",-17581.777790546417,-17576.373155593872,0.0,7.233113765716553,9.306085348129272,15.268413066864014,17.434610843658447,23.002659559249878,53.16616630554199,"unknown",58.81175947189331,64.72720623016357,66.22089529037476,"unknown","","unknown","unknown","unknown","","unknown","unknown","unknown",71.52065539360046,"unknown","unknown",78.54896879196167
"62447b9","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"20f3e2e",-17822.28390264511,"unknown",-17815.93238759041,-17809.004975557327,0.0,6.86743426322937,11.672210693359375,17.34115219116211,33.02102971076965,38.51926302909851,45.87650465965271,52.5576012134552,"unknown",58.88003706932068,61.01776146888733,"unknown","","unknown","unknown","unknown","","unknown","unknown","unknown",67.48719215393066,"unknown","unknown",73.60188937187195
"4e53c5c","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ac6ecda","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"c899adb",-715.7666070461273,"unknown",-710.4395854473114,-703.7409868240356,0.0,7.034974575042725,10.561004877090454,17.37116575241089,55.85897707939148,62.82319903373718,67.54230237007141,74.34658527374268,"unknown",80.86474394798279,98.35416913032532,"unknown","","unknown","unknown","unknown","","unknown","unknown","unknown",105.05832719802856,"unknown","unknown",110.46652126312256
"b8ec123","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"07b298c","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"49db8c4",-132.12075114250183,"unknown",-125.39991760253906,-119.67066931724548,0.0,6.5085625648498535,9.070863962173462,16.357343673706055,27.26748275756836,32.953285455703735,36.79808306694031,43.85933232307434,"unknown",50.801244020462036,53.11295795440674,"unknown","","unknown","unknown","unknown","","unknown","unknown","unknown",60.11738848686218,"unknown","unknown",65.86751246452332
"ea8c0d6","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
