"","1","recurso","1b","2","cont","3","cont_1","4","dilema","5","x_1","6A","6B","7","v_x_1","8","9A","9B","10","11","12A","12B","13_1","13_2","13_3","15"
"518e9b8","","","","","","","","","","","","","","","","","","","","","","","","","",""
"b5edd3c","","","","","","","","","","","","","","","","","","","","","","","","","",""
"374ecf8",-9727.416984796524,"unknown",-9720.432064056396,-9713.353682279587,0.0,5.887729644775391,11.339163064956665,20.1273250579834,32.689266204833984,39.269752740859985,43.18439435958862,"unknown",50.17133641242981,55.69507050514221,57.352065324783325,"unknown","unknown","unknown","unknown","unknown","unknown","unknown",63.1346960067749,"unknown","unknown",69.57815217971802
"89f120b","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1883ca0",-9883.965828895569,"unknown",-9877.682559967041,-9872.008693695068,0.0,6.243785381317139,11.46358585357666,18.274662256240845,21.582383394241333,26.96157479286194,37.993752241134644,"unknown",44.876644134521484,50.13411831855774,65.26945519447327,"unknown","unknown","unknown","unknown","unknown","unknown","unknown",70.92816853523254,"unknown","unknown",78.09252262115479
"8d2da97","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2541155","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ac6f3f6",-3233.5537083148956,"unknown",-3227.218686580658,-3220.8810522556305,0.0,7.028168201446533,29.382991790771484,37.41319704055786,45.57511568069458,51.72261595726013,68.42618250846863,"unknown",74.55030727386475,81.3756959438324,83.460045337677,"unknown","unknown","unknown","unknown","unknown","unknown","unknown",89.38074612617493,"unknown","unknown",95.08598303794861
"62447b9","","","","","","","","","","","","","","","","","","","","","","","","","",""
"20f3e2e",-68898.764346838,"unknown",-68892.63561105728,-68885.80192255974,0.0,5.709620714187622,9.800459623336792,18.09902858734131,58.06817102432251,64.63175415992737,69.1222677230835,"unknown",75.26590466499329,82.60452961921692,85.07538318634033,"unknown","unknown","unknown","unknown","unknown","unknown","unknown",91.23553943634033,"unknown","unknown",96.46395134925842
"4e53c5c","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ac6ecda","","","","","","","","","","","","","","","","","","","","","","","","","",""
"c899adb",-48529.99803996086,"unknown",-48523.37393140793,-48517.298209905624,0.0,6.621431589126587,9.273963451385498,16.441735982894897,22.282823085784912,29.4266300201416,34.63085865974426,"unknown",41.74269771575928,47.53042531013489,48.99458122253418,"unknown","unknown","unknown","unknown","unknown","unknown","unknown",56.150434732437134,"unknown","unknown",62.52971315383911
"b8ec123","","","","","","","","","","","","","","","","","","","","","","","","","",""
"07b298c","","","","","","","","","","","","","","","","","","","","","","","","","",""
"49db8c4",-276.5391147136688,"unknown",-269.6062924861908,-263.2989513874054,0.0,5.398320198059082,11.766407012939453,19.974457263946533,27.690226316452026,33.53435826301575,36.569215297698975,"unknown",42.99931311607361,49.6547749042511,53.046348333358765,"unknown","unknown","unknown","unknown","unknown","unknown","unknown",60.09282660484314,"unknown","unknown",66.44543504714966
"ea8c0d6","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7cf831f",-778.038209438324,"unknown",-772.7392566204071,-764.8709316253662,0.0,5.87937593460083,45.37359094619751,52.974586963653564,60.35995531082153,66.62214708328247,79.12995648384094,"unknown",85.872802734375,91.77533149719238,95.2922523021698,"unknown","unknown","unknown","unknown","unknown","unknown","unknown",102.4871118068695,"unknown","unknown",109.00589561462402
"41f497c","","","","","","","","","","","","","","","","","","","","","","","","","",""
