"","1","recurso","1b","2","cont","3","cont_1","4","dilema","5","x_1","6A","6B","7","v_x_1","8","9A","9B","10","11","12A","12B","13_1","13_2","13_3","15"
"518e9b8","","","","","","","","","","","","","","","","","","","","","","","","","",""
"b5edd3c","","","","","","","","","","","","","","","","","","","","","","","","","",""
"374ecf8",-62476.265295505524,-62470.597593545914,-62464.729875564575,-62458.063922166824,0.0,6.975975036621094,9.109724521636963,15.89589810371399,28.297112703323364,33.806761741638184,51.065492153167725,57.91937232017517,"unknown",64.33073043823242,95.44509625434875,"unknown","unknown","unknown","unknown","unknown","unknown","unknown",101.54913067817688,"unknown","unknown",108.1191918849945
"89f120b","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1883ca0",-5303.934285640717,-5297.823926448822,-5290.469179391861,-5284.844514131546,0.0,7.458933353424072,11.268952131271362,17.968836069107056,28.332171201705933,33.76045870780945,43.706398487091064,"unknown",49.46778082847595,55.46745324134827,57.54896354675293,"unknown","unknown","unknown","unknown","unknown","unknown","unknown",64.24202036857605,"unknown","unknown",70.30134892463684
"8d2da97","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2541155",-11911.22443151474,-11904.924390077591,-11898.309944868088,-11891.908596515656,0.0,6.6555869579315186,13.4873206615448,20.76713800430298,42.76544809341431,49.72284770011902,64.96187210083008,71.57412695884705,"unknown",77.90779519081116,7574.124464511871,"unknown","unknown","unknown","unknown","unknown","unknown","unknown",7579.968099355698,"unknown","unknown",7587.260080099106
"ac6f3f6",-2969.6254272460938,-2963.3060295581818,-2956.6368827819824,-2949.9825983047485,0.0,7.027547121047974,16.28091025352478,23.327364206314087,44.58810591697693,50.01901316642761,58.03083276748657,"unknown",64.8551332950592,70.57036590576172,86.08000540733337,"unknown","unknown","unknown","unknown","unknown","unknown","unknown",93.3659679889679,"unknown","unknown",99.57115721702576
"62447b9","","","","","","","","","","","","","","","","","","","","","","","","","",""
"20f3e2e",-22397.388508081436,-22392.010869264603,-22385.659512996674,-22379.19642496109,0.0,5.990420341491699,10.210907459259033,15.962172508239746,47.313695669174194,54.55678582191467,71.82836556434631,"unknown",78.21675968170166,84.02570176124573,104.11645793914795,"unknown","unknown","unknown","unknown","unknown","unknown","unknown",109.96375894546509,"unknown","unknown",115.92699718475342
"4e53c5c",-75688.38529539108,-75681.63703894615,-75675.40551996231,-75668.16806936264,0.0,5.867706060409546,15.601737976074219,22.100136756896973,74.69856810569763,82.01082682609558,134.33290910720825,140.5800130367279,"unknown",146.3027698993683,154.71649742126465,"unknown","unknown","unknown","unknown","unknown","unknown","unknown",160.19822359085083,"unknown","unknown",165.73132276535034
"ac6ecda","","","","","","","","","","","","","","","","","","","","","","","","","",""
"c899adb",-4545.810921192169,-4540.055904626846,-4532.962792396545,-4527.460712194443,0.0,5.862258672714233,9.392842769622803,16.610626935958862,41.29126191139221,47.69064283370972,86.78679299354553,94.18735361099243,"unknown",101.05470991134644,103.91711854934692,"unknown","unknown","unknown","unknown","unknown","unknown","unknown",110.60289573669434,"unknown","unknown",117.07324504852295
"b8ec123","","","","","","","","","","","","","","","","","","","","","","","","","",""
"07b298c","","","","","","","","","","","","","","","","","","","","","","","","","",""
