"","1","recurso","1b","2","cont","3","cont_1","4","dilema","5","x_1","6A","6B","7","v_x_1","8","x_2","9A","9B","10","v_x_2","11","x_3","12A","12B","13_1","13_2","13_3","15"
"type","from_bot","from_bot","from_bot","from_bot","to_bot","from_bot","to_bot","from_bot","to_bot","from_bot","to_bot","from_bot","from_bot","from_bot","to_bot","from_bot","to_bot","from_bot","from_bot","from_bot","to_bot","from_bot","to_bot","from_bot","from_bot","from_bot","from_bot","from_bot","from_bot"
