"","1","recurso","1b","2","cont","3","cont_1","4","dilema","5","x_1","6A","6B","7","v_x_1","8","9A","9B","10","11","12A","12B","13_1","13_2","13_3","15"
"518e9b8","","","","","","","","","","","","","","","","","","","","","","","","","",""
"b5edd3c","","","","","","","","","","","","","","","","","","","","","","","","","",""
"374ecf8",-13403.653180122375,"unknown",-13397.160893678665,-13390.519053220749,0.0,6.707904577255249,11.969688177108765,19.084482669830322,26.937179565429688,32.36884546279907,60.09881854057312,66.76400399208069,"unknown",72.86672496795654,74.66942286491394,"unknown","unknown","unknown","unknown","unknown","unknown","unknown",81.43895506858826,"unknown","unknown",87.80019688606262
"89f120b","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1883ca0",-7331.686583995819,"unknown",-7324.786583662033,-7318.337868452072,0.0,6.354217052459717,39.403393507003784,46.6203248500824,55.82765316963196,62.49265098571777,67.28616762161255,"unknown",73.510422706604,78.68324851989746,97.31392025947571,"unknown","unknown","unknown","unknown","unknown","unknown","unknown",103.01743054389954,"unknown","unknown",109.6020176410675
"8d2da97","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2541155",-21581.143450737,"unknown",-21574.12232542038,-21568.704943418503,0.0,6.577930927276611,8.646700143814087,15.604766607284546,81.77133417129517,87.36578321456909,96.59013819694519,103.44077944755554,"unknown",108.7616069316864,111.26607322692871,"unknown","unknown","unknown","unknown","unknown","unknown","unknown",116.57112693786621,"unknown","unknown",123.60211753845215
"ac6f3f6",-2219.634355545044,"unknown",-2213.1185076236725,-2206.986809015274,0.0,7.358741760253906,3176.757708787918,3183.25084066391,4234.496491193771,4240.1919231414795,4252.673725366592,"unknown",4259.796372413635,4266.2069003582,4498.902826547623,"unknown","unknown","unknown","unknown","unknown","unknown","unknown",4505.25776720047,"unknown","unknown",4512.525960445404
"62447b9","","","","","","","","","","","","","","","","","","","","","","","","","",""
"20f3e2e",-41768.16439247131,"unknown",-41762.422667980194,-41756.19325041771,0.0,5.737255096435547,10.579792737960815,17.353519439697266,87.26523160934448,93.43803310394287,121.61303806304932,127.90329647064209,"unknown",134.80622744560242,147.27443671226501,"unknown","unknown","unknown","unknown","unknown","unknown","unknown",153.43923425674438,"unknown","unknown",159.84636664390564
"4e53c5c",-118351.6382367611,"unknown",-118344.63624405861,-118338.44939875603,0.0,6.582448482513428,15.167064428329468,21.113452434539795,47.76356863975525,53.51314449310303,69.89376378059387,"unknown",75.87467193603516,82.34721350669861,84.15897464752197,"unknown","unknown","unknown","unknown","unknown","unknown","unknown",91.09201526641846,"unknown","unknown",98.1864583492279
"ac6ecda","","","","","","","","","","","","","","","","","","","","","","","","","",""
"c899adb",-39102.12221837044,"unknown",-39095.183593034744,-39089.71450972557,0.0,6.378101587295532,11.821083784103394,17.91696286201477,40.33160853385925,47.20539879798889,56.12753701210022,"unknown",62.1146035194397,67.96064972877502,73.70281720161438,"unknown","unknown","unknown","unknown","unknown","unknown","unknown",80.72266554832458,"unknown","unknown",88.00113868713379
"b8ec123","","","","","","","","","","","","","","","","","","","","","","","","","",""
"07b298c","","","","","","","","","","","","","","","","","","","","","","","","","",""
