"","1","recurso","1b","2","cont","3","cont_1","4","dilema","5","x_1","6A","6B","7","v_x_1","8","x_2","9A","9B","10","v_x_2","11","12A","12B","13_1","13_2","13_3","15","3_1","3_2","2_1"
"c94e42e",-5614.250702142715,"unknown",-5607.6934061050415,-5601.698826789856,0.0,5.374353885650635,9.543920278549194,15.008004426956177,23.82781744003296,30.27760338783264,64.39746499061584,"unknown",71.62670707702637,77.17347359657288,79.92594385147095,"unknown","","unknown","unknown","unknown","","unknown","unknown","unknown",85.62121653556824,"unknown","unknown",92.14022898674011,"","",""
"ee4b6cd",-3867.5341699123383,"unknown",-3860.5601794719696,-3854.290827035904,0.0,5.973811388015747,10.02221941947937,16.45211410522461,34.46101999282837,41.66814732551575,61.92831587791443,"unknown",68.75388789176941,75.30812811851501,76.95602703094482,"unknown","","unknown","unknown","unknown","","unknown","unknown","unknown",83.62727355957031,"unknown","unknown",90.32556390762329,"","",""
"f2291ba",-1091.1421616077423,"unknown",-1084.0339090824127,-1078.3130478858948,0.0,6.316456317901611,12.98754096031189,18.354637622833252,47.64313840866089,54.89924073219299,77.15418648719788,"unknown",82.89359426498413,88.46852898597717,90.37033081054688,"unknown","","unknown","unknown","unknown","","unknown","unknown","unknown",97.01279163360596,"unknown","unknown",104.31454992294312,"","",""
"fb6ca94",-6770.830401182175,"unknown",-6763.776006698608,-6757.076023817062,0.0,7.1728515625,12.002235651016235,18.084123134613037,41.43363070487976,47.18430995941162,59.6534640789032,"unknown",65.97556066513062,71.97702765464783,85.10462856292725,"unknown","","unknown","unknown","unknown","","unknown","unknown","unknown",90.68302726745605,"unknown","unknown",97.16983389854431,"","",""
"516417f",-18972.953474521637,"unknown",-18966.766237020493,-18961.42224240303,0.0,5.508390188217163,15.182308912277222,20.522163152694702,37.33036684989929,44.657331228256226,68.58355474472046,"unknown",74.5004243850708,81.07264828681946,83.66329550743103,"unknown","","unknown","unknown","unknown","","unknown","unknown","unknown",89.44189596176147,"unknown","unknown",94.93152332305908,"","",""
"7a0eabe",-3097.69983625412,"unknown",-3092.3816125392914,-3085.746873140335,0.0,7.260072469711304,14.181575536727905,20.04920744895935,43.00081443786621,48.7882776260376,69.09243679046631,"unknown",76.08446669578552,82.64417290687561,84.83000588417053,"unknown","","unknown","unknown","unknown","","unknown","unknown","unknown",91.19822192192078,"unknown","unknown",97.93786406517029,"","",""
"7b65802",-1221373.0122454166,"unknown",-1221367.6427516937,-1221360.8681669235,0.0,6.2275450229644775,12.21504831314087,19.02772068977356,40.2402708530426,45.69493293762207,81.95783877372742,"unknown",87.88886761665344,93.52736926078796,103.87815260887146,"unknown","","unknown","unknown","unknown","","unknown","unknown","unknown",109.28076767921448,"unknown","unknown",116.51554799079895,"","",""
"5e09b84",-11169.383564949036,"unknown",-11163.461006641388,-11156.186409950256,0.0,6.541504859924316,133.67599844932556,140.39246582984924,150.2666835784912,158.1964409351349,183.21238660812378,"unknown",190.1667628288269,196.43298506736755,207.49998831748962,"unknown","","unknown","unknown","unknown","","unknown","unknown","unknown",214.41356492042542,"unknown","unknown",221.33549642562866,"","",""
"7da3821",-81734.40921878815,"unknown",-81729.12149882317,-81722.90673565865,0.0,6.150635480880737,8.61627745628357,16.037007093429565,26.87933111190796,34.236390829086304,57.46194410324097,"unknown",63.80285358428955,70.2214617729187,71.34563612937927,"unknown","","unknown","unknown","unknown","","unknown","unknown","unknown",76.78058290481567,"unknown","unknown",83.63599157333374,"","",""
"2f5762a",-7916.639397859573,"unknown",-7910.67844247818,-7904.481914758682,0.0,5.542135953903198,10.268959999084473,17.351274013519287,28.919105768203735,35.06534743309021,45.69907784461975,51.508793115615845,"unknown",57.86992573738098,59.80670189857483,"unknown","","unknown","unknown","unknown","","unknown","unknown","unknown",66.92075753211975,"unknown","unknown",74.00484132766724,"","",""
