"","1","recurso","1b","2","cont","3","cont_1","4","dilema","5","x_1","6A","6B","7","v_x_1","8","x_2","9A","9B","10","v_x_2","11","12A","12B","13_1","13_2","13_3","15","2_1","4_1"
"962a7dd",-27.997973442077637,"unknown",-21.94239354133606,-15.681677103042603,0.0,7.301053285598755,13.868628740310669,22.41649341583252,69.06719541549683,76.41057085990906,99.12668943405151,"unknown",104.87011504173279,112.08089113235474,114.63178205490112,121.09894847869873,130.31712675094604,135.59450817108154,"unknown",142.51212906837463,147.57173085212708,"unknown","unknown","unknown","unknown",154.082772731781,"unknown",160.18190479278564,"",""
"5c97513","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"acc6118",-214100.09925341606,"unknown",-214093.61796975136,-214088.22614359856,0.0,6.807852506637573,11.820953130722046,20.0907142162323,31.071289539337158,36.45738434791565,47.58153939247131,"unknown",54.496362924575806,60.59077262878418,63.0379433631897,"unknown","","unknown","unknown","unknown","","unknown","unknown","unknown",68.60338973999023,"unknown","unknown",74.04620695114136,"",""
"d33371d","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5d45bd1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"cfcbc2d","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"98ecb86",-151.0005738735199,"unknown",-143.64092588424683,-137.2300362586975,0.0,6.971232175827026,11.591241836547852,19.144088745117188,27.81487727165222,34.98011088371277,52.23068380355835,"unknown",59.14978885650635,66.14576172828674,68.64262318611145,"unknown","","unknown","unknown","unknown","","unknown","unknown","unknown",75.83401870727539,"unknown","unknown",82.527991771698,"",""
"7636563",-30.419086456298828,"unknown",-23.390178680419922,-16.023926258087158,0.0,5.932972192764282,10.449899196624756,19.473920583724976,33.26870608329773,38.69654631614685,44.870213985443115,51.232506275177,"unknown",57.08591961860657,58.64879584312439,"unknown","","unknown","unknown","unknown","","unknown","unknown","unknown",64.88972902297974,"unknown","unknown",70.56104946136475,"",""
"5d2b358","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5d9ae0c","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"73d4e20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"be94a32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9f972fb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6e93efd",-19506.01748609543,"unknown",-19499.204879045486,-19493.8405251503,0.0,6.776524543762207,37.27529287338257,44.78047490119934,51.564587354660034,56.87519717216492,69.21837949752808,74.98382925987244,"unknown",81.53260588645935,538421.8980619907,"unknown","","unknown","unknown","unknown","","unknown","unknown","unknown",538428.8665261269,"unknown","unknown",538434.1685779095,"",""
"5a4afae","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"c34e373","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
