"","1","recurso","1b","2","cont","3","cont_1","4","dilema","5","x_1","6A","6B","7","v_x_1","8","9A","9B","10","11","12A","12B","13_1","13_2","13_3","15"
"518e9b8","","","","","","","","","","","","","","","","","","","","","","","","","",""
"b5edd3c","","","","","","","","","","","","","","","","","","","","","","","","","",""
"374ecf8",-2113.4835855960846,"unknown",-2108.0850851535797,-2101.6719274520874,0.0,7.354970932006836,15.24999713897705,20.729917764663696,33.76707887649536,41.06075310707092,47.57809638977051,54.444438219070435,"unknown",59.72036814689636,64.90091896057129,"unknown","unknown","unknown","unknown","unknown","unknown","unknown",71.57887744903564,"unknown","unknown",77.73702454566956
"89f120b","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1883ca0",-205423.33865714073,"unknown",-205418.05236935616,-205411.40933942795,0.0,5.7292609214782715,8.85996127128601,15.11200213432312,18.9956374168396,24.705950498580933,30.609485149383545,"unknown",37.604650259017944,44.357269048690796,46.802873373031616,"unknown","unknown","unknown","unknown","unknown","unknown","unknown",53.958569288253784,"unknown","unknown",60.92939615249634
"8d2da97","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2541155",-24880.246678352356,"unknown",-24874.907618522644,-24868.403084754944,0.0,5.784375190734863,1053530.0594973564,1053535.9990012646,1053537.3601162434,1053543.2714173794,1053555.028642416,1053562.2456128597,"unknown",1053568.4123649597,1053570.3955862522,"unknown","unknown","unknown","unknown","unknown","unknown","unknown",1053576.432951212,"unknown","unknown",1053583.3448674679
"ac6f3f6",-358.12986278533936,"unknown",-351.0693817138672,-345.80738711357117,0.0,5.83914041519165,387.3418462276459,393.9916479587555,398.60415053367615,405.9083094596863,414.7474491596222,"unknown",420.33131432533264,426.7664632797241,429.1833152770996,"unknown","unknown","unknown","unknown","unknown","unknown","unknown",436.3865067958832,"unknown","unknown",442.16352105140686
"62447b9","","","","","","","","","","","","","","","","","","","","","","","","","",""
"20f3e2e",-36344.977333545685,"unknown",-36338.659153699875,-36332.39517951012,0.0,6.39912748336792,23.58168077468872,29.584860801696777,102.93429040908813,108.7159788608551,122.46246242523193,"unknown",129.39287185668945,136.17259120941162,156.35762000083923,"unknown","unknown","unknown","unknown","unknown","unknown","unknown",163.4358470439911,"unknown","unknown",169.26925015449524
"4e53c5c",-28.453745126724243,"unknown",-22.558300495147705,-17.066985845565796,0.0,6.805655002593994,13.819478511810303,20.18455719947815,28.994766235351562,36.587494134902954,46.8226900100708,"unknown",52.944650173187256,58.79890489578247,60.78389883041382,"unknown","unknown","unknown","unknown","unknown","unknown","unknown",67.69974160194397,"unknown","unknown",74.40024518966675
"ac6ecda","","","","","","","","","","","","","","","","","","","","","","","","","",""
"c899adb",-2752.447501897812,"unknown",-2745.912618160248,-2739.608145236969,0.0,5.8136913776397705,15.70757532119751,22.774511337280273,28.76230788230896,34.303224325180054,47.72739338874817,"unknown",53.979015588760376,59.90634512901306,62.2576949596405,"unknown","unknown","unknown","unknown","unknown","unknown","unknown",68.12536907196045,"unknown","unknown",74.64405536651611
"b8ec123","","","","","","","","","","","","","","","","","","","","","","","","","",""
"07b298c","","","","","","","","","","","","","","","","","","","","","","","","","",""
