"","1","recurso","1b","2","cont","3","cont_1","4","dilema","5","x_1","6A","6B","7","v_x_1","8","x_2","9A","9B","10","v_x_2","11","12A","12B","13_1","13_2","13_3","15","2_1","4_1","2_2"
"bf983ba",-110.8918809890747,"unknown",-104.989089012146,-99.30018734931946,0.0,7.2753448486328125,9.040071964263916,16.787721157073975,28.253997087478638,35.13610243797302,43.58766007423401,"unknown",49.42377996444702,55.20890665054321,57.33958911895752,"unknown","","unknown","unknown","unknown","","unknown","unknown","unknown",63.61194658279419,"unknown","unknown",70.11219310760498,"","",""
"b53b559",-7779377.838801146,"unknown",-7779371.023560286,-7779364.600862503,0.0,5.870248079299927,12.749234914779663,20.148732662200928,56.63417673110962,63.41151404380798,119.79525089263916,"unknown",125.97296023368835,132.60111784934998,135.8265151977539,"unknown","","unknown","unknown","unknown","","unknown","unknown","unknown",142.23715662956238,"unknown","unknown",148.36527800559998,-5161835.252558947,"",""
"4a92bfd",-6384.443201780319,"unknown",-6377.520843267441,-6371.609480142593,0.0,6.429861783981323,14.090837955474854,22.794398069381714,43.8371365070343,50.28691029548645,60.261401891708374,66.25345516204834,"unknown",72.93607354164124,75.11575174331665,"unknown","","unknown","unknown","unknown","","unknown","unknown","unknown",81.76541662216187,"unknown","unknown",88.93508076667786,"","",""
"90434eb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"37674f9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0dc300b",-797.2936618328094,"unknown",-790.4113168716431,-785.1043338775635,0.0,7.1826465129852295,13.717782497406006,21.596174716949463,111.5466628074646,118.52057313919067,280.4185025691986,287.01619958877563,"unknown",294.225665807724,360.73737812042236,"unknown","","unknown","unknown","unknown","","unknown","unknown","unknown",366.5017330646515,"unknown","unknown",372.8294105529785,"","",""
"1800004",-17729.693419456482,"unknown",-17723.511483192444,-17716.353907108307,0.0,7.567338705062866,9.508883237838745,19.376757860183716,119.70819997787476,126.19352388381958,131.52641820907593,138.13129210472107,"unknown",144.52439761161804,146.98872089385986,"unknown","","unknown","unknown","unknown","","unknown","unknown","unknown",152.943843126297,"unknown","unknown",158.32351851463318,"","",""
"7b3c431",-47595.96169137955,"unknown",-47589.74521946907,-47582.8027381897,0.0,6.583206653594971,20.443395137786865,29.409812450408936,47.023192405700684,53.30803036689758,94.19543361663818,"unknown",100.68799209594727,107.39190196990967,109.41745018959045,"unknown","","unknown","unknown","unknown","","unknown","unknown","unknown",114.80847072601318,"unknown","unknown",120.41854095458984,"","",""
"2457ed6",-259876.53622841835,"unknown",-259870.86981797218,-259864.84925413132,0.0,7.195540904998779,12.431597232818604,19.735140085220337,33.32021522521973,39.211785078048706,57.50763916969299,64.4776701927185,"unknown",70.65126299858093,73.0031590461731,"unknown","","unknown","unknown","unknown","","unknown","unknown","unknown",79.36500930786133,"unknown","unknown",85.9842119216919,"","",""
"c4bba29",-2507.532871723175,"unknown",-2501.8467886447906,-2494.759467124939,0.0,5.307553768157959,17569.90839958191,17578.829745292664,17599.841910362244,17605.55429148674,17612.910893440247,"unknown",17619.87030005455,17626.96918439865,17631.73184156418,"unknown","","unknown","unknown","unknown","","unknown","unknown","unknown",17637.931206703186,"unknown","unknown",17644.39497113228,"","",""
"2dffb9e",-24.850291967391968,"unknown",-18.60943841934204,-12.316437482833862,0.0,7.276193380355835,10.741506338119507,18.118311643600464,43.83089828491211,51.07105779647827,62.622541189193726,"unknown",68.44003486633301,73.84493517875671,82.07688689231873,88.3091139793396,90.31002426147461,96.41727638244629,"unknown",101.77490901947021,103.65059733390808,"unknown","unknown","unknown","unknown",110.4253659248352,"unknown",116.03895688056946,"","",""
"7a35b75",-27878.12398338318,"unknown",-27871.73363184929,-27866.439710617065,0.0,5.363709926605225,12.791231393814087,20.793250560760498,36.36594343185425,41.94419312477112,61.42160081863403,67.79171705245972,"unknown",75.27863502502441,79.44069314002991,"unknown","","unknown","unknown","unknown","","unknown","unknown","unknown",84.99574947357178,"unknown","unknown",90.46973371505737,"","",""
"3883e37","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"eacd6a3",-6625.539577722549,"unknown",-6619.5398733615875,-6611.30114531517,0.0,6.577345609664917,13.047790765762329,21.857144594192505,46.173086404800415,52.29636788368225,71.78697180747986,78.48144936561584,"unknown",84.68173623085022,87.10687971115112,"unknown","","unknown","unknown","unknown","","unknown","unknown","unknown",92.69532346725464,"unknown","unknown",98.17416405677795,"","",""
"d09321f",-5358852.546704054,"unknown",-5358845.707335472,-5358838.51738596,0.0,7.198266506195068,9.64673662185669,16.81843638420105,29.729650259017944,36.456984519958496,51.75806760787964,58.72931981086731,"unknown",64.80506205558777,67.00381231307983,"unknown","","unknown","unknown","unknown","","unknown","unknown","unknown",72.80978608131409,"unknown","unknown",79.6176528930664,-366435.2701897621,"",""
"58b1c8e",-8951.846248865128,"unknown",-8944.869394779205,-8938.239863157272,0.0,6.621189832687378,10.960721969604492,18.504801511764526,43.081467628479004,49.8059356212616,91.39725112915039,"unknown",97.96570301055908,104.21227788925171,106.56527352333069,"unknown","","unknown","unknown","unknown","","unknown","unknown","unknown",113.85690593719482,"unknown","unknown",120.06047296524048,"","",""
"bf3dfcf",-7407.0112154483795,"unknown",-7400.519749164581,-7393.411636590958,0.0,7.0222861766815186,9.900052785873413,19.457402229309082,54.75941491127014,61.95612692832947,86.52688217163086,93.4679856300354,"unknown",98.96830439567566,102.66911315917969,"unknown","","unknown","unknown","unknown","","unknown","unknown","unknown",108.99118089675903,"unknown","unknown",116.31444454193115,"","",""
"80e625f",-36973.213425159454,"unknown",-36966.099205970764,-36960.579066991806,0.0,5.927037000656128,10.86632227897644,19.34271216392517,31.977628231048584,39.01541805267334,19303.101586818695,19310.540880441666,"unknown",19316.244269371033,19317.82772707939,"unknown","","unknown","unknown","unknown","","unknown","unknown","unknown",19323.64234852791,"unknown","unknown",19330.24594426155,"","",""
