"","1","recurso","1b","2","cont","3","cont_1","4","dilema","5","x_1","6A","6B","7","v_x_1","8","x_2","9A","9B","10","v_x_2","11","12A","12B","13_1","13_2","13_3","15","2_1","7_1","3_1"
"2ee7f92",-804.3590366840363,"unknown",-798.8272395133972,-792.3087501525879,0.0,7.400243759155273,13.84762167930603,22.13726806640625,26.1682231426239,31.464985132217407,55.50397181510925,61.22340655326843,"unknown",68.02541184425354,136.85964059829712,"unknown","","unknown","unknown","unknown","","unknown","unknown","unknown",143.1689212322235,"unknown","unknown",150.1896414756775,"","",""
"89d63ed",-1809.1853699684143,"unknown",-1803.6089935302734,-1797.9451110363007,0.0,6.086340427398682,11.028344869613647,18.610880136489868,22.49414372444153,29.707892417907715,37.267324686050415,44.429664611816406,"unknown",51.47246718406677,53.65394163131714,"unknown","","unknown","unknown","unknown","","unknown","unknown","unknown",59.274362087249756,"unknown","unknown",66.00269603729248,"","",""
"c0a644e",-13.84648847579956,"unknown",-7.376900672912598,-1.6702964305877686,0.0,5.815069675445557,8.886497735977173,16.94566512107849,27.90601897239685,35.188536167144775,44.79933786392212,51.45037317276001,"unknown",57.31650972366333,58.81891083717346,"unknown","","unknown","unknown","unknown","","unknown","unknown","unknown",64.99518775939941,"unknown","unknown",72.24036145210266,"","",""
"80f558b","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"87e4f18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0186834","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0355f6d","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"fa6a8b8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"145d339",-1259737.2929956913,"unknown",-1259731.29712677,-1259725.9234502316,0.0,5.616398334503174,7.577121257781982,14.563720226287842,28.813714265823364,34.49649262428284,38.4876024723053,44.23632097244263,"unknown",50.04152059555054,51.38100481033325,"unknown","","unknown","unknown","unknown","","unknown","unknown","unknown",58.20675730705261,"unknown","unknown",65.3818531036377,"","",""
"e96f42c","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"f382ec0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"962a7dd",-6303.761877536774,"unknown",-6297.7483422756195,-6291.419341802597,0.0,5.816388845443726,8.13987684249878,16.927680730819702,37.612138509750366,44.213202476501465,52.81822896003723,58.657381534576416,"unknown",64.26562476158142,72.46676325798035,"unknown","","unknown","unknown","unknown","","unknown","unknown","unknown",78.99583506584167,"unknown","unknown",85.59782290458679,"","",""
"5c97513","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
