"","1","recurso","1b","2","cont","3","cont_1","4","dilema","5","x_1","6A","6B","7","v_x_1","8","x_2","9A","9B","10","v_x_2","11","12A","12B","13_1","13_2","13_3","15"
"518e9b8","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"b5edd3c","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"374ecf8",-17694.14665913582,"unknown",-17688.217479467392,-17682.342494010925,0.0,5.749121189117432,7.906799554824829,14.048312902450562,23.353038549423218,29.28136920928955,36.7257022857666,43.77582621574402,"unknown",50.73462271690369,52.43665909767151,"unknown","","unknown","unknown","unknown","","unknown","unknown","unknown",57.84539484977722,"unknown","unknown",64.35418343544006
"89f120b","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1883ca0",-15800.791138648987,"unknown",-15793.960395812988,-15788.453278541565,0.0,6.686642408370972,99.55491280555725,104.98785424232483,137.5250837802887,144.8115086555481,157.2319643497467,163.90460538864136,"unknown",170.87556648254395,183.12029266357422,"unknown","","unknown","unknown","unknown","","unknown","unknown","unknown",190.21085238456726,"unknown","unknown",196.8156373500824
"8d2da97","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2541155","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ac6f3f6",-19.622583150863647,"unknown",-13.819144010543823,-7.905712127685547,0.0,7.300826072692871,23.3448486328125,29.321978330612183,197.27304434776306,204.92731642723083,211.40888905525208,217.5435893535614,"unknown",222.87655448913574,225.15975904464722,"unknown","","unknown","unknown","unknown","","unknown","unknown","unknown",230.60271334648132,"unknown","unknown",237.16039061546326
"62447b9","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"20f3e2e",-30426.26381635666,"unknown",-30420.95682811737,-30415.35261631012,0.0,6.490380525588989,20.623584508895874,27.292186498641968,62.20683979988098,68.64193487167358,85.54996752738953,92.0510516166687,"unknown",98.35507082939148,99.95252251625061,"unknown","","unknown","unknown","unknown","","unknown","unknown","unknown",105.57250118255615,"unknown","unknown",112.59539818763733
"4e53c5c",-354.5038387775421,"unknown",-348.8911027908325,-342.8838441371918,0.0,6.602628469467163,13.683334589004517,20.425371646881104,35.667622566223145,42.99111747741699,55.110596895217896,62.16335391998291,"unknown",69.39903402328491,72.64681458473206,"unknown","","unknown","unknown","unknown","","unknown","unknown","unknown",78.19630575180054,"unknown","unknown",84.60007977485657
"ac6ecda","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"c899adb",-3096.8843677043915,"unknown",-3091.358456134796,-3085.5013337135315,0.0,5.685521602630615,8.943467378616333,16.154834747314453,56.40407967567444,61.766093730926514,86.90698719024658,"unknown",92.8497679233551,99.52257347106934,101.08170795440674,"unknown","","unknown","unknown","unknown","","unknown","unknown","unknown",108.6705014705658,"unknown","unknown",114.48230791091919
"b8ec123","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"07b298c","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"49db8c4",-939.3948171138763,"unknown",-934.1967058181763,-926.9162640571594,0.0,6.537358522415161,10.17661452293396,16.78719162940979,28.226274251937866,35.08622121810913,45.50662589073181,"unknown",51.313284397125244,56.634629011154175,59.48667573928833,65.416335105896,75.72521328926086,81.67272710800171,"unknown",88.2843587398529,91.06908512115479,"unknown","unknown","unknown","unknown",97.33723163604736,"unknown",104.45057082176208
"ea8c0d6","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
