"","1","recurso","1b","2","cont","3","cont_1","4","dilema","5","x_1","6A","6B","7","v_x_1","8","x_2","9A","9B","10","v_x_2","11","12A","12B","13_1","13_2","13_3","15","7_1"
"730747e",-52677.40921878815,"unknown",-52670.66991209984,-52664.73019695282,0.0,5.396638870239258,9.723551750183105,16.727620601654053,30.596987009048462,36.40555238723755,43.130916357040405,49.892064809799194,"unknown",55.93780732154846,57.44421863555908,"unknown","","unknown","unknown","unknown","","unknown","unknown","unknown",64.13194465637207,"unknown","unknown",69.99436354637146,""
"07ff49d","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22fdb61","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"db046f2","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"99ee852","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ad2fc5b","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"d318264","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"741ef32",-67.9631519317627,"unknown",-61.58198952674866,-54.96016454696655,0.0,7.369819164276123,11.121938705444336,19.451568126678467,39.020665884017944,46.281635761260986,51.01257061958313,57.2731716632843,"unknown",63.437389850616455,82.52853393554688,"unknown","","unknown","unknown","unknown","","unknown","unknown","unknown",89.96546483039856,"unknown","unknown",96.28281331062317,""
"b75259d","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"b67425b","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"446ad6c",-5762.397214412689,"unknown",-5755.806797504425,-5749.039464712143,0.0,6.035344123840332,17.234772443771362,26.242144107818604,49.77225923538208,56.743752241134644,78.0431866645813,84.06968879699707,"unknown",89.22787809371948,91.1378583908081,"unknown","","unknown","unknown","unknown","","unknown","unknown","unknown",98.11903500556946,"unknown","unknown",104.17854690551758,""
"70405ea","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1117a63",-2708.3691923618317,"unknown",-2702.789354801178,-2696.454166173935,0.0,6.933588266372681,19.999374389648438,27.987908601760864,82.7836184501648,89.60392332077026,106.43821430206299,113.85763883590698,"unknown",120.29044771194458,124.35125517845154,"unknown","","unknown","unknown","unknown","","unknown","unknown","unknown",130.88810920715332,"unknown","unknown",138.1924228668213,""
"537189f","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17b5a6e","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"d3e37eb",-512427.6308875084,"unknown",-512421.7174613476,-512414.79988598824,0.0,6.133352756500244,7.845103979110718,15.407023906707764,32.191845178604126,38.09152102470398,70.00641369819641,75.91104412078857,"unknown",82.01377081871033,83.35508012771606,"unknown","","unknown","unknown","unknown","","unknown","unknown","unknown",89.23052167892456,"unknown","unknown",95.94102478027344,""
"2ee7f92",-75696.19997549057,"unknown",-75690.08424901962,-75683.37421154976,0.0,6.8012049198150635,26.622864723205566,33.7364981174469,35.98140525817871,42.02065134048462,61.927266120910645,68.60026717185974,"unknown",74.62336564064026,76.13364434242249,"unknown","","unknown","unknown","unknown","","unknown","unknown","unknown",83.04078912734985,"unknown","unknown",88.51401734352112,""
"89d63ed",-15.262826919555664,"unknown",-9.504842281341553,-3.232468366622925,0.0,6.102437496185303,8.374118328094482,17.428051710128784,36.73417949676514,42.757732629776,51.11914372444153,58.381712436676025,"unknown",63.836283683776855,65.72151637077332,"unknown","","unknown","unknown","unknown","","unknown","unknown","unknown",72.49721789360046,"unknown","unknown",78.54773688316345,""
"c0a644e",-292069.23171043396,"unknown",-292062.0537223816,-292055.78771948814,0.0,6.927158832550049,11.532983779907227,19.478551864624023,35.79757213592529,42.68862700462341,80.30499219894409,"unknown",85.98769807815552,91.40280103683472,93.49544644355774,"unknown","","unknown","unknown","unknown","","unknown","unknown","unknown",99.4552366733551,"unknown","unknown",104.96648240089417,""
"80f558b","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"87e4f18","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0186834","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0355f6d",-12642.757244825363,"unknown",-12636.372949838638,-12630.495413064957,0.0,7.411498069763184,14.59895634651184,21.411299467086792,45.56733012199402,52.8357892036438,59.11513543128967,65.55731463432312,"unknown",71.6412284374237,73.90830755233765,"unknown","","unknown","unknown","unknown","","unknown","unknown","unknown",80.04257321357727,"unknown","unknown",87.16527557373047,""
"fa6a8b8","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"145d339",-4966.54078412056,"unknown",-4959.634464502335,-4952.981684684753,0.0,5.769987106323242,9.914602518081665,16.525410175323486,34.70503067970276,41.45673656463623,46.34351396560669,51.85448670387268,"unknown",58.9112012386322,61.41552782058716,"unknown","","unknown","unknown","unknown","","unknown","unknown","unknown",68.54529070854187,"unknown","unknown",74.09482765197754,""
"e96f42c","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"f382ec0","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
