"","1","recurso","1b","2","cont","3","cont_1","4","dilema","5","x_1","6A","6B","7","v_x_1","8","x_2","9A","9B","10","v_x_2","11","12A","12B","13_1","13_2","13_3","15"
"518e9b8","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"b5edd3c","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"374ecf8",-16376.381675720215,"unknown",-16370.01574587822,-16363.809890031815,0.0,7.509387969970703,9.679131746292114,16.981600046157837,29.669031143188477,35.25770592689514,52.795421838760376,58.420209884643555,"unknown",64.03798007965088,69.3415048122406,"unknown","","unknown","unknown","unknown","","unknown","unknown","unknown",76.44891166687012,"unknown","unknown",82.7299165725708
"89f120b","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1883ca0",-24962.56092453003,"unknown",-24955.63370513916,-24948.599289894104,0.0,6.168255090713501,13.083034992218018,18.941012144088745,26.521750688552856,32.19192886352539,36.71089315414429,"unknown",41.94073820114136,48.79945135116577,52.26160669326782,"unknown","","unknown","unknown","unknown","","unknown","unknown","unknown",59.254640340805054,"unknown","unknown",64.78935599327087
"8d2da97","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2541155",-42.94232988357544,"unknown",-37.424344539642334,-31.00173854827881,0.0,7.286564588546753,9.065242767333984,15.276244401931763,26.351905822753906,31.61706233024597,44.892154693603516,51.97548699378967,"unknown",57.87967300415039,60.885924100875854,"unknown","","unknown","unknown","unknown","","unknown","unknown","unknown",66.99477863311768,"unknown","unknown",72.7119951248169
"ac6f3f6",-25.009273529052734,"unknown",-19.279062509536743,-13.247559309005737,0.0,7.009899854660034,9.712067127227783,15.137290000915527,27.079193592071533,33.90337800979614,55.04400062561035,60.98714756965637,"unknown",66.93713402748108,69.44981169700623,"unknown","","unknown","unknown","unknown","","unknown","unknown","unknown",75.05584788322449,"unknown","unknown",80.25886058807373
"62447b9","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"20f3e2e",-34925.496327638626,"unknown",-34919.69385051727,-34913.09456515312,0.0,6.141909837722778,21.319671392440796,27.04825258255005,309.90808749198914,316.5757200717926,332.14856028556824,338.90286564826965,"unknown",345.12124514579773,347.51681423187256,"unknown","","unknown","unknown","unknown","","unknown","unknown","unknown",353.01562309265137,"unknown","unknown",358.40682888031006
"4e53c5c",-94816.90238332748,"unknown",-94810.12544822693,-94804.82899594307,0.0,5.78281044960022,12.105587482452393,17.73005700111389,32.846967697143555,38.47554016113281,47.946842670440674,"unknown",55.053022384643555,60.56124472618103,64.66799116134644,"unknown","","unknown","unknown","unknown","","unknown","unknown","unknown",71.19672513008118,"unknown","unknown",77.67055463790894
"ac6ecda","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"c899adb",-32317.068346738815,"unknown",-32311.023101091385,-32304.185884714127,0.0,7.251902341842651,15.173898458480835,22.193490266799927,38.36462330818176,44.358529806137085,52.86110472679138,59.60791301727295,"unknown",65.49857997894287,67.52458572387695,"unknown","","unknown","unknown","unknown","","unknown","unknown","unknown",74.07963275909424,"unknown","unknown",79.72930312156677
"b8ec123","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"07b298c","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
