"","1","recurso","1b","2","cont","3","cont_1","4","dilema","5","x_1","6A","6B","7","v_x_1","8","9A","9B","10","11","12A","12B","13_1","13_2","13_3","15"
"518e9b8","","","","","","","","","","","","","","","","","","","","","","","","","",""
"b5edd3c","","","","","","","","","","","","","","","","","","","","","","","","","",""
"374ecf8",-8331.975251674652,-8325.103116035461,-8319.54521203041,-8313.155760288239,0.0,7.172889947891235,9.05431866645813,14.636920928955078,16.69558835029602,22.380733251571655,46.321221113204956,52.57000279426575,"unknown",58.424394607543945,59.718714237213135,"unknown","unknown","unknown","unknown","unknown","unknown","unknown",66.95274662971497,"unknown","unknown",72.73110890388489
"89f120b","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1883ca0",-182931.9844288826,-182925.94581222534,-182918.84267926216,-182911.7207942009,0.0,6.53490948677063,11.085162162780762,16.590998888015747,22.53362011909485,28.633283853530884,43.739155530929565,"unknown",50.710137605667114,56.98138999938965,138.19509482383728,"unknown","unknown","unknown","unknown","unknown","unknown","unknown",144.1732394695282,"unknown","unknown",150.98814582824707
"8d2da97","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2541155",-36.58613395690918,-31.093695640563965,-25.509812355041504,-18.781707763671875,0.0,5.952556848526001,95.34412741661072,102.5051441192627,113.1704523563385,119.1172103881836,127.20087623596191,"unknown",132.76427602767944,139.42656826972961,883.3757431507111,"unknown","unknown","unknown","unknown","unknown","unknown","unknown",890.0839824676514,"unknown","unknown",895.5610868930817
"ac6f3f6",-2933.467132806778,-2927.8591225147247,-2921.9650495052338,-2915.0120828151703,0.0,6.343907594680786,8.689257860183716,15.212221622467041,25.96330690383911,32.41705560684204,38.06315565109253,43.49125385284424,"unknown",49.704193115234375,54.4670934677124,"unknown","unknown","unknown","unknown","unknown","unknown","unknown",60.5608127117157,"unknown","unknown",66.73826789855957
"62447b9","","","","","","","","","","","","","","","","","","","","","","","","","",""
"20f3e2e",-7764.463484048843,-7759.259961605072,-7753.836834192276,-7748.184675216675,0.0,6.026581525802612,9.23565673828125,15.588880062103271,29.108905792236328,35.186246156692505,46.600693225860596,53.823046922683716,"unknown",60.29638719558716,61.746652603149414,"unknown","unknown","unknown","unknown","unknown","unknown","unknown",67.31345963478088,"unknown","unknown",74.28540182113647
"4e53c5c",-4363.275125980377,-4356.780893325806,-4350.522630691528,-4344.211639642715,0.0,7.38842248916626,13.841519355773926,19.832006454467773,31.94060492515564,38.30711770057678,42.96064567565918,49.56752252578735,"unknown",54.86282277107239,57.21453261375427,"unknown","unknown","unknown","unknown","unknown","unknown","unknown",64.28883671760559,"unknown","unknown",70.53448176383972
"ac6ecda","","","","","","","","","","","","","","","","","","","","","","","","","",""
"c899adb",-496.61591243743896,-490.2957081794739,-483.58541345596313,-477.1080102920532,0.0,7.3388378620147705,252.3268163204193,260.288893699646,272.8197259902954,279.25867795944214,326.02170395851135,331.64576601982117,"unknown",338.34620690345764,348.01890778541565,"unknown","unknown","unknown","unknown","unknown","unknown","unknown",354.4058578014374,"unknown","unknown",360.1207628250122
"b8ec123","","","","","","","","","","","","","","","","","","","","","","","","","",""
"07b298c","","","","","","","","","","","","","","","","","","","","","","","","","",""
