"","1","recurso","1b","2","cont","3","cont_1","4","dilema","5","x_1","6A","6B","7","v_x_1","8","9A","9B","10","11","12A","12B","13_1","13_2","13_3","15"
"518e9b8","","","","","","","","","","","","","","","","","","","","","","","","","",""
"b5edd3c","","","","","","","","","","","","","","","","","","","","","","","","","",""
"374ecf8",-19647.897798538208,"unknown",-19641.46181344986,-19635.499019622803,0.0,5.6715168952941895,13.793366432189941,20.53820562362671,29.665292263031006,35.79064702987671,46.239351987838745,"unknown",52.94102191925049,59.78805208206177,61.79422163963318,"unknown","unknown","unknown","unknown","unknown","unknown","unknown",69.08900189399719,"unknown","unknown",74.90887260437012
"89f120b","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1883ca0",-1036.7761991024017,"unknown",-1030.6709496974945,-1023.439692735672,0.0,7.143938064575195,10.538153409957886,16.169509887695312,17.59637951850891,24.234123468399048,27.95767641067505,"unknown",34.55578541755676,41.945313453674316,43.44496011734009,"unknown","unknown","unknown","unknown","unknown","unknown","unknown",50.68150281906128,"unknown","unknown",56.010512351989746
"8d2da97","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2541155","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ac6f3f6",-195.80949521064758,"unknown",-189.1841254234314,-182.44835257530212,0.0,5.577566146850586,7.365268230438232,14.285759449005127,16.108289003372192,22.265568494796753,34.5497829914093,"unknown",41.18197679519653,47.48974013328552,49.10598587989807,"unknown","unknown","unknown","unknown","unknown","unknown","unknown",54.615339517593384,"unknown","unknown",60.62952637672424
"62447b9","","","","","","","","","","","","","","","","","","","","","","","","","",""
"20f3e2e",-23831.638082265854,"unknown",-23825.408197164536,-23818.705719470978,0.0,5.91463041305542,22.01842188835144,28.569114208221436,59.955183267593384,65.5765163898468,71.13872957229614,"unknown",77.30966210365295,82.85217070579529,116.92937636375427,"unknown","unknown","unknown","unknown","unknown","unknown","unknown",123.51739597320557,"unknown","unknown",130.86092519760132
"4e53c5c","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ac6ecda","","","","","","","","","","","","","","","","","","","","","","","","","",""
"c899adb",-4479.36177611351,"unknown",-4473.548665761948,-4468.156213521957,0.0,6.8477277755737305,21.07334017753601,27.31058096885681,46.487345933914185,52.47652626037598,58.49331068992615,"unknown",65.3961353302002,70.79579472541809,74.43752360343933,"unknown","unknown","unknown","unknown","unknown","unknown","unknown",80.60545468330383,"unknown","unknown",86.65076065063477
"b8ec123","","","","","","","","","","","","","","","","","","","","","","","","","",""
"07b298c","","","","","","","","","","","","","","","","","","","","","","","","","",""
"49db8c4",-13880.419676065445,"unknown",-13874.176783800125,-13867.458073616028,0.0,6.053793668746948,10.558006286621094,16.17041778564453,42.552266120910645,49.216928482055664,58.44988703727722,"unknown",64.1509895324707,71.10317587852478,73.02798581123352,"unknown","unknown","unknown","unknown","unknown","unknown","unknown",79.95855832099915,"unknown","unknown",86.8506224155426
"ea8c0d6","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7cf831f",-66620.37069034576,"unknown",-66613.82990789413,-66606.89380764961,0.0,7.126847505569458,8.808804750442505,14.47477912902832,28.22623348236084,35.336793661117554,47.86334943771362,"unknown",54.46812701225281,60.88107132911682,66.01072382926941,"unknown","unknown","unknown","unknown","unknown","unknown","unknown",72.62730503082275,"unknown","unknown",79.73695755004883
"41f497c","","","","","","","","","","","","","","","","","","","","","","","","","",""
