"","1","recurso","1b","2","cont","3","cont_1","4","dilema","5","x_1","6A","6B","7","v_x_1","8","9A","9B","10","11","12A","12B","13_1","13_2","13_3","15","7_1"
"518e9b8","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"b5edd3c","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"374ecf8",-308025.03854703903,"unknown",-308019.62299227715,-308012.642847538,0.0,5.843622207641602,10.042003870010376,18.49302577972412,36.63788652420044,43.79857301712036,58.140573501586914,"unknown",65.06660151481628,70.30696153640747,88.2786660194397,"unknown","unknown","unknown","unknown","unknown","unknown","unknown",95.55615520477295,"unknown","unknown",101.9191255569458,""
"89f120b","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1883ca0",-42139.65810585022,"unknown",-42133.692474365234,-42127.185124874115,0.0,6.334966659545898,15.267930746078491,22.6886944770813,16394.186546325684,16400.421476125717,16404.588701725006,"unknown",16411.747329473495,16418.633444309235,16422.63074707985,"unknown","unknown","unknown","unknown","unknown","unknown","unknown",16429.35664319992,"unknown","unknown",16435.32565498352,""
"8d2da97","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2541155",-80899.53637337685,"unknown",-80893.96056246758,-80888.21650314331,0.0,6.364433288574219,13.001811027526855,21.392253875732422,23.303617238998413,30.07268786430359,44.10075521469116,"unknown",51.24771571159363,58.02503681182861,59.791709661483765,"unknown","unknown","unknown","unknown","unknown","unknown","unknown",66.2858304977417,"unknown","unknown",72.29972290992737,""
"ac6f3f6",-23.016376495361328,"unknown",-17.680055141448975,-10.723431825637817,0.0,6.328279733657837,32.74156308174133,41.65237498283386,51.805891036987305,58.13814401626587,62.7462522983551,"unknown",69.03973412513733,74.83694696426392,151.6414384841919,"unknown","unknown","unknown","unknown","unknown","unknown","unknown",157.11695432662964,"unknown","unknown",162.73553848266602,""
"62447b9","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"20f3e2e",-673.5632801055908,"unknown",-667.2169597148895,-661.4825038909912,0.0,6.678379774093628,9.580360651016235,17.93825936317444,41.294687271118164,47.04811978340149,56.36982226371765,"unknown",61.8988676071167,68.73302602767944,72.58984065055847,"unknown","unknown","unknown","unknown","unknown","unknown","unknown",78.39398527145386,"unknown","unknown",85.03569483757019,""
"4e53c5c",-62.27441358566284,"unknown",-56.62378191947937,-51.0997200012207,0.0,6.4497034549713135,12.626651287078857,20.639248609542847,42.58550763130188,49.723952531814575,63.06090998649597,"unknown",68.35954117774963,74.36269330978394,76.20833897590637,"unknown","unknown","unknown","unknown","unknown","unknown","unknown",82.45531892776489,"unknown","unknown",89.68916296958923,""
"ac6ecda","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"c899adb",-934.1651773452759,"unknown",-927.4502463340759,-921.5421731472015,0.0,6.594447374343872,8.153718948364258,15.737504959106445,37.355743646621704,42.96498966217041,63.40237903594971,"unknown",69.02214550971985,75.99865794181824,111.25698971748352,"unknown","unknown","unknown","unknown","unknown","unknown","unknown",116.62248873710632,"unknown","unknown",122.07747983932495,""
"b8ec123","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"07b298c","","","","","","","","","","","","","","","","","","","","","","","","","","",""
