"","1","recurso","1b","2","cont","3","cont_1","4","dilema","5","x_1","6A","6B","7","v_x_1","8","9A","9B","10","11","12A","12B","13_1","13_2","13_3","15","2_1","4_1"
"c4bba29",-64.95175051689148,"unknown",-59.08228039741516,-51.9032084941864,0.0,7.2215423583984375,9.385164022445679,15.067856550216675,23.589511156082153,28.85845923423767,40.601988315582275,"unknown",47.56248354911804,53.94936156272888,55.81782555580139,"unknown","unknown","unknown","unknown","unknown","unknown","unknown",62.72369599342346,"unknown","unknown",69.87554383277893,"",""
"2dffb9e",-2816.1358649730682,"unknown",-2810.509147167206,-2803.859644174576,0.0,8.791455745697021,12.162745952606201,19.238102436065674,25.817537546157837,31.62432885169983,36.48186469078064,"unknown",42.30899667739868,48.8967227935791,51.04409885406494,"unknown","unknown","unknown","unknown","unknown","unknown","unknown",57.69162392616272,"unknown","unknown",64.45051550865173,"",""
"7a35b75",-2673.7522282600403,"unknown",-2667.6034846305847,-2660.450260400772,0.0,6.559405565261841,9.356602907180786,16.08022427558899,22.446447372436523,29.162420988082886,48.6471905708313,54.82052278518677,"unknown",61.54478216171265,63.778611183166504,"unknown","unknown","unknown","unknown","unknown","unknown","unknown",69.59618306159973,"unknown","unknown",74.9973795413971,"",""
"3883e37","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"eacd6a3","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"d09321f","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"58b1c8e","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"bf3dfcf","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"80e625f","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9846ca8","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"cc02471",-74810.86520242691,"unknown",-74803.73129868507,-74797.64713025093,0.0,6.661038398742676,13.40579891204834,19.923140287399292,26.817360401153564,32.53337240219116,40.102044105529785,"unknown",45.49325680732727,51.441988706588745,53.31973624229431,"unknown","unknown","unknown","unknown","unknown","unknown","unknown",59.23593258857727,"unknown","unknown",66.22639536857605,"",""
"0a30844","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"43d0b63",-28515.614884138107,"unknown",-28510.094237804413,-28504.012500047684,0.0,6.0612053871154785,12.333462953567505,17.894298553466797,26.96076989173889,32.54938244819641,41.179962396621704,47.70468592643738,"unknown",53.21229815483093,56.10788083076477,"unknown","unknown","unknown","unknown","unknown","unknown","unknown",61.99272322654724,"unknown","unknown",67.75303673744202,"",""
"addf295","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1a8e45b",-1244396.4943516254,"unknown",-1244389.873568058,-1244384.6560230255,0.0,6.743642091751099,10.12368893623352,16.327218532562256,20.17910075187683,27.08860945701599,37.488834381103516,"unknown",44.6170392036438,51.11520338058472,53.74303889274597,"unknown","unknown","unknown","unknown","unknown","unknown","unknown",59.24108409881592,"unknown","unknown",65.17662596702576,"",""
"5f2a1aa","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"87b3434","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"bd305b8","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4b70ed3",-3714.7686891555786,"unknown",-3709.4350843429565,-3703.1019582748413,0.0,7.182072639465332,12.857116222381592,19.676454544067383,32.30109143257141,37.75415539741516,43.654120683670044,50.78720664978027,"unknown",56.8797824382782,58.62664461135864,"unknown","unknown","unknown","unknown","unknown","unknown","unknown",64.3799090385437,"unknown","unknown",70.2534589767456,"",""
"8ec15bc",-423.4798197746277,"unknown",-418.0356683731079,-411.96575570106506,0.0,6.848791837692261,13.593214750289917,20.200164556503296,25.736929416656494,32.948899269104004,54.25963568687439,59.805182456970215,"unknown",66.57224416732788,84.26963376998901,"unknown","unknown","unknown","unknown","unknown","unknown","unknown",89.83255457878113,"unknown","unknown",95.76564383506775,"",""
"6c8906b","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"dae9b13","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4828266","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"614fc3f",-30513.40683412552,"unknown",-30508.090354204178,-30501.57036805153,0.0,6.353778839111328,9.97255563735962,16.589532136917114,23.062387704849243,29.72430682182312,49.882516384124756,"unknown",56.026957273483276,63.095195293426514,792.9225873947144,"unknown","unknown","unknown","unknown","unknown","unknown","unknown",800.1348905563354,"unknown","unknown",806.1794991493225,"",""
"a300755","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"802d704","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"e892cd4","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ac42d69",-14331.293637990952,"unknown",-14325.583113908768,-14320.18841099739,0.0,6.972848176956177,11.982826709747314,18.493618726730347,24.568928241729736,29.80764675140381,39.95171570777893,46.875394105911255,"unknown",53.713897466659546,60.45022368431091,"unknown","unknown","unknown","unknown","unknown","unknown","unknown",67.05176210403442,"unknown","unknown",73.04894995689392,"",""
"7bb45d3","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7622483","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"730747e",-28666.599742889404,"unknown",-28661.16240787506,-28655.806415319443,0.0,7.191823720932007,14.810713052749634,20.052173137664795,25.717790126800537,32.00211548805237,49.71811008453369,56.276381492614746,"unknown",63.56333899497986,65.7441782951355,"unknown","unknown","unknown","unknown","unknown","unknown","unknown",72.34218001365662,"unknown","unknown",79.12384605407715,"",""
"07ff49d","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22fdb61","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"db046f2","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"99ee852","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ad2fc5b","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"d318264","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"741ef32",-1952.448052406311,"unknown",-1945.7261424064636,-1940.2957575321198,0.0,6.594426155090332,14.016599893569946,20.394933223724365,27.595957040786743,34.62351870536804,44.4761266708374,"unknown",50.63081955909729,57.01928448677063,59.82314419746399,"unknown","unknown","unknown","unknown","unknown","unknown","unknown",65.23479437828064,"unknown","unknown",70.63865900039673,"",""
"b75259d","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"b67425b","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"446ad6c",-19051.66251730919,"unknown",-19043.49503183365,-19036.9289124012,0.0,6.622538089752197,10.080185174942017,16.178706407546997,18.412397623062134,24.54485559463501,46.69718408584595,53.42114782333374,"unknown",59.453232288360596,68.20316481590271,"unknown","unknown","unknown","unknown","unknown","unknown","unknown",74.58760499954224,"unknown","unknown",80.08447408676147,"",""
"70405ea","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1117a63",-14253.375190734863,"unknown",-14248.115792036057,-14241.325031518936,0.0,6.677288770675659,11.958924055099487,18.710899114608765,28.60100817680359,35.81831073760986,48.110893964767456,55.4010865688324,"unknown",62.099090814590454,64.23326992988586,"unknown","unknown","unknown","unknown","unknown","unknown","unknown",70.25550723075867,"unknown","unknown",76.96633958816528,"",""
"537189f","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17b5a6e","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"d3e37eb",-1211810.764449358,"unknown",-1211803.753319025,-1211797.3827192783,0.0,5.499935626983643,7.168920278549194,12.907345056533813,18.038620471954346,23.752033948898315,37.210033655166626,43.77092933654785,"unknown",50.262149810791016,51.543859243392944,"unknown","unknown","unknown","unknown","unknown","unknown","unknown",57.11672759056091,"unknown","unknown",63.58317995071411,"",""
"2ee7f92",-3626.7214510440826,"unknown",-3620.0889098644257,-3614.899538755417,0.0,6.410183668136597,10.734378814697266,17.182958126068115,20.907570600509644,28.150099992752075,36.15717601776123,"unknown",43.34158492088318,49.883594274520874,50.925899028778076,"unknown","unknown","unknown","unknown","unknown","unknown","unknown",56.7319073677063,"unknown","unknown",63.93257689476013,"",""
"89d63ed",-20124.834943532944,"unknown",-20118.696916103363,-20112.724506616592,0.0,6.416443586349487,8.680349349975586,14.103105783462524,16.4023540019989,22.55204129219055,31.823180675506592,38.94205141067505,"unknown",45.293532848358154,47.66976881027222,"unknown","unknown","unknown","unknown","unknown","unknown","unknown",53.8602294921875,"unknown","unknown",60.931992053985596,"",""
"c0a644e",-778.5717468261719,"unknown",-772.0979082584381,-766.439350605011,0.0,7.071515798568726,11.944570302963257,18.934054136276245,27.88214659690857,34.90312123298645,56.914047718048096,63.730384826660156,"unknown",69.73895478248596,71.12348103523254,"unknown","unknown","unknown","unknown","unknown","unknown","unknown",77.43566083908081,"unknown","unknown",83.90400886535645,"",""
"80f558b",-19440.724615573883,"unknown",-19433.875139713287,-19428.38636136055,0.0,5.579505443572998,12.201671123504639,19.41267442703247,29.222901821136475,34.813579082489014,50.97903919219971,"unknown",57.56141471862793,64.04349732398987,66.53536009788513,"unknown","unknown","unknown","unknown","unknown","unknown","unknown",72.44872713088989,"unknown","unknown",79.35577869415283,"",""
"87e4f18","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0186834","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0355f6d",-117766.29774236679,"unknown",-117760.49849200249,-117753.68448328972,0.0,6.772493362426758,20.44720721244812,27.29342222213745,35.98954200744629,42.5895881652832,53.39226055145264,"unknown",60.436158895492554,67.45923161506653,70.1628201007843,"unknown","unknown","unknown","unknown","unknown","unknown","unknown",76.88349986076355,"unknown","unknown",83.67050313949585,"",""
"fa6a8b8","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"145d339",-1119.4688460826874,"unknown",-1113.0184149742126,-1107.575367450714,0.0,6.699218273162842,8.99605107307434,15.119848728179932,25.947099924087524,32.052974224090576,39.34137582778931,44.70426869392395,"unknown",51.67579388618469,55.46043419837952,"unknown","unknown","unknown","unknown","unknown","unknown","unknown",61.75156092643738,"unknown","unknown",67.70185470581055,"",""
"e96f42c","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"f382ec0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"962a7dd",-274425.97812461853,"unknown",-274420.1226000786,-274413.8176884651,0.0,7.1861090660095215,10.02670955657959,17.14803695678711,18.934678316116333,24.742560625076294,39.03748559951782,"unknown",44.80515384674072,50.15159583091736,57.25467014312744,"unknown","unknown","unknown","unknown","unknown","unknown","unknown",62.431020975112915,"unknown","unknown",68.8044900894165,"",""
"5c97513","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"acc6118",-718131.1989045143,"unknown",-718125.8055319786,-718119.50131917,0.0,5.623653888702393,10.185946941375732,16.47579574584961,21.875791549682617,28.902244329452515,33.11061978340149,"unknown",39.76670169830322,46.92827367782593,48.97917056083679,"unknown","unknown","unknown","unknown","unknown","unknown","unknown",56.13772654533386,"unknown","unknown",61.99279737472534,"",""
"d33371d","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5d45bd1","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"cfcbc2d","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"98ecb86",-21.774289846420288,"unknown",-16.156140089035034,-9.33458924293518,0.0,5.484581470489502,8.97875690460205,15.195980310440063,20.800952911376953,27.45146083831787,35.09502673149109,"unknown",41.573363304138184,47.44703531265259,50.8396110534668,"unknown","unknown","unknown","unknown","unknown","unknown","unknown",57.043745279312134,"unknown","unknown",62.77396488189697,"",""
"7636563",-23.922184467315674,"unknown",-17.18575644493103,-11.787775754928589,0.0,5.679365158081055,7.087975263595581,13.030834913253784,18.89743161201477,24.79888415336609,60.3928325176239,"unknown",66.20964407920837,73.42581081390381,75.22554183006287,"unknown","unknown","unknown","unknown","unknown","unknown","unknown",81.9538345336914,"unknown","unknown",88.86237287521362,"",""
"5d2b358","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5d9ae0c","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"73d4e20","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"be94a32","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9f972fb","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6e93efd",-13.551121473312378,"unknown",-6.959185600280762,-1.1949970722198486,0.0,5.703565835952759,7.323984146118164,13.922673463821411,20.859834909439087,26.542316198349,45.93819046020508,"unknown",52.708834171295166,59.890352964401245,62.5779972076416,"unknown","unknown","unknown","unknown","unknown","unknown","unknown",68.254145860672,"unknown","unknown",73.73750615119934,"",""
"5a4afae","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"c34e373","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6bac72b",-6375.699826002121,"unknown",-6370.391452789307,-6364.678857564926,0.0,6.017920017242432,7.612198352813721,14.418249130249023,20.04816436767578,26.426676988601685,32.147682189941406,"unknown",39.16467618942261,45.04843020439148,51.8559889793396,"unknown","unknown","unknown","unknown","unknown","unknown","unknown",57.55336570739746,"unknown","unknown",63.69750356674194,"",""
"c9285e4","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"bd4b2f4",-3187.0998532772064,"unknown",-3180.133818626404,-3173.8665294647217,0.0,5.946768283843994,13.88888931274414,20.31439518928528,26.762396097183228,32.09708547592163,38.069133281707764,"unknown",43.664966344833374,50.347193241119385,51.948957681655884,"unknown","unknown","unknown","unknown","unknown","unknown","unknown",58.00407862663269,"unknown","unknown",64.27776646614075,"",""
"bd650e8","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"b81bc6e","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0ff20c2",-1235274.0128281116,"unknown",-1235267.6101181507,-1235261.1542973518,0.0,6.56088399887085,28.271203994750977,34.313021659851074,41.47848582267761,47.85689830780029,56.741716384887695,"unknown",62.45758080482483,69.33269906044006,70.85871744155884,"unknown","unknown","unknown","unknown","unknown","unknown","unknown",78.08417463302612,"unknown","unknown",84.55331945419312,-15553.128896474838,""
"b0e3caa","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"45f7f6c","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1df700a","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"d3a396c",-1217.9751331806183,"unknown",-1212.5129640102386,-1206.0373578071594,0.0,6.572186470031738,20.978222370147705,27.773240566253662,10696416.692006588,10696423.977447748,10696443.62787056,"unknown",10696450.904440403,10696457.122834682,10696458.985242128,"unknown","unknown","unknown","unknown","unknown","unknown","unknown",10696464.636472702,"unknown","unknown",10696470.129577637,"",10692206.385771513
"79b129c","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"d85b5c4","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"43b56f8","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3ecbabb","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"c9c92b5","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"f9b9236",-55228.98847556114,"unknown",-55223.30171394348,-55217.760967969894,0.0,5.364238262176514,7.597724437713623,14.111125707626343,16.67432141304016,23.65429973602295,59.99688386917114,"unknown",67.20271682739258,72.75811243057251,75.00847125053406,"unknown","unknown","unknown","unknown","unknown","unknown","unknown",81.51385736465454,"unknown","unknown",87.17023229598999,"",""
"4a0236d","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"b7a265d","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"912afde","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"c97639e","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"af72486",-14547.57042312622,"unknown",-14540.550736427307,-14533.740761518478,0.0,6.3078649044036865,20.347590923309326,26.395923376083374,33.00279116630554,38.41716909408569,51.3540723323822,58.3710503578186,"unknown",64.36609745025635,66.59512948989868,"unknown","unknown","unknown","unknown","unknown","unknown","unknown",73.59262537956238,"unknown","unknown",80.91529607772827,"",""
"e2517d9","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1e88a68","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9d97673","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
