"","1","recurso","1b","2","cont","3","cont_1","4","dilema","5","x_1","6A","6B","7","v_x_1","8","9A","9B","10","11","12A","12B","13_1","13_2","13_3","15"
"518e9b8","","","","","","","","","","","","","","","","","","","","","","","","","",""
"b5edd3c","","","","","","","","","","","","","","","","","","","","","","","","","",""
"374ecf8",-3015.7154178619385,"unknown",-3009.7697825431824,-3003.270535469055,0.0,7.160485506057739,52.524056911468506,59.077125549316406,76.33065438270569,81.85939717292786,91.28778791427612,97.06420826911926,"unknown",102.70879197120667,104.55401492118835,"unknown","unknown","unknown","unknown","unknown","unknown","unknown",110.23254823684692,"unknown","unknown",115.57524704933167
"89f120b","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1883ca0",-176.0049591064453,"unknown",-169.7978708744049,-163.94513177871704,0.0,5.37104868888855,29.647074937820435,35.82484459877014,44.05121564865112,51.115450382232666,58.39491057395935,64.42916417121887,"unknown",69.80579328536987,71.37922668457031,"unknown","unknown","unknown","unknown","unknown","unknown","unknown",77.213876247406,"unknown","unknown",82.92073011398315
"8d2da97","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2541155","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ac6f3f6",-2288.7317323684692,"unknown",-2282.8047292232513,-2276.874441385269,0.0,6.128376722335815,7.912612676620483,13.663560152053833,73.27715063095093,79.08739876747131,92.75908756256104,"unknown",99.18769574165344,104.74344205856323,106.55203676223755,"unknown","unknown","unknown","unknown","unknown","unknown","unknown",113.57244157791138,"unknown","unknown",119.74690651893616
"62447b9","","","","","","","","","","","","","","","","","","","","","","","","","",""
"20f3e2e",-10850.567589998245,"unknown",-10844.054213285446,-10837.04329586029,0.0,5.792483806610107,24.388564109802246,30.71459937095642,81.03471279144287,87.36404800415039,118.65703558921814,124.70144653320312,"unknown",130.9515986442566,134.13090658187866,"unknown","unknown","unknown","unknown","unknown","unknown","unknown",139.81814622879028,"unknown","unknown",145.46725511550903
"4e53c5c",-3051.112202644348,"unknown",-3044.723958492279,-3038.3710775375366,0.0,5.656365633010864,12.870033025741577,20.06475520133972,40.020293951034546,45.50560975074768,52.51080870628357,"unknown",59.154146909713745,64.48012399673462,67.13222122192383,"unknown","unknown","unknown","unknown","unknown","unknown","unknown",72.63526725769043,"unknown","unknown",79.83440947532654
"ac6ecda","","","","","","","","","","","","","","","","","","","","","","","","","",""
"c899adb",-18957.019671440125,"unknown",-18951.538474082947,-18944.590746164322,0.0,7.225132703781128,18.959232330322266,24.51530909538269,77.2700309753418,82.67770791053772,127.00935578346252,134.0638451576233,"unknown",139.58960151672363,142.4380452632904,"unknown","unknown","unknown","unknown","unknown","unknown","unknown",149.63186645507812,"unknown","unknown",156.76566910743713
"b8ec123","","","","","","","","","","","","","","","","","","","","","","","","","",""
"07b298c","","","","","","","","","","","","","","","","","","","","","","","","","",""
"49db8c4",-21277.62801384926,"unknown",-21271.91872692108,-21265.34573507309,0.0,5.589526653289795,9.043824434280396,14.609519243240356,16.596981048583984,23.53458023071289,40.12534785270691,"unknown",47.30897545814514,53.88200354576111,56.25197982788086,"unknown","unknown","unknown","unknown","unknown","unknown","unknown",62.290555238723755,"unknown","unknown",67.69751691818237
"ea8c0d6","","","","","","","","","","","","","","","","","","","","","","","","","",""
