"","1","recurso","1b","2","cont","3","cont_1","4","dilema","5","x_1","6A","6B","7","v_x_1","8","x_2","9A","9B","10","v_x_2","11","12A","12B","13_1","13_2","13_3","15"
"518e9b8","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"b5edd3c","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"374ecf8",-131715.56792593002,"unknown",-131710.1933043003,-131704.3733894825,0.0,6.237089395523071,9.665499210357666,15.467974185943604,59.852428674697876,66.24766230583191,81.22645974159241,88.03462767601013,"unknown",93.48230624198914,111.83310437202454,"unknown","","unknown","unknown","unknown","","unknown","unknown","unknown",118.17978501319885,"unknown","unknown",123.50087356567383
"89f120b","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1883ca0",-37060.17594408989,"unknown",-37054.19529795647,-37048.57085418701,0.0,6.371299982070923,8.842697381973267,14.132742404937744,22.13493824005127,28.858445167541504,32.224517822265625,"unknown",39.354811668395996,46.57268285751343,65.04254293441772,"unknown","","unknown","unknown","unknown","","unknown","unknown","unknown",71.85576105117798,"unknown","unknown",78.32674527168274
"8d2da97","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2541155",-8718.555572986603,"unknown",-8712.02549982071,-8705.75683760643,0.0,6.443853378295898,21.327597856521606,27.042285680770874,32.41381645202637,38.26810383796692,54.79732394218445,60.36518836021423,"unknown",66.29819750785828,8546.1072742939,"unknown","","unknown","unknown","unknown","","unknown","unknown","unknown",8553.012796878815,"unknown","unknown",8558.712438821793
"ac6f3f6",-17.662040948867798,"unknown",-10.627039432525635,-4.719982385635376,0.0,6.605844497680664,12.76194453239441,19.048980712890625,30.06850504875183,36.36674380302429,45.41792321205139,52.09750247001648,"unknown",59.14731168746948,1005.0180134773254,"unknown","","unknown","unknown","unknown","","unknown","unknown","unknown",1011.8426401615143,"unknown","unknown",1018.378760099411
"62447b9","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"20f3e2e",-39444.298684597015,"unknown",-39437.30135130882,-39430.87251973152,0.0,6.207313537597656,10.193581104278564,16.779974699020386,93.89059615135193,100.90518879890442,175.29803609848022,"unknown",181.38753962516785,188.24827098846436,189.79206562042236,"unknown","","unknown","unknown","unknown","","unknown","unknown","unknown",195.6472945213318,"unknown","unknown",202.52682495117188
"4e53c5c",-597973.3047044277,"unknown",-597966.4155800343,-597959.4234268665,0.0,7.002662658691406,13.274909973144531,20.361725568771362,39.227829694747925,45.21747064590454,51.37109041213989,56.8694384098053,"unknown",62.47602987289429,63.82329320907593,69.16423535346985,73.3779525756836,"unknown",80.29023170471191,85.94241523742676,87.60470485687256,"unknown","unknown","unknown","unknown",94.17395782470703,"unknown",100.49831104278564
"ac6ecda","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"c899adb",-14565.020938634872,"unknown",-14557.910426139832,-14551.28258895874,0.0,6.13099217414856,9.96740174293518,15.736653089523315,70.41553115844727,76.72421550750732,4492.7287940979,4498.646151065826,"unknown",4504.926462888718,4506.93878865242,"unknown","","unknown","unknown","unknown","","unknown","unknown","unknown",4513.819818735123,"unknown","unknown",4520.3553421497345
"b8ec123","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"07b298c","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
