"","1","recurso","1b","2","cont","3","cont_1","4","dilema","5","x_1","6A","6B","7","v_x_1","8","x_2","9A","9B","10","v_x_2","11","12A","12B","13_1","13_2","13_3","15","2_1"
"518e9b8",-3570.430789232254,"unknown",-3563.7374300956726,-3557.975239276886,0.0,7.037360429763794,15.59873342514038,22.17374563217163,29.44862723350525,36.49098086357117,40.66351771354675,45.984740018844604,"unknown",53.320449113845825,56.33358192443848,"unknown","","unknown","unknown","unknown","","unknown","unknown","unknown",63.62506341934204,"unknown","unknown",70.78156852722168,""
"b5edd3c","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"374ecf8",-63484.79822874069,"unknown",-63479.27895832062,-63472.82016515732,0.0,5.58476710319519,7.1550421714782715,12.909257411956787,15.305066585540771,21.74067521095276,48.38807511329651,"unknown",53.993799686431885,61.0161669254303,62.652913331985474,"unknown","","unknown","unknown","unknown","","unknown","unknown","unknown",68.35977935791016,"unknown","unknown",73.65135955810547,""
"89f120b","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1883ca0",-52691.942532777786,"unknown",-52684.79838013649,-52679.18197345734,0.0,7.4109272956848145,29.790700435638428,36.10049915313721,63.813291788101196,69.80112433433533,75.0956494808197,81.92398953437805,"unknown",88.61833333969116,238.7510163784027,"unknown","","unknown","unknown","unknown","","unknown","unknown","unknown",245.9090518951416,"unknown","unknown",252.14090490341187,""
"8d2da97","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2541155",-30420.78498697281,"unknown",-30413.983285427094,-30407.472624778748,0.0,6.097383975982666,8.83013367652893,14.442305088043213,25.96406078338623,33.21381855010986,36.30168890953064,42.61595702171326,"unknown",48.104432582855225,49.965577363967896,"unknown","","unknown","unknown","unknown","","unknown","unknown","unknown",56.80590867996216,"unknown","unknown",62.19259023666382,""
"ac6f3f6",-421.3914911746979,"unknown",-415.3286762237549,-409.78175354003906,0.0,7.154460668563843,9.965410709381104,15.599897146224976,33.32445240020752,39.963467836380005,45.164795875549316,"unknown",51.61006426811218,57.96020269393921,105.11435890197754,"unknown","","unknown","unknown","unknown","","unknown","unknown","unknown",111.64993596076965,"unknown","unknown",118.0747401714325,""
"62447b9",-209725.1215991974,"unknown",-209718.4212694168,-209712.9243094921,0.0,6.2844321727752686,9.854841470718384,16.198601961135864,38.55016565322876,44.94373679161072,48.27699160575867,"unknown",55.45000123977661,62.109952211380005,64.9999303817749,"unknown","","unknown","unknown","unknown","","unknown","unknown","unknown",70.4564471244812,"unknown","unknown",76.34565329551697,""
"20f3e2e",-448.68199348449707,"unknown",-441.8629426956177,-435.41417813301086,0.0,6.687608242034912,11.943809986114502,17.327970266342163,36.661909103393555,42.09654426574707,45.604286193847656,"unknown",51.34179639816284,58.242873191833496,62.28453874588013,"unknown","","unknown","unknown","unknown","","unknown","unknown","unknown",68.94338321685791,"unknown","unknown",74.39883041381836,""
