"","1","recurso","1b","2","cont","3","cont_1","4","dilema","5","x_1","6A","6B","7","v_x_1","8","9A","9B","10","11","12A","12B","13_1","13_2","13_3","15"
"518e9b8","","","","","","","","","","","","","","","","","","","","","","","","","",""
"b5edd3c","","","","","","","","","","","","","","","","","","","","","","","","","",""
"374ecf8",-23497.81902575493,"unknown",-23491.183912038803,-23485.463657855988,0.0,5.907012224197388,9.942333221435547,16.408783435821533,37.370726108551025,43.675764322280884,47.444860219955444,52.80339288711548,"unknown",58.59777116775513,60.32281184196472,"unknown","unknown","unknown","unknown","unknown","unknown","unknown",65.5391252040863,"unknown","unknown",71.80827689170837
"89f120b","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1883ca0",-79750.59480905533,"unknown",-79743.92695522308,-79737.65863490105,0.0,6.876934766769409,8.828832864761353,15.951374530792236,24.297144889831543,31.614340782165527,33.815924406051636,41.040719509124756,"unknown",46.347195863723755,97.78737235069275,"unknown","unknown","unknown","unknown","unknown","unknown","unknown",103.6809401512146,"unknown","unknown",109.2791256904602
"8d2da97","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2541155","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ac6f3f6",-1319.6136853694916,"unknown",-1313.0026590824127,-1305.8436172008514,0.0,6.108842849731445,8.379793643951416,15.347602367401123,31.500585794448853,38.06119990348816,42.08174538612366,"unknown",48.49885964393616,54.720276832580566,94.46636915206909,"unknown","unknown","unknown","unknown","unknown","unknown","unknown",100.05821704864502,"unknown","unknown",106.96710157394409
"62447b9","","","","","","","","","","","","","","","","","","","","","","","","","",""
"20f3e2e",-35047.137558698654,"unknown",-35040.94616937637,-35034.080895900726,0.0,7.0377562046051025,12.719825744628906,18.4722158908844,44.56667160987854,49.94768190383911,60.3449809551239,66.80193066596985,"unknown",72.8829026222229,83.37548160552979,"unknown","unknown","unknown","unknown","unknown","unknown","unknown",89.68219685554504,"unknown","unknown",96.59104585647583
"4e53c5c","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ac6ecda","","","","","","","","","","","","","","","","","","","","","","","","","",""
"c899adb",-152.88485169410706,"unknown",-146.34864807128906,-140.25366973876953,0.0,6.0711610317230225,10.422781229019165,17.432371377944946,31.51548671722412,38.660934925079346,75.71868562698364,82.61988806724548,"unknown",89.39250230789185,183.28975558280945,"unknown","unknown","unknown","unknown","unknown","unknown","unknown",189.85956120491028,"unknown","unknown",195.20690202713013
"b8ec123","","","","","","","","","","","","","","","","","","","","","","","","","",""
"07b298c","","","","","","","","","","","","","","","","","","","","","","","","","",""
"49db8c4",-14963.419933319092,"unknown",-14957.025948047638,-14951.703285694122,0.0,6.381579399108887,12.18157148361206,18.93916082382202,40.57474112510681,47.248114585876465,55.71176743507385,"unknown",62.1905779838562,68.42362713813782,70.51062369346619,"unknown","unknown","unknown","unknown","unknown","unknown","unknown",77.26832747459412,"unknown","unknown",83.50097513198853
"ea8c0d6","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7cf831f",-28145.37398791313,"unknown",-28138.51904273033,-28132.402955055237,0.0,5.59609580039978,12.067383527755737,17.47204303741455,29.815794944763184,36.993587255477905,54.81157851219177,61.12793207168579,"unknown",67.90803074836731,70.0917158126831,"unknown","unknown","unknown","unknown","unknown","unknown","unknown",75.64350581169128,"unknown","unknown",81.66054034233093
"41f497c","","","","","","","","","","","","","","","","","","","","","","","","","",""
