"","1","recurso","1b","2","cont","3","cont_1","4","dilema","5","x_1","6A","6B","7","v_x_1","8","9A","9B","10","11","12A","12B","13_1","13_2","13_3","15"
"518e9b8","","","","","","","","","","","","","","","","","","","","","","","","","",""
"b5edd3c","","","","","","","","","","","","","","","","","","","","","","","","","",""
"374ecf8",-1415.082547903061,"unknown",-1408.1133995056152,-1400.8924598693848,0.0,6.639881134033203,13.99372124671936,21.643510580062866,31.79269313812256,38.23301362991333,46.90426588058472,53.601642370224,"unknown",59.71755385398865,67.1662483215332,"unknown","unknown","unknown","unknown","unknown","unknown","unknown",72.8309280872345,"unknown","unknown",79.61273217201233
"89f120b","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1883ca0",-86135.1057753563,"unknown",-86127.86651682854,-86121.76580429077,0.0,6.661355972290039,43.53486227989197,50.48559808731079,57.302539587020874,64.30722665786743,72.39573907852173,79.34385108947754,"unknown",84.66527533531189,88.36615657806396,"unknown","unknown","unknown","unknown","unknown","unknown","unknown",93.87070655822754,"unknown","unknown",100.51286363601685
"8d2da97","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2541155","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ac6f3f6",-24.505707263946533,"unknown",-18.386117458343506,-11.636569023132324,0.0,5.369599342346191,7.326433181762695,14.368827819824219,16.73993158340454,23.354705810546875,34.1319317817688,40.391932249069214,"unknown",46.30691313743591,60.33759641647339,"unknown","unknown","unknown","unknown","unknown","unknown","unknown",66.65231823921204,"unknown","unknown",72.46394348144531
"62447b9","","","","","","","","","","","","","","","","","","","","","","","","","",""
"20f3e2e",-9901.702508449554,"unknown",-9896.051170825958,-9890.119301319122,0.0,6.455414772033691,13.2909836769104,21.784408807754517,135.12002658843994,141.644677400589,171.24401950836182,"unknown",177.34580969810486,182.94513034820557,240.20139384269714,"unknown","unknown","unknown","unknown","unknown","unknown","unknown",247.29430961608887,"unknown","unknown",254.39522790908813
"4e53c5c","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ac6ecda","","","","","","","","","","","","","","","","","","","","","","","","","",""
"c899adb",-1688.4236793518066,"unknown",-1681.9695761203766,-1675.447184085846,0.0,6.679253578186035,8.134963035583496,15.83518671989441,48.895976543426514,55.194180965423584,65.77185583114624,71.85612297058105,"unknown",77.48460149765015,78.63814330101013,"unknown","unknown","unknown","unknown","unknown","unknown","unknown",84.97413563728333,"unknown","unknown",91.95628261566162
"b8ec123","","","","","","","","","","","","","","","","","","","","","","","","","",""
"07b298c","","","","","","","","","","","","","","","","","","","","","","","","","",""
"49db8c4",-2229.6153376102448,"unknown",-2224.146682739258,-2217.313332080841,0.0,6.5122809410095215,9.903620481491089,17.14156484603882,31.418548107147217,37.587876319885254,44.64585065841675,51.14502143859863,"unknown",57.61918091773987,59.69706606864929,"unknown","unknown","unknown","unknown","unknown","unknown","unknown",65.42812824249268,"unknown","unknown",72.05007815361023
"ea8c0d6","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7cf831f",-1463.350239276886,"unknown",-1456.9186010360718,-1450.8095512390137,0.0,5.803531885147095,9.125961780548096,16.359041213989258,123.43776154518127,129.71373391151428,157.6707797050476,163.32843923568726,"unknown",169.77579522132874,60384.385234832764,"unknown","unknown","unknown","unknown","unknown","unknown","unknown",60390.52784180641,"unknown","unknown",60395.87148451805
"41f497c","","","","","","","","","","","","","","","","","","","","","","","","","",""
