"","1","recurso","1b","2","cont","3","cont_1","4","dilema","5","x_1","6A","6B","7","v_x_1","8","x_2","9A","9B","10","v_x_2","11","12A","12B","13_1","13_2","13_3","15"
"518e9b8","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"b5edd3c","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"374ecf8",-36467.06479406357,"unknown",-36460.737936258316,-36454.32675218582,0.0,7.213540077209473,21.688345670700073,28.78773856163025,31.256226062774658,38.12927436828613,42.55222964286804,48.296151876449585,"unknown",54.3995144367218,56.28111720085144,"unknown","","unknown","unknown","unknown","","unknown","unknown","unknown",62.72620630264282,"unknown","unknown",69.27720284461975
"89f120b","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1883ca0",-25212.44201517105,"unknown",-25206.616708040237,-25200.12163901329,0.0,6.890868663787842,8.815055847167969,16.070512533187866,22.579076290130615,27.99827003479004,56.93201231956482,"unknown",62.369041442871094,68.97445464134216,70.66973161697388,"unknown","","unknown","unknown","unknown","","unknown","unknown","unknown",77.68816661834717,"unknown","unknown",84.49360728263855
"8d2da97","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2541155","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ac6f3f6",-158.8981077671051,"unknown",-152.64861822128296,-146.49887108802795,0.0,6.921572923660278,1845.994307756424,1853.0677156448364,2090.9591999053955,2097.026791334152,2143.5943179130554,"unknown",2150.157262802124,2156.395603656769,2157.959018945694,"unknown","","unknown","unknown","unknown","","unknown","unknown","unknown",2163.894053697586,"unknown","unknown",2169.797239303589
"62447b9","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"20f3e2e",-11713.451716184616,"unknown",-11707.733118534088,-11700.811444997787,0.0,5.937780141830444,12.023581504821777,17.99612045288086,34.819645166397095,41.4975426197052,89.13870739936829,"unknown",94.67494654655457,101.7682991027832,107.83222961425781,"unknown","","unknown","unknown","unknown","","unknown","unknown","unknown",113.60186195373535,"unknown","unknown",120.09340023994446
"4e53c5c","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ac6ecda","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"c899adb",-3457.5447986125946,"unknown",-3450.201374769211,-3442.9510242938995,0.0,6.232790946960449,11.989174365997314,17.243954181671143,23.03400421142578,28.772600889205933,45.12021017074585,"unknown",52.47692131996155,58.20140814781189,60.008102893829346,"unknown","","unknown","unknown","unknown","","unknown","unknown","unknown",65.51263236999512,"unknown","unknown",72.68379092216492
"b8ec123","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"07b298c","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"49db8c4",-5661.8005430698395,"unknown",-5655.829947948456,-5649.598856210709,0.0,5.958375692367554,10.91704773902893,17.929000854492188,28.447099447250366,34.28336262702942,48.67309617996216,"unknown",55.53991937637329,61.37975239753723,64.13331437110901,"unknown","","unknown","unknown","unknown","","unknown","unknown","unknown",70.88131713867188,"unknown","unknown",78.02133846282959
"ea8c0d6","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
