"","1","recurso","1b","2","cont","3","cont_1","4","dilema","5","x_1","6A","6B","7","v_x_1","8","x_2","9A","9B","10","v_x_2","11","x_3","12A","12B","13_1","13_2","13_3","15","2_1","5_1","4_1","4_2"
"d135983",-317181.46930646896,"unknown",-317174.44669008255,-317167.7506444454,0.0,6.015815734863281,11.679947853088379,17.27496027946472,32.81425881385803,38.5347466468811,54.96449112892151,60.98266649246216,"unknown",66.65252470970154,77.1154088973999,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",83.23466086387634,"unknown","unknown",90.32938623428345,"","","",""
"814517e",-803.4382750988007,"unknown",-797.4340796470642,-791.8989825248718,0.0,7.223160743713379,15.416863679885864,21.627386331558228,34.73053812980652,40.94688630104065,95.49191665649414,"unknown",102.19461369514465,107.45448088645935,110.07518577575684,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",116.44043612480164,"unknown","unknown",121.90485572814941,"","","",""
"53deb5c",-65054.84279632568,"unknown",-65049.504621744156,-65044.039685726166,0.0,5.96823263168335,15.105488538742065,21.33259153366089,39.73440337181091,46.3590452671051,75.80871939659119,81.25058174133301,"unknown",88.1392149925232,90.57555413246155,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",97.53431510925293,"unknown","unknown",103.74130868911743,"","","",""
"e4cf342","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"c1a9909",-30703.892308473587,"unknown",-30698.24374270439,-30691.48921942711,0.0,6.6224706172943115,9.63084864616394,15.41480278968811,26.28791642189026,32.23553943634033,47.23664474487305,"unknown",54.82650804519653,60.58652186393738,1928.7459871768951,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",1936.0502681732178,"unknown","unknown",1942.45454454422,"","","",""
"844ab34","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"fc2538d",-17.216981649398804,"unknown",-10.4710214138031,-3.6250317096710205,0.0,6.689942121505737,17.69479465484619,24.883803606033325,33.13699960708618,40.27159118652344,61.49438786506653,67.30987000465393,"unknown",73.38587021827698,75.39187121391296,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",80.92017126083374,"unknown","unknown",86.60970044136047,"","","",""
"4c228f6",-3175.1715173721313,"unknown",-3169.604153394699,-3163.0057933330536,0.0,6.916452169418335,25.3709819316864,31.67614221572876,43.73873782157898,49.6092848777771,64.78500032424927,"unknown",72.02065181732178,79.31337833404541,96.91859865188599,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",104.47178721427917,"unknown","unknown",110.78598093986511,"","","",""
"747ce5f",-733049.5504250526,"unknown",-733043.1055967808,-733036.6623091698,0.0,5.975158929824829,11.355165481567383,17.7910373210907,30.76046895980835,36.513516426086426,56.79766225814819,"unknown",63.797579526901245,69.59512758255005,72.5594642162323,79.68060231208801,82.96796894073486,88.27389121055603,"unknown",95.36845350265503,96.93032741546631,"unknown","","unknown","unknown","unknown",103.28442788124084,"unknown",109.3593339920044,"","","",""
"6ab42f2",-9948.208629131317,"unknown",-9942.419273853302,-9935.76440191269,0.0,7.238546133041382,9.53537631034851,15.321810483932495,17.081341981887817,24.08329725265503,32.88123416900635,"unknown",38.21549606323242,43.479732036590576,63.95361852645874,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",70.69567108154297,"unknown","unknown",76.05791425704956,"","","",""
"41f2447",-18445.07030272484,"unknown",-18438.428070306778,-18433.19563961029,0.0,6.576364755630493,11.949514627456665,18.643993139266968,33.05984425544739,38.94786095619202,52.532410621643066,59.85446214675903,"unknown",65.4174313545227,67.33736443519592,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",74.40164065361023,"unknown","unknown",81.4777569770813,"","","",""
"5bf619a",-372784.1615052223,"unknown",-372778.75723075867,-372772.6680574417,0.0,6.030973196029663,14.778828382492065,20.15432643890381,58.470967292785645,64.96549272537231,101.36952638626099,"unknown",107.84935283660889,114.95239114761353,118.8381187915802,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",126.00549554824829,"unknown","unknown",132.31603622436523,"","","",""
"a123713",-232919.575360775,"unknown",-232912.22532343864,-232906.6736009121,0.0,7.0711047649383545,13.283213376998901,19.37442135810852,31.36010432243347,38.1693639755249,53.895782709121704,59.87742638587952,"unknown",65.99701189994812,67.5635678768158,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",74.04895401000977,"unknown","unknown",79.48531699180603,"","","",""
"4997357","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5455b1d","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"f52861b","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"466a0ab",-8345.7652490139,"unknown",-8339.874112844467,-8333.229672670364,0.0,6.422584533691406,12.374788045883179,19.488727807998657,28.074071407318115,34.049901723861694,52.329298973083496,58.23618483543396,"unknown",64.73697519302368,66.30385088920593,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",72.97039008140564,"unknown","unknown",79.77531695365906,"","","",""
"399b994","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6568ea1",-15085.925300598145,"unknown",-15079.969334602356,-15073.69558429718,0.0,6.823944330215454,14.007789850234985,19.39336371421814,37.74973106384277,44.12981820106506,121.61247539520264,128.21901941299438,"unknown",135.18006420135498,140.21145129203796,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",147.07511615753174,"unknown","unknown",153.53995990753174,"","","",""
"a839247",-1519268.6107673645,"unknown",-1519262.5029881,-1519255.8338243961,0.0,6.16756796836853,9.993045806884766,16.05507254600525,31.925042629241943,38.89600872993469,53.72494888305664,"unknown",60.41658592224121,66.30316376686096,69.07970261573792,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",75.66240191459656,"unknown","unknown",81.5282826423645,"","","",""
"5d6ad7f",-49127.43488454819,"unknown",-49121.98257446289,-49115.531037569046,0.0,6.326521873474121,26.298486471176147,32.674513816833496,96.09172034263611,103.38051557540894,522022.72634649277,"unknown",522029.8143234253,522035.77664899826,522037.3359091282,522043.9136221409,522049.94901418686,522055.70359516144,"unknown",522062.78864359856,522064.38620352745,"unknown","","unknown","unknown","unknown",522071.270111084,"unknown",522076.7458086014,"","","",""
"528d0fe",-14039.027689218521,"unknown",-14032.155041694641,-14025.239003896713,0.0,7.24168848991394,7007903.064176559,7007910.046290398,7007916.992164373,7007924.190089941,7007934.839884281,"unknown",7007940.21500206,7007947.010761023,7019147.0294213295,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",7019152.365025282,"unknown","unknown",7019158.660337687,"","","",""
"900150c",-29735.70087504387,"unknown",-29730.088083028793,-29724.57274913788,0.0,6.0719380378723145,17.815918684005737,24.459807634353638,45.69859528541565,51.428227186203,87.99451160430908,93.35050868988037,"unknown",98.89461636543274,100.50822639465332,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",106.62728142738342,"unknown","unknown",112.64862251281738,"","","",""
"924de30",-28879.88663959503,"unknown",-28874.15781545639,-28867.86082959175,0.0,6.178433895111084,9.417711973190308,16.118332386016846,32.122742652893066,39.19746208190918,54.11528754234314,60.93475079536438,"unknown",66.27180552482605,68.05288505554199,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",74.92573094367981,"unknown","unknown",80.9499044418335,"","","",""
"d925650",-47.302643060684204,"unknown",-40.139323711395264,-34.01921224594116,0.0,7.17212986946106,12.187195301055908,18.67207670211792,33.2770311832428,40.260449171066284,50.62761068344116,"unknown",57.06268095970154,63.042850494384766,65.37610602378845,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",71.0400619506836,"unknown","unknown",76.43988752365112,"","","",""
"37798a6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ff10184",-138831.84855532646,"unknown",-138826.1134364605,-138819.4017276764,0.0,7.0446038246154785,20.696558475494385,26.256284952163696,48.476927280426025,53.84334635734558,106.05279183387756,"unknown",112.15927529335022,118.9955883026123,121.13294243812561,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",127.56430530548096,"unknown","unknown",134.21402502059937,"","","",""
"cde7968",-604153.4478142262,"unknown",-604146.7478861809,-604141.4056863785,0.0,5.393566608428955,12.06896686553955,19.342246055603027,71.20846939086914,77.14954257011414,99.79572463035583,"unknown",105.75858354568481,112.90225028991699,122.22749161720276,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",128.36786770820618,"unknown","unknown",135.20975708961487,"","","",""
"52d61f6",-2938.526617050171,"unknown",-2931.3613748550415,-2925.4693825244904,0.0,6.792896270751953,11.052780866622925,17.136675596237183,33.437318086624146,39.3667688369751,54.780338525772095,"unknown",60.286375284194946,67.42824912071228,68.68504452705383,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",74.66095447540283,"unknown","unknown",80.60749197006226,"","","",""
"34d8485",-9280.838473558426,"unknown",-9274.138913869858,-9267.571902513504,0.0,6.925828218460083,17.297972440719604,24.292792081832886,40.95792531967163,47.31560754776001,313.3011884689331,"unknown",319.75085377693176,326.62342405319214,330.07179284095764,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",337.31564831733704,"unknown","unknown",343.7627375125885,"","","",""
"693ef79",-31.580597162246704,"unknown",-25.77352809906006,-18.620969772338867,0.0,7.22850775718689,17.22378420829773,24.200071334838867,41.905123472213745,48.064603328704834,67.50024938583374,"unknown",74.63745951652527,80.72382402420044,86.1035168170929,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",92.34746670722961,"unknown","unknown",97.96943855285645,"","","",""
"0d5233e","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"f0a4194",-1788.7879185676575,"unknown",-1782.1428275108337,-1776.3348162174225,0.0,7.182925224304199,14.952080965042114,21.652458429336548,39.319706439971924,45.07780313491821,63.03254532814026,"unknown",69.82531976699829,75.08904695510864,76.77586078643799,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",84.11043334007263,"unknown","unknown",90.85164618492126,"","","",""
"11e5d50",-11670.421268463135,"unknown",-11663.211419343948,-11656.542078733444,0.0,5.623173236846924,8.976364850997925,14.487443923950195,22.26853847503662,27.79790472984314,33.766642570495605,"unknown",39.59738302230835,46.389286518096924,47.94883155822754,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",55.078914165496826,"unknown","unknown",61.800143241882324,"","","",""
"047f2ca",-4378.902830123901,"unknown",-4373.180843114853,-4366.817855119705,0.0,7.214639902114868,8.663631677627563,14.56270980834961,17.920051097869873,23.76842188835144,32.77085876464844,"unknown",38.58508658409119,44.65226674079895,53.69697093963623,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",60.24528646469116,"unknown","unknown",67.04200410842896,"","","",""
"02b634c","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0f91d63",-25.219996690750122,"unknown",-19.79934334754944,-13.807180166244507,0.0,7.188634395599365,15.094398021697998,20.97725820541382,34.05661392211914,41.14083433151245,48.69055986404419,54.80403113365173,"unknown",61.287551164627075,63.51284575462341,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",69.33725953102112,"unknown","unknown",74.60801219940186,"","","",""
"87e086c","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ece9ce7",-264839.14744853973,"unknown",-264832.16768193245,-264826.1670205593,0.0,7.102174282073975,17.930447101593018,24.4101984500885,52.783796310424805,58.340036392211914,78.3510913848877,84.25390577316284,"unknown",90.89936852455139,96.78712463378906,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",103.48053908348083,"unknown","unknown",109.94319748878479,"","","",""
"a975113",-77.66107726097107,"unknown",-66.18939065933228,-55.79425621032715,0.0,18.688476085662842,65.38312339782715,76.75279021263123,246.02550721168518,303.0069465637207,594.2205226421356,675.5508811473846,"unknown",827.3842408657074,987.4368276596069,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",1052.4243938922882,"unknown","unknown",1084.560923576355,"","","",""
"59c79dc",-1704.6933233737946,"unknown",-1698.2074391841888,-1692.2264103889465,0.0,6.573828935623169,15.569995880126953,20.78056812286377,42.332881927490234,48.510520935058594,63.36907601356506,69.6400043964386,"unknown",76.5072009563446,78.33151865005493,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",83.71857905387878,"unknown","unknown",89.24043798446655,"","","",""
"dee5269",-10332.431487083435,"unknown",-10326.289692878723,-10319.655515432358,0.0,6.899826288223267,12.01668667793274,18.186822652816772,37.05983877182007,42.65364694595337,59.41906142234802,"unknown",64.93492698669434,71.4764084815979,73.57465362548828,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",79.58729457855225,"unknown","unknown",86.43179082870483,"","","",""
"844fef2",-6823.2206110954285,"unknown",-6817.201236963272,-6811.503504514694,0.0,7.3542773723602295,1252.7386167049408,1258.702095746994,1309.187147140503,1315.846892118454,1335.3734176158905,1342.6820900440216,"unknown",1348.6688363552094,1351.3379230499268,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",1357.3511731624603,"unknown","unknown",1363.281215429306,"","","",""
"ef7d623","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"a54cf83","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"e98cdcd",-9271.834345340729,"unknown",-9266.247712612152,-9259.199220657349,0.0,5.549329996109009,17.080206871032715,23.443881273269653,39.18493175506592,46.746376276016235,86.92894124984741,92.46895742416382,"unknown",99.37302470207214,102.30054116249084,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",108.10986542701721,"unknown","unknown",114.34811329841614,"","","",""
"a3ff1ab",-23513.708052158356,"unknown",-23507.212260723114,-23500.24882721901,0.0,7.476182699203491,19.410192728042603,26.294583559036255,45.009422063827515,50.67521929740906,77.28744506835938,84.13359260559082,"unknown",90.87262201309204,93.25746154785156,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",99.70541286468506,"unknown","unknown",104.92523884773254,"","","",""
"33bcee6",-439435.1402492523,"unknown",-439428.8819024563,-439421.54312610626,0.0,6.386842489242554,18.26139259338379,23.762686252593994,43.647419452667236,49.259567737579346,71.33589196205139,76.92414402961731,"unknown",82.3792634010315,84.82671403884888,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",91.22231864929199,"unknown","unknown",97.5967309474945,"","","",""
"c494a29",-6505.683965921402,"unknown",-6499.844800949097,-6493.161039590836,0.0,5.998622417449951,7.653677225112915,13.396236658096313,19.37821364402771,26.311486959457397,73.71199369430542,79.57506585121155,"unknown",84.96905589103699,86.09189081192017,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",92.20587491989136,"unknown","unknown",98.31966924667358,"","","",""
"aa68b7a",-28318.749528884888,"unknown",-28312.02194571495,-28305.88699388504,0.0,5.7486412525177,19.84495973587036,26.69796657562256,46.03879523277283,52.26893663406372,80.42766976356506,87.33395910263062,"unknown",93.8685097694397,96.84593486785889,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",103.67003464698792,"unknown","unknown",109.57264280319214,"","","",""
"92db041","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"b921637","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0fa3c49","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"cb28371",-120807.49274802208,"unknown",-120800.80485081673,-120793.89020442963,0.0,7.232029914855957,22.681085109710693,30.217500925064087,52.63308262825012,59.21806287765503,112.24644088745117,118.72275376319885,"unknown",125.66445088386536,133.81769013404846,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",140.50801944732666,"unknown","unknown",145.91990661621094,"","","",""
"a664235","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"81f41fd",-957.6140735149384,"unknown",-950.4586663246155,-944.3294093608856,0.0,5.659317493438721,10.909758806228638,17.038973569869995,38.58853554725647,43.81997776031494,58.25592017173767,65.08613204956055,"unknown",71.94302821159363,74.06488227844238,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",80.41279697418213,"unknown","unknown",85.99959778785706,"","","",""
"f38953f",-185715.92680859566,"unknown",-185710.55115532875,-185704.59378695488,0.0,6.938102960586548,313799.1323919296,313805.48252272606,313865.1843986511,313871.68695378304,313926.0617027283,313933.2123501301,"unknown",313939.6214828491,313940.5889430046,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",313945.9063549042,"unknown","unknown",313952.2372729778,"","","",""
"6801018",-5681.0720455646515,"unknown",-5674.469244480133,-5668.170989751816,0.0,6.829127311706543,10.76644253730774,16.69371485710144,24.170353412628174,29.731290102005005,49.40084218978882,"unknown",56.39092826843262,63.0228054523468,69.75942349433899,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",75.93546152114868,"unknown","unknown",81.90370225906372,"","","",""
"ac3a94c",-1189.944342136383,"unknown",-1184.6503386497498,-1178.7712771892548,0.0,7.188484191894531,10.107777833938599,15.963532447814941,30.384271144866943,36.67543411254883,65.53027820587158,"unknown",71.14323353767395,76.78830099105835,79.14879107475281,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",86.18340063095093,"unknown","unknown",93.34436464309692,"","","",""
"eccfff0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"49f21e0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"02ed09a","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"37b9a9f",-31000.61934041977,"unknown",-30993.777372598648,-30987.475241184235,0.0,7.113521099090576,142.02868914604187,147.50378322601318,347.4567036628723,354.20058941841125,406.753399848938,"unknown",413.0096597671509,419.70601177215576,422.7576730251312,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",428.3303110599518,"unknown","unknown",434.8850471973419,"","","",""
"3c0c7c1",-2792.8931341171265,"unknown",-2786.0789153575897,-2778.7988245487213,0.0,6.840781211853027,12.656399726867676,19.499539852142334,35.770304441452026,41.73712158203125,67.43360352516174,"unknown",73.61681413650513,79.5935640335083,82.45264339447021,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",88.41579246520996,"unknown","unknown",95.53986144065857,"","","",""
"89f6d9e",-129.61498641967773,"unknown",-122.49720025062561,-117.086261510849,0.0,6.653337717056274,14.210017204284668,19.390772104263306,41.313703536987305,47.09967303276062,52.97454881668091,"unknown",59.728662729263306,66.16138672828674,69.09590697288513,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",74.8633918762207,"unknown","unknown",81.86476302146912,"","","",""
"39dc9b8",-1640178.87626791,"unknown",-1640173.380105257,-1640166.6891729832,0.0,5.28841233253479,22.670130014419556,29.32710862159729,74.2735812664032,80.19680261611938,109.62279009819031,116.97466659545898,"unknown",122.63863849639893,124.83360838890076,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",130.64509630203247,"unknown","unknown",137.72501397132874,"","","",""
"56bae3a",-70.60910367965698,"unknown",-63.700528144836426,-57.20549941062927,0.0,7.03137993812561,129.3849856853485,136.41468715667725,144.32104992866516,150.00749611854553,171.23530459403992,"unknown",177.50151324272156,183.1907434463501,646.0563282966614,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",652.4079742431641,"unknown","unknown",658.8852229118347,"","","",""
"28ec805",-2428.278885126114,"unknown",-2421.264492034912,-2415.01780128479,0.0,6.203922271728516,28.928869485855103,35.91857433319092,39.466877698898315,45.052571296691895,61.610676765441895,68.14145946502686,"unknown",73.53635215759277,88.2464075088501,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",94.01482820510864,"unknown","unknown",99.31795072555542,"","","",""
"4c8a5bc",-11990.266919851303,"unknown",-11983.87598490715,-11978.68601322174,0.0,5.672243118286133,11.518044471740723,18.476953268051147,30.134458780288696,37.31643605232239,46.89038300514221,"unknown",52.44682002067566,59.42783045768738,61.46979570388794,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",67.92777061462402,"unknown","unknown",74.62946605682373,"","","",""
"48179d1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"e845b6b",-841.5628705024719,"unknown",-835.6491661071777,-828.8714244365692,0.0,5.737963676452637,58.0184760093689,65.10640239715576,82.9277093410492,89.42426872253418,96.32130479812622,101.58903288841248,"unknown",107.246985912323,112.34849381446838,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",118.63214802742004,"unknown","unknown",124.06291341781616,"","","",""
"619e952",-86630.15250325203,"unknown",-86623.14464306831,-86616.61919260025,0.0,5.784099102020264,12.148960590362549,17.624783992767334,30.199300050735474,36.662604570388794,74.15351366996765,79.48495292663574,"unknown",86.07962918281555,216.8652925491333,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",223.95111656188965,"unknown","unknown",229.90712881088257,"","","",""
"0fd9ca7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ff125d4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0dc7823","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"64155b9",-1053973.7777400017,"unknown",-1053968.276162386,-1053961.8763113022,0.0,6.1657874584198,11.971094131469727,17.907666206359863,27.648542404174805,34.70127320289612,42.56469202041626,49.54302430152893,"unknown",56.74787092208862,58.892266273498535,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",65.40500497817993,"unknown","unknown",71.62135601043701,"","","",""
"9cfbb83",-239.4734342098236,"unknown",-233.8722996711731,-227.4157657623291,0.0,5.9983415603637695,536.2018868923187,543.676379442215,546.3805315494537,553.6441011428833,569.3793833255768,"unknown",574.9461472034454,581.155571937561,586.8826770782471,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",593.2846927642822,"unknown","unknown",600.2239909172058,"","","",""
"f6ffd76","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"57b0697",-608138.7170124054,"unknown",-608133.0720748901,-608127.6855151653,0.0,6.9975972175598145,13.475064277648926,18.918936729431152,83.67415380477905,90.04329299926758,107.19346833229065,114.3197500705719,"unknown",121.52304267883301,123.84129023551941,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",130.0900993347168,"unknown","unknown",136.19415593147278,"","","",""
"1c202a8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3e625ac","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6b36bf5",-2294.170714378357,"unknown",-2288.223928451538,-2281.508982896805,0.0,6.40105128288269,14.767018556594849,21.675615787506104,30.288450002670288,35.90917706489563,46.19917106628418,52.97529983520508,"unknown",58.89600467681885,97.01895380020142,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",103.81717276573181,"unknown","unknown",110.89348149299622,"","","",""
"99775ba",-13759.441448450089,"unknown",-13753.586034536362,-13748.006563663483,0.0,6.906341552734375,14.16679334640503,27.97261142730713,35.23278832435608,41.40849447250366,77.95998668670654,"unknown",84.99733352661133,92.11458945274353,94.42089772224426,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",100.37321448326111,"unknown","unknown",105.84335398674011,"","","",""
"152aa4d",-3373.9150125980377,"unknown",-3367.9113385677338,-3362.1680245399475,0.0,5.650265693664551,18.939107656478882,25.802775144577026,35.353575468063354,40.886279344558716,62.570860147476196,"unknown",69.00549936294556,74.4996817111969,76.26473355293274,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",83.63038372993469,"unknown","unknown",90.72228193283081,"","","",""
"ced331f","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1d235c1",-631.6118273735046,"unknown",-624.8542799949646,-618.6600303649902,0.0,6.54161262512207,21.244314908981323,28.26107168197632,45.30289387702942,50.97311449050903,55.08328604698181,"unknown",62.10470271110535,68.77716970443726,70.43918347358704,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",76.78387236595154,"unknown","unknown",83.04212212562561,"","","",""
"e6de912",-1301.2296953201294,"unknown",-1294.1148927211761,-1287.6167659759521,0.0,6.486311912536621,8.557218790054321,15.77052640914917,41.76811122894287,48.070475816726685,64.77635431289673,"unknown",72.04878115653992,77.23401021957397,81.18347907066345,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",86.63257718086243,"unknown","unknown",92.64578366279602,"","","",""
"76bbc0d",-41678.45845723152,"unknown",-41671.33268070221,-41665.42783808708,0.0,6.5358569622039795,14.998542785644531,20.90038537979126,36.99494290351868,43.812315464019775,76.30410265922546,83.64529132843018,"unknown",90.37430548667908,92.59669184684753,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",99.45388507843018,"unknown","unknown",106.58232712745667,"","","",""
"36b4ec5",-3205.4069929122925,"unknown",-3199.74533867836,-3194.126083612442,0.0,6.0995728969573975,14.923248291015625,22.038702249526978,31.469669818878174,38.12601137161255,45.15544843673706,51.7964506149292,"unknown",58.385035037994385,60.19016218185425,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",65.65242862701416,"unknown","unknown",71.25311541557312,"","","",""
"7de2a3d",-4428.087771177292,"unknown",-4421.79948759079,-4414.81608247757,0.0,6.63344407081604,8.437592506408691,15.024289608001709,16.872453212738037,23.12505292892456,50.772143840789795,56.76127219200134,"unknown",62.36797475814819,64.130122423172,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",70.17121028900146,"unknown","unknown",76.85367465019226,"","","",""
"dbe3880","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"877fb69",-1206.2201614379883,"unknown",-1200.2871816158295,-1194.5945687294006,0.0,6.219144344329834,34.577569007873535,41.297441720962524,311.922732591629,318.94000148773193,355.83780121803284,362.1776487827301,"unknown",369.0165128707886,372.3496124744415,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",378.0415961742401,"unknown","unknown",385.11153507232666,"","","",""
"c17e360","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"51be121",-52127.43557500839,"unknown",-52120.233731508255,-52113.662935972214,0.0,5.602302551269531,15.63212513923645,21.258994340896606,38.295127630233765,44.223318099975586,60.306923627853394,67.00186514854431,"unknown",72.90857243537903,75.043137550354,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",81.02043342590332,"unknown","unknown",86.59308314323425,"","","",""
"e9e1409",-13174.408828258514,"unknown",-13169.072075843811,-13162.159603357315,0.0,7.088465452194214,15.762247800827026,21.533053398132324,33.76806044578552,39.640005111694336,78.35124611854553,"unknown",84.95977520942688,90.36421060562134,94.94965600967407,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",101.01848292350769,"unknown","unknown",108.22906970977783,"","","",""
"051761f","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1c627cb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5177026",-488171.92147135735,"unknown",-488166.12684702873,-488160.83859443665,0.0,5.479674339294434,6.788884162902832,12.588165760040283,29.91256308555603,36.38715314865112,63.62716555595398,"unknown",69.96550869941711,75.84914517402649,80.21929001808167,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",85.44973611831665,"unknown","unknown",92.68458914756775,"","","",""
"db0051d","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9e9a81e","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6289e6c",-1763.9224684238434,"unknown",-1758.4256975650787,-1752.4479632377625,0.0,5.481910943984985,10.241281032562256,17.214617490768433,24.1628577709198,29.728052377700806,38.881110429763794,"unknown",45.99465990066528,52.99380707740784,54.84807252883911,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",62.04024028778076,"unknown","unknown",69.18907117843628,"","","",""
