"","1","recurso","1b","2","cont","3","cont_1","4","dilema","5","x_1","6A","6B","7","v_x_1","8","x_2","9A","9B","10","v_x_2","11","x_3","12A","12B","13_1","13_2","13_3","15","2_1","5_1","4_1","4_2"
"6c8906b",-27238.136076927185,"unknown",-27231.59876847267,-27225.102150201797,0.0,5.745325088500977,12.35650086402893,18.63340735435486,30.40402579307556,36.43055081367493,45.50644540786743,51.23415660858154,"unknown",57.1284863948822,59.659170150756836,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",66.83711528778076,"unknown","unknown",73.59155035018921,"","","",""
"dae9b13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4828266","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"614fc3f",-18106.858779668808,"unknown",-18100.566851377487,-18094.127568244934,0.0,6.672988414764404,12.970945596694946,18.785527229309082,133.3399748802185,138.8248109817505,174.25993514060974,"unknown",180.30286645889282,185.98123407363892,188.17529702186584,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",194.0735993385315,"unknown","unknown",199.36266231536865,"","","",""
"a300755",-1252569.153455019,"unknown",-1252562.2461698055,-1252555.6206228733,0.0,6.932612657546997,9.74722933769226,14.990220546722412,25.88627004623413,32.22729969024658,43.29140067100525,"unknown",49.30407118797302,55.223320960998535,58.04744744300842,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",65.18488836288452,"unknown","unknown",70.52706122398376,"","","",""
"802d704",-53480.08392095566,"unknown",-53473.218183755875,-53466.55994558334,0.0,5.204701900482178,13.464492559432983,18.668169736862183,34.69305348396301,41.989983558654785,51.92393970489502,57.29895567893982,"unknown",63.94544744491577,66.71746492385864,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",72.17910933494568,"unknown","unknown",78.02339577674866,"","","",""
"e892cd4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ac42d69",-1595.3754088878632,"unknown",-1589.9540557861328,-1583.7533631324768,0.0,7.112069845199585,13.473074436187744,20.208561420440674,56.160725593566895,62.44464588165283,97.43005990982056,103.88786172866821,"unknown",110.44931888580322,160.4671506881714,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",166.94733357429504,"unknown","unknown",173.29127955436707,"","","",""
"7bb45d3",-8676.180145263672,"unknown",-8669.486231088638,-8663.965163707733,0.0,5.369913578033447,19.51821208000183,25.591057062149048,44.56219673156738,50.79142451286316,62.33497071266174,68.58866381645203,"unknown",73.98372626304626,77.72408437728882,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",84.14569306373596,"unknown","unknown",91.15226745605469,"","","",""
"7622483",-95604.49099421501,"unknown",-95597.92337298393,-95592.62060809135,0.0,7.216391086578369,10.472844362258911,17.49729561805725,28.608774423599243,34.86851406097412,40.16398739814758,"unknown",47.33631944656372,52.80646252632141,54.44587516784668,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",60.56663727760315,"unknown","unknown",67.26870369911194,"","","",""
"730747e",-54546.06811213493,"unknown",-54540.742633104324,-54535.18778920174,0.0,5.7171289920806885,12.400075435638428,19.42523431777954,33.28984975814819,38.62271237373352,48.13175678253174,54.83672380447388,"unknown",60.78202414512634,62.90553617477417,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",68.62218904495239,"unknown","unknown",74.37784695625305,"","","",""
"07ff49d",-430.6624901294708,"unknown",-424.0214445590973,-418.1572666168213,0.0,7.403651237487793,18.64969253540039,25.223251819610596,75.25918197631836,81.6440007686615,92.28146624565125,99.6486451625824,"unknown",105.41251468658447,107.3963270187378,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",114.45730805397034,"unknown","unknown",119.7071144580841,"","","",""
"22fdb61",-4725.9399354457855,"unknown",-4719.629397392273,-4713.0128219127655,0.0,6.009127616882324,54144.701048612595,54150.6370177269,54159.54735684395,54165.71780729294,54169.43953323364,54176.468205690384,"unknown",54183.483112573624,54185.47522354126,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",54191.47230601311,"unknown","unknown",54197.96133375168,"","","",""
"db046f2",-4891.323786497116,"unknown",-4884.953408002853,-4877.537315130234,0.0,5.963396072387695,12.28550910949707,18.067049741744995,29.575443029403687,37.69493508338928,53.4849853515625,60.17305898666382,"unknown",65.44824767112732,67.04025411605835,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",74.28606724739075,"unknown","unknown",80.20795798301697,"","","",""
"99ee852",-4551.0901753902435,"unknown",-4545.541826963425,-4539.217245578766,0.0,6.795415163040161,14.036451816558838,20.351269006729126,31.322450876235962,38.38656783103943,93.50029730796814,"unknown",100.3566358089447,106.4966368675232,109.62761282920837,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",116.46825885772705,"unknown","unknown",122.91516661643982,"","","",""
"ad2fc5b",-9863.529556035995,"unknown",-9856.87924861908,-9850.382717370987,0.0,6.3271965980529785,19.714773654937744,25.52704620361328,38.2362744808197,44.777403831481934,53.10579442977905,58.779370069503784,"unknown",65.41372108459473,84.35255336761475,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",89.61298084259033,"unknown","unknown",95.8771402835846,"","","",""
"d318264","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"741ef32",-223.15308547019958,"unknown",-217.08854222297668,-210.38663983345032,0.0,6.18363356590271,24.071210861206055,29.737844705581665,46.42761993408203,52.52421808242798,62.11565279960632,69.21164608001709,"unknown",74.71714496612549,77.32804441452026,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",82.73533463478088,"unknown","unknown",88.73150753974915,"","","",""
"b75259d",-1018981.8354969025,"unknown",-1018974.7674837112,-1018968.5226333141,0.0,5.844971656799316,8.471438646316528,15.123752355575562,41.198967933654785,47.00600337982178,57.054219484329224,"unknown",64.24672985076904,70.53042531013489,81.61572575569153,87.01932001113892,95.00165271759033,101.39943957328796,"unknown",108.25224566459656,110.51734495162964,"unknown","","unknown","unknown","unknown",117.17816758155823,"unknown",122.38734173774719,"","","",""
"b67425b","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"446ad6c",-3654.7183635234833,"unknown",-3649.431756258011,-3644.048588514328,0.0,6.13850212097168,9.347792863845825,15.876665830612183,29.68545174598694,35.78246569633484,51.51023268699646,"unknown",56.817590951919556,62.90940737724304,79.82915544509888,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",87.00482153892517,"unknown","unknown",94.00488424301147,"","","",""
"70405ea","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1117a63",-1230.7877986431122,"unknown",-1224.1988263130188,-1218.1559076309204,0.0,5.932646989822388,10.900788307189941,18.18243646621704,43.038097620010376,49.46624040603638,78.3857569694519,85.35363483428955,"unknown",91.2880392074585,96.27964472770691,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",102.18874025344849,"unknown","unknown",108.61664772033691,"","","",""
"537189f","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17b5a6e","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"d3e37eb",-4545.0314683914185,"unknown",-4537.870292425156,-4531.318456411362,0.0,7.405335187911987,10.187114238739014,16.972288131713867,32.26065278053284,39.15472149848938,52.563424825668335,58.37053847312927,"unknown",63.93994975090027,65.38484334945679,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",71.74731636047363,"unknown","unknown",78.0609872341156,"","","",""
"2ee7f92",-409.6594178676605,"unknown",-402.8187880516052,-397.32981157302856,0.0,6.288861513137817,11.964023113250732,18.83247137069702,47.70672154426575,53.38756489753723,87.65515232086182,94.91056275367737,"unknown",101.01520490646362,353.0183765888214,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",358.6015911102295,"unknown","unknown",365.0890226364136,"","","",""
"89d63ed",-968.9841446876526,"unknown",-786.5509440898895,-605.8819854259491,0.0,6.023819923400879,8.191835165023804,15.162240028381348,19.276264429092407,25.236182689666748,41.121214389801025,47.243005990982056,"unknown",53.82162547111511,55.81121301651001,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",61.74321794509888,"unknown","unknown",68.1036171913147,"","","",""
"c0a644e",-748.544203042984,"unknown",-742.355849981308,-736.1668081283569,0.0,6.610394716262817,18.962674379348755,24.56628394126892,370.8122408390045,377.1323471069336,389.2685286998749,394.85752725601196,"unknown",401.0508964061737,402.46882343292236,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",407.990522146225,"unknown","unknown",413.68718457221985,"","","",""
"80f558b",-167085.4126546383,"unknown",-167079.35900115967,-167073.90162682533,0.0,5.546976327896118,12.231735706329346,17.778549671173096,30.8227219581604,37.2347309589386,56.06996273994446,"unknown",61.47291874885559,67.95216774940491,70.37633776664734,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",75.83125805854797,"unknown","unknown",81.11723256111145,"","","",""
"87e4f18",-8895.0420088768,"unknown",-8710.87658405304,-8530.372887134552,0.0,6.663771867752075,9.232892513275146,15.030649900436401,27.114202976226807,33.41221261024475,46.88386631011963,"unknown",52.915571212768555,59.65657043457031,62.11799097061157,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",68.521799325943,"unknown","unknown",74.74195599555969,"","","",""
"0186834",-23488.299962043762,"unknown",-23482.397406101227,-23475.87770152092,0.0,5.414125680923462,10.807840824127197,16.562450170516968,19.31057596206665,26.080849409103394,41.62013602256775,48.61312961578369,"unknown",55.633116245269775,57.703593730926514,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",64.69529795646667,"unknown","unknown",71.10045409202576,"","","",""
"0355f6d",-3474.1073939800262,"unknown",-3467.2588880062103,-3461.6781244277954,0.0,6.17674446105957,16.33068561553955,21.579091787338257,42.16987991333008,48.02059555053711,76.85805630683899,"unknown",82.28736281394958,89.27793455123901,91.23166680335999,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",97.91097831726074,"unknown","unknown",105.05163788795471,"","","",""
"fa6a8b8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"145d339",-3515.2532300949097,"unknown",-3509.59002828598,-3504.0378506183624,0.0,7.493210077285767,10.948803901672363,17.314355850219727,30.391417980194092,36.23178553581238,45.206780672073364,"unknown",51.455055952072144,57.63748621940613,62.58335065841675,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",69.33845901489258,"unknown","unknown",75.46389961242676,"","","",""
"e96f42c","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"f382ec0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"962a7dd",-59.92151355743408,"unknown",-53.83776354789734,-47.02339458465576,0.0,6.746610403060913,91.55302882194519,97.75249981880188,127.20434522628784,133.79194235801697,167.64052391052246,"unknown",173.08561539649963,179.61253595352173,181.97573494911194,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",188.605322599411,"unknown","unknown",194.23321533203125,"","","",""
"5c97513",-18735.95989561081,"unknown",-18729.760801792145,-18723.510204792023,0.0,6.267758369445801,15.751163244247437,21.65401554107666,39.402318477630615,45.92022347450256,68.09211802482605,74.30012655258179,"unknown",81.30861067771912,84.80215620994568,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",90.27839493751526,"unknown","unknown",97.10976505279541,"","","",""
"acc6118",-28213.925059318542,"unknown",-28208.45271706581,-28201.230932235718,0.0,6.163966655731201,10.864413261413574,17.139727354049683,25.59987473487854,32.524088621139526,41.075085401535034,"unknown",46.587045669555664,53.13681483268738,57.738418102264404,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",64.90673995018005,"unknown","unknown",70.14880633354187,"","","",""
"d33371d",-1176402.8545804024,"unknown",-1176396.1850233078,-1176389.1696734428,0.0,6.990330219268799,18.84386968612671,25.33778142929077,41.37390685081482,47.0597608089447,84.82136368751526,91.86168122291565,"unknown",97.34441232681274,100.30279278755188,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",106.23923134803772,"unknown","unknown",112.51753187179565,"","","",""
"5d45bd1",-2223.967084169388,"unknown",-2218.545947790146,-2212.6925587654114,0.0,6.177578449249268,13.605586290359497,19.68799114227295,36.96140170097351,42.68152594566345,71.64863634109497,"unknown",79.04899048805237,85.32942771911621,88.05159664154053,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",93.99159073829651,"unknown","unknown",99.5610613822937,"","","",""
"cfcbc2d","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"98ecb86",-2621.7727489471436,"unknown",-2614.7103939056396,-2608.8642506599426,0.0,5.487442255020142,8.61439824104309,15.255989789962769,22.859782218933105,30.13007402420044,54.262423276901245,"unknown",61.40452432632446,68.90154552459717,70.68839931488037,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",77.65036225318909,"unknown","unknown",84.01598167419434,"","","",""
"7636563",-2653.5746142864227,"unknown",-2647.32426905632,-2640.8098006248474,0.0,5.645062685012817,8.980960607528687,16.12786340713501,24.28462028503418,29.70093584060669,61.70547795295715,"unknown",67.88843631744385,74.91689276695251,87.17946982383728,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",94.37749290466309,"unknown","unknown",100.31252765655518,"","","",""
"5d2b358",-10686915.462766647,"unknown",-10686910.101885319,-10686903.0652318,0.0,6.320378303527832,11.158714532852173,17.511182069778442,25.224980115890503,33.369439125061035,47.25331258773804,"unknown",53.44178819656372,59.165695905685425,60.94919466972351,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",67.35705995559692,"unknown","unknown",73.03152632713318,-4218.40673828125,"","",""
"5d9ae0c","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"73d4e20",-301719.470539093,"unknown",-301713.2378666401,-301706.80470871925,0.0,7.080439329147339,161.00478053092957,166.52716302871704,197.61782264709473,203.86211800575256,216.9767496585846,"unknown",223.472336769104,229.08779287338257,237.57134628295898,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",244.76634049415588,"unknown","unknown",250.18004393577576,"","","",""
"be94a32",-112464.6832344532,"unknown",-112458.07688140869,-112451.83940291405,0.0,6.161077976226807,16.01564383506775,21.962854385375977,24.528902769088745,30.74506163597107,37.44802403450012,42.85180854797363,"unknown",49.89180779457092,281.15589451789856,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",287.68474531173706,"unknown","unknown",294.41313910484314,"","","",""
"9f972fb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6e93efd",-8828.37827372551,"unknown",-8822.42243719101,-8816.407843112946,0.0,6.960231304168701,10.009426593780518,16.113508939743042,11483580.13866067,11483585.623370886,11483597.760257244,11483604.620942116,"unknown",11483611.69990325,11483614.954859972,11483621.933817863,11483626.196537971,"unknown",11483632.647366047,11483639.038288355,11483640.284823418,"unknown","","unknown","unknown","unknown",11483645.76157999,"unknown",11483652.358057022,"","",11475964.764800549,""
"5a4afae","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"c34e373","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6bac72b",-5607.704070329666,"unknown",-5602.257211685181,-5596.0114402771,0.0,5.7672224044799805,11.624967813491821,17.697836875915527,27.651268243789673,33.89000916481018,40.8844633102417,48.13546133041382,"unknown",54.78054594993591,56.558629512786865,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",62.287442445755005,"unknown","unknown",68.45876932144165,"","","",""
"c9285e4",-36.42472577095032,"unknown",-30.07271099090576,-23.027644872665405,0.0,7.0767035484313965,10.610318183898926,16.79124140739441,26.91541028022766,33.14544105529785,41.44577074050903,"unknown",47.324066400527954,53.5805549621582,55.403844594955444,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",62.266398906707764,"unknown","unknown",68.79731869697571,"","","",""
"bd4b2f4",-14060.099077224731,"unknown",-14053.26753115654,-14046.293048381805,0.0,5.874184608459473,11.589924812316895,18.268502235412598,30.30846333503723,37.379873514175415,46.36633086204529,53.18504333496094,"unknown",60.216105222702026,62.63306736946106,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",68.69090580940247,"unknown","unknown",75.54244875907898,"","","",""
"bd650e8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"b81bc6e","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0ff20c2",-13920.866099357605,"unknown",-13914.97903251648,-13909.593279600143,0.0,7.110748291015625,19.96261739730835,26.747653007507324,56.119545221328735,61.7866096496582,70.85033679008484,"unknown",76.40816950798035,82.84268188476562,84.82388758659363,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",90.79595351219177,"unknown","unknown",96.47232174873352,"","","",""
"b0e3caa",-4553.5111973285675,"unknown",-4547.049366474152,-4540.417181253433,0.0,5.6018054485321045,12.589010000228882,19.651448726654053,35.68699622154236,42.08532500267029,59.774922132492065,"unknown",66.72550916671753,72.33253931999207,74.63588166236877,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",80.06688714027405,"unknown","unknown",87.21555137634277,"","","",""
"45f7f6c",-825998.581508398,"unknown",-825991.9075348377,-825985.8165454865,0.0,7.156752586364746,32.26574182510376,38.201369762420654,40.336315870285034,46.03943061828613,58.505725145339966,"unknown",64.01465559005737,70.36566519737244,72.54983687400818,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",78.69371771812439,"unknown","unknown",85.67899942398071,"","","",""
"1df700a",-40.45937490463257,"unknown",-34.79483246803284,-29.447556018829346,0.0,5.7613279819488525,14.15511441230774,19.84612727165222,34.43374514579773,41.01646399497986,58.82777953147888,"unknown",65.58438801765442,72.10918426513672,76.11316776275635,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",82.55563759803772,"unknown","unknown",88.83380103111267,"","","",""
"d3a396c",-22165.362333774567,"unknown",-22159.237273931503,-22152.379453897476,0.0,6.410789251327515,9.312645196914673,14.954975605010986,33.8991801738739,39.569422006607056,280.9977126121521,287.9522657394409,"unknown",293.64051508903503,296.13433480262756,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",301.96934056282043,"unknown","unknown",307.9289393424988,"","","",""
"79b129c",-7211.292552471161,"unknown",-7204.164267301559,-7198.489999294281,0.0,5.655762195587158,16.45688772201538,21.839425086975098,48.11831974983215,54.0762095451355,87.80741810798645,95.24964475631714,"unknown",101.13666129112244,102.9439947605133,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",108.99706935882568,"unknown","unknown",116.10261678695679,"","","",""
"d85b5c4",-584.8686668872833,"unknown",-579.5111267566681,-574.169068813324,0.0,6.047007322311401,74.24767661094666,81.13376522064209,103.79313087463379,109.63034105300903,140.34514570236206,146.69290900230408,"unknown",153.04155564308167,159.7055253982544,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",166.591237783432,"unknown","unknown",173.73870849609375,"","","",""
"43b56f8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3ecbabb",-305505.3512830734,"unknown",-305499.03780031204,-305493.2058606148,0.0,7.077077388763428,9.23122501373291,14.70583987236023,29.9566547870636,36.274680614471436,59.05466103553772,"unknown",65.15000796318054,72.01775479316711,74.30885744094849,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",81.35818982124329,"unknown","unknown",87.02404356002808,-15516.112351417542,"","",""
"c9c92b5",-355.9056878089905,"unknown",-349.6378514766693,-343.76697158813477,0.0,6.737176179885864,1130.4261560440063,1135.9266171455383,1148.3048841953278,1155.2361850738525,1195.2425622940063,"unknown",1201.1180081367493,1207.0182793140411,1216.4926035404205,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",1222.9828751087189,"unknown","unknown",1228.786898612976,"","","",""
"f9b9236",-794.3506009578705,"unknown",-787.279069185257,-780.9612383842468,0.0,6.759352684020996,9.205158472061157,16.67682981491089,31.491441011428833,38.87900948524475,94.56962895393372,"unknown",100.99877524375916,106.79681921005249,108.65632271766663,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",114.6189832687378,"unknown","unknown",120.42032647132874,"","","",""
"4a0236d","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"b7a265d",-1901.8188886642456,"unknown",-1894.6094183921814,-1888.9867615699768,0.0,6.903969764709473,24.986132621765137,31.640899181365967,54.06613349914551,61.27786660194397,70.92407155036926,77.25965881347656,"unknown",83.86630320549011,89.35988068580627,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",94.8816282749176,"unknown","unknown",100.67376327514648,"","","",""
"912afde","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"c97639e",-39628.16265749931,"unknown",-39622.498096227646,-39616.43798303604,0.0,6.73176646232605,14.065089702606201,20.915054321289062,70.2409040927887,76.33261942863464,102.1461763381958,"unknown",108.08098840713501,114.21969747543335,116.80535936355591,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",122.6662917137146,"unknown","unknown",129.30518674850464,"","","",""
"af72486",-571788.0275464058,"unknown",-571782.18394351,-571775.4400656223,0.0,6.715263366699219,13.050173282623291,18.385467529296875,31.36324644088745,38.091474771499634,47.95847034454346,54.44079613685608,"unknown",60.48031234741211,62.07869911193848,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",68.9057023525238,"unknown","unknown",75.9421501159668,"","","",""
"e2517d9",-1680.8270213603973,"unknown",-1674.7487556934357,-1667.5680496692657,0.0,5.670048713684082,820.767082452774,827.3931727409363,887.687931060791,893.5864865779877,914.264034986496,"unknown",921.2318007946014,927.3289890289307,938.077225446701,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",944.0272126197815,"unknown","unknown",949.2187030315399,"","","",""
"1e88a68",-3268.2780435085297,"unknown",-3261.1148715019226,-3255.706894159317,0.0,5.932060241699219,134.48058485984802,140.69683051109314,158.77512335777283,166.0204975605011,177.81205320358276,185.0188443660736,"unknown",191.5985198020935,197.11882901191711,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",204.0637185573578,"unknown","unknown",210.2596082687378,"","","",""
"9d97673",-9090.961463451385,"unknown",-9085.60445523262,-9078.562811136246,0.0,5.671408653259277,11.797145128250122,17.568191051483154,34.49492001533508,40.97854685783386,56.14449644088745,"unknown",62.12426447868347,67.77377414703369,69.90106391906738,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",77.06964159011841,"unknown","unknown",83.41858530044556,"","","",""
"aa07d95",-2119.6258187294006,"unknown",-2112.8933515548706,-2105.922862768173,0.0,6.797446966171265,41.24393057823181,47.252541065216064,59.08923316001892,65.57405066490173,83.66879868507385,90.26867699623108,"unknown",96.2107207775116,98.83624911308289,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",105.00654077529907,"unknown","unknown",112.05250334739685,"","","",""
"d27b032","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"38c4951",-582152.5296030045,"unknown",-582147.142649889,-582141.5164499283,0.0,6.374171733856201,11.833504438400269,18.13161301612854,30.5577654838562,36.66119599342346,66.32367825508118,72.99575638771057,"unknown",78.28110933303833,79.95874285697937,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",85.5662431716919,"unknown","unknown",92.34624862670898,"","","",""
"13dba9e","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"e6d310e",-10316.623631715775,"unknown",-10310.953419208527,-10304.207405805588,0.0,7.268304824829102,17.986801385879517,25.45682692527771,43.085963010787964,49.10705637931824,68.54768300056458,75.80535507202148,"unknown",82.26923966407776,104.11231923103333,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",110.35232090950012,"unknown","unknown",117.4303469657898,"","","",""
"8c74aa5",-575.6694025993347,"unknown",-568.4901902675629,-562.266428232193,0.0,5.875439167022705,31.149821281433105,37.596357107162476,50.07818078994751,57.24093413352966,67.03670525550842,72.38605451583862,"unknown",78.10076975822449,103.31896090507507,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",109.63970613479614,"unknown","unknown",117.41722416877747,"","","",""
"679fa36","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"b164bf7",-82885.786195755,"unknown",-82879.30289530754,-82873.63041448593,0.0,6.0777294635772705,12.867050647735596,19.767878770828247,31.828457832336426,37.493762731552124,46.656596660614014,"unknown",52.51417064666748,59.167274951934814,60.74115610122681,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",67.83635926246643,"unknown","unknown",75.0240547657013,"","","",""
"7e62763",-92411.54664373398,"unknown",-92406.01743602753,-92398.8972067833,0.0,7.071025609970093,13.427144050598145,20.60743284225464,32.32213759422302,37.71720051765442,49.53105139732361,56.67394423484802,"unknown",63.09512114524841,65.77593421936035,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",72.92250847816467,"unknown","unknown",79.55473446846008,"","","",""
"c7a7d85",-66386.57103133202,"unknown",-66380.9081902504,-66375.00030732155,0.0,5.730382919311523,69.0980634689331,74.4909496307373,101.63122653961182,108.21850252151489,123.96782875061035,130.87952280044556,"unknown",137.98650431632996,139.83267211914062,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",146.64257407188416,"unknown","unknown",152.9925525188446,"","","",""
"3b7f267","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"fa1efad","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ae58bf1",-2352.1374678611755,"unknown",-2345.8681995868683,-2340.2247838974,0.0,6.943408966064453,11.853761196136475,18.50524115562439,30.753376722335815,36.89524459838867,47.110753536224365,53.25709843635559,"unknown",58.715636014938354,63.16208076477051,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",70.08044648170471,"unknown","unknown",77.28685092926025,"","","",""
"492238f","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"43c977d",-59656.176181554794,"unknown",-59600.97664451599,-59545.525877952576,0.0,5.6785478591918945,10.408958196640015,16.060381174087524,34.485772132873535,39.82778239250183,56.046918869018555,61.666263818740845,"unknown",67.4349217414856,69.59831547737122,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",76.75909638404846,"unknown","unknown",82.32692837715149,"","","",""
"4eff6be",-3142699.5124013424,"unknown",-3142693.300037384,-3142687.475689411,0.0,6.057037115097046,10.815215826034546,17.88441824913025,28.62989068031311,35.96164274215698,53.11914539337158,58.678045988082886,"unknown",64.68300533294678,66.72647547721863,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",72.60385012626648,"unknown","unknown",78.70123076438904,"","","",""
"e1b193b",-3718.1195969581604,"unknown",-3712.475009202957,-3706.499965906143,0.0,7.2563464641571045,31.539893627166748,38.33782362937927,48.52926063537598,55.53534173965454,71.71304035186768,77.41727614402771,"unknown",84.17895436286926,86.06042432785034,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",93.12045550346375,"unknown","unknown",99.71997117996216,"","","",""
"1415cd3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2953e33",-128649.72898387909,"unknown",-128643.40055060387,-128636.63176250458,0.0,6.070672512054443,10.68997311592102,16.208170175552368,27.140883922576904,32.83295202255249,54.64489960670471,60.673643827438354,"unknown",66.20653915405273,67.5623984336853,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",73.15397953987122,"unknown","unknown",79.82686161994934,"","","",""
"a540012","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"dd88e0f","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
