"","1","recurso","1b","2","cont","3","cont_1","4","dilema","5","x_1","6A","6B","7","v_x_1","8","9A","9B","10","11","12A","12B","13_1","13_2","13_3","15"
"518e9b8","","","","","","","","","","","","","","","","","","","","","","","","","",""
"b5edd3c","","","","","","","","","","","","","","","","","","","","","","","","","",""
"374ecf8",-1830.1704185009003,"unknown",-1824.0650658607483,-1817.3740060329437,0.0,5.667523384094238,7.895694971084595,16.557413578033447,31.925549268722534,37.52323913574219,43.058175563812256,50.1431999206543,"unknown",56.93781232833862,58.594478368759155,"unknown","unknown","unknown","unknown","unknown","unknown","unknown",65.79279589653015,"unknown","unknown",72.66704154014587
"89f120b","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1883ca0",-15396.709171772003,"unknown",-15390.946513175964,-15383.605911493301,0.0,5.77323055267334,7.670173645019531,16.248212814331055,31.76229691505432,38.51162910461426,43.14853882789612,50.42166590690613,"unknown",57.18331837654114,60.900768756866455,"unknown","unknown","unknown","unknown","unknown","unknown","unknown",67.74228239059448,"unknown","unknown",73.96008920669556
"8d2da97","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2541155",-59608.19822716713,"unknown",-59602.36006593704,-59595.76020646095,0.0,6.126213788986206,8.217107772827148,16.325867652893066,17.976693391799927,24.880730390548706,36.44651746749878,42.06168270111084,"unknown",47.83773946762085,49.488298654556274,"unknown","unknown","unknown","unknown","unknown","unknown","unknown",55.69961905479431,"unknown","unknown",62.50512099266052
"ac6f3f6",-5470.117970466614,"unknown",-5463.160202741623,-5456.694883823395,0.0,7.318437576293945,11.940473079681396,20.579535961151123,104.36905336380005,111.29102611541748,124.74606561660767,131.93484473228455,"unknown",138.94776320457458,141.73962259292603,"unknown","unknown","unknown","unknown","unknown","unknown","unknown",148.47301626205444,"unknown","unknown",155.6163775920868
"62447b9","","","","","","","","","","","","","","","","","","","","","","","","","",""
"20f3e2e",-14296.232619524002,"unknown",-14289.042707920074,-14281.91519021988,0.0,14.433773040771484,18.43252468109131,33.66301488876343,48.429352045059204,53.790913581848145,59.48374915122986,65.70369482040405,"unknown",72.4203188419342,77.04736661911011,"unknown","unknown","unknown","unknown","unknown","unknown","unknown",83.44117546081543,"unknown","unknown",90.63274669647217
"4e53c5c",-52.545897483825684,"unknown",-45.36412763595581,-38.45425009727478,0.0,6.319105863571167,13.301121711730957,21.651884078979492,40.844367027282715,47.96981430053711,55.00787115097046,61.42943358421326,"unknown",68.15408229827881,71.02199339866638,"unknown","unknown","unknown","unknown","unknown","unknown","unknown",77.87311148643494,"unknown","unknown",84.00830483436584
"ac6ecda","","","","","","","","","","","","","","","","","","","","","","","","","",""
"c899adb",-2466.042938232422,"unknown",-2460.10365486145,-2452.855845451355,0.0,5.639393329620361,8.44777536392212,16.74173331260681,38.22402787208557,44.96207022666931,75.79176092147827,81.88954138755798,"unknown",88.81437706947327,90.72199392318726,"unknown","unknown","unknown","unknown","unknown","unknown","unknown",96.3024628162384,"unknown","unknown",101.72100234031677
"b8ec123","","","","","","","","","","","","","","","","","","","","","","","","","",""
"07b298c","","","","","","","","","","","","","","","","","","","","","","","","","",""
