"","1","recurso","1b","2","cont","3","cont_1","4","dilema","5","yo_1","6A_yo","6B_yo","6C_yo","7_yo","v_yo_1","8_yo","yo_2","9A_yo","9B_yo","9C_yo","10_yo","v_yo_2","11_yo","12A_yo","12B_yo","12C_yo","13_yo_1","13_yo_2","13_yo_3","5_otro","otro_1","6A_otro","6B_otro","6C_otro","7_otro","v_otro_1","8_otro","otro_2","9A_otro","9B_otro","9C_otro","10_otro","v_otro_2","11_otro","12A_otro","12B_otro","12C_otro","13_otro_1","13_otro_2","13_otro_3","14","2_1","7_otro_1"
"7da3821","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2f5762a",-36410.41294169426,"unknown",-36403.753209114075,-36398.1131708622,0.0,5.4725024700164795,10.088528394699097,17.361965894699097,27.544132709503174,33.39411282539368,46.198713064193726,"unknown",53.26560354232788,"unknown",58.907289266586304,66.98905086517334,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",72.37321829795837,"","unknown",78.68068528175354,87.00225973129272,"unknown",93.80343127250671,"unknown",100.00585651397705,101.9706072807312,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",107.52644038200378,"unknown","unknown",114.36365604400635,"",""
"50a0fdd",-16.203563451766968,"unknown",-9.835951805114746,-4.290619373321533,0.0,6.7950990200042725,15.476537466049194,22.48970603942871,24.258752584457397,30.202955961227417,98.33761072158813,"unknown",104.36179685592651,"unknown",111.26256442070007,113.60314393043518,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",120.43411159515381,"","unknown",126.9782087802887,149.4098825454712,155.09638452529907,"unknown","unknown",162.05672645568848,46717.34975910187,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",46722.72489666939,"unknown","unknown",46729.20176196098,"",""
"b7cec81",-17875.637555599213,"unknown",-17869.51498889923,-17863.670383930206,0.0,9.776486158370972,17.341076374053955,23.811039686203003,25.819880485534668,33.337621450424194,56.404619455337524,"unknown",62.883880615234375,"unknown",68.2890977859497,70.6045389175415,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",75.87331628799438,"","unknown",82.82951140403748,90.63513588905334,"unknown","unknown",97.33052277565002,103.72394728660583,105.59959483146667,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",111.40847253799438,"unknown","unknown",117.07079696655273,"",""
"bf983ba",-5540.896535158157,"unknown",-5534.471727371216,-5527.636544466019,0.0,7.021788835525513,25.370421409606934,31.789576530456543,43.453118562698364,50.746625661849976,53.706225633621216,"unknown",59.6375207901001,"unknown",66.44071340560913,82.81925368309021,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",89.78388023376465,"","unknown",95.17612409591675,101.22437453269958,"unknown","unknown",108.34736061096191,115.34626603126526,118.4303765296936,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",125.05108904838562,"unknown","unknown",131.11899590492249,"",""
"a80b75d","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"b53b559","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4a92bfd","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"90434eb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"37674f9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
