"","1","recurso","1b","2","cont","3","cont_1","4","dilema","5","yo_1","6A_yo","6B_yo","6C_yo","7_yo","v_yo_1","8_yo","yo_2","9A_yo","9B_yo","9C_yo","10_yo","v_yo_2","11_yo","yo_3","12A_yo","12B_yo","12C_yo","13_yo_1","13_yo_2","13_yo_3","5_otro","otro_1","6A_otro","6B_otro","6C_otro","7_otro","v_otro_1","8_otro","otro_2","9A_otro","9B_otro","9C_otro","10_otro","v_otro_2","11_otro","12A_otro","12B_otro","12C_otro","13_otro_1","13_otro_2","13_otro_3","14","5_otro_1","2_1"
"2457ed6",-289115.01802515984,"unknown",-289108.457570076,-289102.2348873615,0.0,5.821932077407837,13.57832407951355,21.56390404701233,30.04931926727295,35.262701749801636,38.65261673927307,"unknown","unknown",44.351858615875244,50.12019920349121,52.42789649963379,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",59.31690168380737,"","unknown",66.00934195518494,73.25662446022034,"unknown","unknown",80.0646390914917,85.81236124038696,91.32494235038757,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",97.29314351081848,"unknown","unknown",102.63445258140564,"",""
"c4bba29",-14065.206654071808,"unknown",-14058.0425863266,-14050.967626571655,0.0,6.678637266159058,8.879960060119629,17.60655450820923,30.070087432861328,35.35334396362305,41.86854934692383,"unknown",47.86015343666077,"unknown",54.483041524887085,56.43039298057556,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",62.28077292442322,"","unknown",68.76002192497253,70.79617309570312,77.9251618385315,"unknown","unknown",84.47479557991028,87.24415755271912,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",93.24000406265259,"unknown","unknown",99.4097626209259,"",""
"2dffb9e",-2016.0309739112854,"unknown",-2009.108794927597,-2002.9620978832245,0.0,6.439059495925903,8.224271059036255,16.71898889541626,28.41551637649536,35.13459396362305,37.6235077381134,"unknown","unknown",43.780120849609375,50.91702961921692,53.57708668708801,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",59.66043472290039,"","unknown",65.41489028930664,72.71477675437927,"unknown","unknown",79.03139209747314,85.89577293395996,87.52100944519043,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",93.73775386810303,"unknown","unknown",99.36316394805908,"",""
"7a35b75",-437818.48211479187,"unknown",-437812.54288959503,-437806.6849384308,0.0,6.282617807388306,11.025621175765991,20.12380313873291,31.018721342086792,38.298423290252686,46.680217027664185,"unknown","unknown",52.615933895111084,58.063873529434204,60.23344969749451,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",65.82689452171326,"","unknown",72.77816653251648,77.3303906917572,"unknown",83.14079761505127,"unknown",88.6445734500885,90.31203079223633,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",97.41953778266907,"unknown","unknown",104.26362609863281,"",""
"3883e37","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"eacd6a3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"d09321f","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1116780","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"58b1c8e","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"bf3dfcf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"80e625f","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9846ca8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"cc02471",-7121.097058057785,"unknown",-7114.407800912857,-7107.669059038162,0.0,6.594847679138184,7.952679395675659,16.323207139968872,30.7656090259552,37.86344885826111,56.17998719215393,"unknown",62.41173267364502,"unknown",69.15040445327759,76.45762372016907,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",83.36279559135437,"","unknown",89.03529596328735,93.59544658660889,"unknown","unknown",100.7558753490448,106.27114009857178,243.78263330459595,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",249.84146237373352,"unknown","unknown",256.32464027404785,"",""
"0a30844",-91425.06295704842,"unknown",-91418.39985060692,-91412.5065202713,0.0,6.062088489532471,10.536081552505493,19.122777462005615,34.308807611465454,40.92311716079712,49.91395616531372,"unknown",56.254045248031616,"unknown",62.57831382751465,64.41562128067017,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",70.63203620910645,"","unknown",76.94327116012573,80.16469359397888,"unknown",87.43859767913818,"unknown",93.04829168319702,96.79419612884521,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",102.40266561508179,"unknown","unknown",108.05159449577332,"",""
"43d0b63",-160.72633624076843,"unknown",-155.21604132652283,-149.00741004943848,0.0,6.801318407058716,11.957061767578125,20.691734552383423,35.89519786834717,42.166736364364624,45.96578788757324,"unknown",51.17374777793884,"unknown",58.1558837890625,60.05650067329407,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",66.10925674438477,"","unknown",71.62407636642456,84.98604249954224,"unknown",91.3235764503479,"unknown",97.70311450958252,100.32316184043884,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",107.41199231147766,"unknown","unknown",114.13251543045044,"",""
"addf295","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"870dc60","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1a8e45b",-6720.4292912483215,"unknown",-6714.502309083939,-6708.244691848755,0.0,6.154994010925293,20033.669295072556,20042.15981054306,21194.366980075836,21201.434525966644,21211.468008995056,"unknown","unknown",21218.036311388016,21223.927447080612,21225.900745153427,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",21231.914108514786,"","unknown",21237.78218626976,21243.06235218048,"unknown","unknown",21248.656535625458,21254.10381412506,21303.490713357925,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",21310.687772512436,"unknown","unknown",21316.572018146515,"",""
"0e42357","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5f2a1aa","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"87b3434","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"bd305b8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4b70ed3",-4018.353005886078,"unknown",-4012.5638720989227,-4007.0847997665405,0.0,7.070540904998779,13.132862091064453,21.626134872436523,30.932964086532593,36.51512145996094,43.34173822402954,"unknown",49.612420082092285,"unknown",55.65864157676697,58.11987495422363,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",64.347323179245,"","unknown",70.88845586776733,74.68070912361145,80.73469710350037,"unknown","unknown",87.39182639122009,91.0562014579773,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",97.19301748275757,"unknown","unknown",104.36672735214233,"",""
"8ec15bc",-113.29008865356445,"unknown",-107.34638404846191,-102.0796582698822,0.0,5.45023250579834,138.46693515777588,147.01951241493225,179.61507725715637,186.59805297851562,188.3807349205017,"unknown",195.12765645980835,"unknown",201.65990829467773,205.17362475395203,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",210.43185186386108,"","unknown",216.62789487838745,247.44141054153442,254.08267188072205,"unknown","unknown",259.5961101055145,274.58208870887756,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",281.2918839454651,"unknown","unknown",287.12687134742737,"",""
"6c8906b","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"e51496b","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"01baaf6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"e8a0b7a","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"dae9b13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6c3f0f6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4828266","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1f77294","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6f1360e","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1e17723","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"614fc3f",-53817.361592292786,"unknown",-53811.63620686531,-53804.4400947094,0.0,5.536358833312988,9.162007570266724,16.857423543930054,34.07405161857605,39.49651312828064,44.605005502700806,"unknown","unknown",49.850263357162476,56.05583691596985,57.88615822792053,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",64.80792593955994,"","unknown",70.71715879440308,76.53835868835449,"unknown",82.1374101638794,"unknown",87.79295754432678,89.44621467590332,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",96.57707691192627,"unknown","unknown",103.1511619091034,"",""
"a300755","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"802d704","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"e892cd4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"b06ee97","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"758fff8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ac42d69",-91639.66798567772,"unknown",-91634.42721652985,-91627.38399887085,0.0,6.946781873703003,10.568232536315918,17.84292507171631,527427.1831333637,527433.496815443,527447.7653067112,"unknown",527454.0765879154,"unknown",527460.8641068935,527462.7327377796,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",527468.9665243626,"","unknown",527474.6934378147,527652.2389872074,"unknown",527658.8216204643,"unknown",527665.9997344017,527668.0009827614,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",527674.5340974331,"unknown","unknown",527681.5767281055,"",""
"7bb45d3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7622483","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1f16f74","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"730747e",-15944.254001140594,"unknown",-15937.604897260666,-15931.99577665329,0.0,6.147331953048706,10.544895887374878,18.352396488189697,44.25715756416321,50.06928467750549,57.4777307510376,64.26049256324768,"unknown","unknown",70.0138201713562,77.36927556991577,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",84.1552803516388,"","unknown",90.73975229263306,96.96775126457214,103.79402208328247,"unknown","unknown",110.32734251022339,112.27307629585266,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",118.37390947341919,"unknown","unknown",123.80147457122803,"",""
"07ff49d",-4814.311178684235,"unknown",-4807.306310892105,-4800.966658115387,0.0,6.263335227966309,9.597697734832764,17.16378903388977,36.83370041847229,43.15028238296509,46.332993507385254,"unknown","unknown",52.89817452430725,59.036699295043945,60.9211220741272,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",67.11798334121704,"","unknown",72.74601984024048,75.13054203987122,"unknown","unknown",80.44608163833618,86.74479293823242,88.07797122001648,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",95.17881083488464,"unknown","unknown",101.99064755439758,"",""
"22fdb61","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"db046f2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"73c3f48","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3218556","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"99ee852",-26080.39297246933,"unknown",-26073.275579214096,-26066.026376724243,0.0,6.385532379150391,12.382508039474487,21.06631088256836,30.978442668914795,37.25317025184631,47.64503526687622,"unknown",53.89103031158447,"unknown",60.7788360118866,68.55509424209595,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",75.61705899238586,"","unknown",82.14954328536987,113.78091955184937,"unknown","unknown",119.46563768386841,124.86626768112183,132.87533974647522,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",138.81333994865417,"unknown","unknown",144.26824808120728,"",""
"ad2fc5b",-51.84038829803467,"unknown",-44.82087731361389,-38.59775948524475,0.0,6.586428880691528,36.196823596954346,43.80986833572388,57.35468554496765,64.21924042701721,85.85002493858337,93.00505018234253,"unknown","unknown",99.67000389099121,102.91812443733215,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",109.24050784111023,"","unknown",115.44149994850159,120.60721254348755,126.1261534690857,"unknown","unknown",132.20472860336304,141.76431012153625,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",148.11829924583435,"unknown","unknown",153.59549188613892,"",""
"d318264","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"741ef32",-227.16318583488464,"unknown",-220.4523730278015,-214.76665711402893,0.0,6.9148054122924805,13.523600101470947,20.349709510803223,35.49000692367554,41.30036473274231,45.194297313690186,"unknown","unknown",52.187944412231445,59.360817670822144,62.88693594932556,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",68.46744704246521,"","unknown",73.9574830532074,77.17542910575867,"unknown","unknown",82.56945705413818,87.93521189689636,89.78730249404907,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",96.83695864677429,"unknown","unknown",103.02862048149109,"",""
"b75259d","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"b67425b","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"446ad6c",-16096.465655565262,"unknown",-16090.085380792618,-16084.209603786469,0.0,5.417140483856201,10.451074838638306,18.049745321273804,67.90876698493958,73.97455620765686,81.97816252708435,"unknown","unknown",88.43770027160645,93.606698513031,97.03755354881287,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",104.29300951957703,"","unknown",110.71737766265869,122.5791847705841,"unknown","unknown",129.0158052444458,135.39197421073914,141.42229914665222,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",148.2181854248047,"unknown","unknown",154.50619387626648,"",""
"70405ea","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1117a63",-27664.092607975006,"unknown",-27656.995802402496,-27649.927849531174,0.0,7.244760751724243,13.854331016540527,21.176300764083862,36.9631826877594,43.768136501312256,48.341126441955566,"unknown","unknown",55.15921902656555,61.826279163360596,78.07646179199219,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",85.23239159584045,"","unknown",91.33890628814697,97.81046915054321,"unknown","unknown",104.30072355270386,110.6345477104187,114.59009742736816,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",121.02056789398193,"unknown","unknown",127.92778754234314,"",""
"537189f","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17b5a6e","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"d3e37eb",-64299.86525154114,"unknown",-64293.16850233078,-64286.65500545502,0.0,5.6991190910339355,13.891249418258667,20.785492181777954,31.66482663154602,38.00050330162048,47.30569839477539,"unknown","unknown",52.719643115997314,59.11787986755371,60.734872341156006,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",66.62107706069946,"","unknown",73.31912398338318,77.16400456428528,"unknown","unknown",84.95018243789673,91.32099461555481,92.98775696754456,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",100.59244966506958,"unknown","unknown",106.6807816028595,"",""
"2ee7f92",-16.86263370513916,"unknown",-10.028453350067139,-3.314115047454834,0.0,6.800360679626465,11.625052452087402,19.955777883529663,36.132654666900635,42.50604271888733,45.1218786239624,"unknown","unknown",50.545872926712036,56.190001487731934,58.022557497024536,64.7188367843628,71.97040724754333,"unknown",77.99497628211975,"unknown",85.0338363647461,88.545330286026,"unknown","","unknown","unknown","unknown","unknown",94.13999342918396,"unknown",99.43661952018738,104.86153268814087,"unknown","unknown",110.35028839111328,116.4620795249939,118.64113712310791,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",125.14453983306885,"unknown","unknown",131.55004739761353,"",""
"89d63ed",-827.0136909484863,"unknown",-821.5983834266663,-815.233788728714,0.0,6.755350589752197,41.71186923980713,49.51176071166992,65.86156988143921,72.56717133522034,109.70350909233093,"unknown","unknown",116.469801902771,123.20802879333496,134.68899703025818,141.41066598892212,157.00728297233582,162.6546277999878,"unknown","unknown",169.63820815086365,181.61143136024475,"unknown","","unknown","unknown","unknown","unknown",187.98774600028992,"unknown",195.11900544166565,208.8115313053131,216.09651803970337,"unknown","unknown",222.14645147323608,227.5941185951233,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",233.9744393825531,"unknown","unknown",239.6614339351654,"",""
"c0a644e",-97808.99029707909,"unknown",-97802.28049588203,-97796.79787325859,0.0,6.46743631362915,9.159509181976318,16.047267198562622,24.916288375854492,30.74517798423767,33.90941762924194,"unknown","unknown",40.31429576873779,45.777100801467896,47.599698305130005,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",53.1153929233551,"","unknown",58.891599893569946,62.62458658218384,"unknown","unknown",69.18576121330261,75.52335214614868,78.0058217048645,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",83.42783975601196,"unknown","unknown",89.86493706703186,"",""
"80f558b",-526486.6260128021,"unknown",-526480.4644136429,-526473.7771809101,0.0,6.532216310501099,12.303481101989746,19.354660749435425,33.578728675842285,40.65286111831665,50.296907901763916,"unknown","unknown",57.299201250076294,64.03133845329285,67.0969135761261,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",73.69668531417847,"","unknown",80.88302826881409,86.93972301483154,"unknown","unknown",92.42361378669739,99.67216444015503,103.17187738418579,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",109.8749008178711,"unknown","unknown",117.00826120376587,"",""
"9ad2396","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"87e4f18",-17183.103889226913,"unknown",-17176.724166870117,-17170.908236026764,0.0,6.985647678375244,11.559705018997192,20.0694363117218,30.134870290756226,36.85438346862793,42.37373733520508,"unknown","unknown",50.02731919288635,56.29658055305481,67.04218077659607,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",74.1204161643982,"","unknown",79.50002121925354,84.35267901420593,"unknown","unknown",91.6989049911499,97.68528604507446,99.34676480293274,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",105.2428686618805,"unknown","unknown",111.50784707069397,"",""
"0186834",-153390.0128672123,"unknown",-153384.33438134193,-153378.17201805115,0.0,7.196148872375488,9.695705890655518,17.438523530960083,26.363580226898193,31.753871202468872,41.570451736450195,"unknown","unknown",48.73011112213135,55.79926085472107,64.60161519050598,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",69.99723720550537,"","unknown",77.59394335746765,91.1621310710907,"unknown","unknown",98.32250952720642,105.26761174201965,106.84259295463562,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",113.65194916725159,"unknown","unknown",120.7100121974945,"",""
"0355f6d",-159248.74837064743,"unknown",-159241.5562930107,-159236.12719392776,0.0,6.6452956199646,10.25830626487732,18.635562658309937,31.21864080429077,36.671984910964966,49.268091678619385,"unknown",55.29543924331665,"unknown",62.41950845718384,64.16185903549194,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",70.19289588928223,"","unknown",77.40311694145203,80.60915613174438,86.10750102996826,"unknown","unknown",92.46028637886047,94.7742817401886,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",101.7945203781128,"unknown","unknown",107.84751915931702,"",""
"fa6a8b8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"44167d5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"145d339",-1017.1050395965576,"unknown",-1011.2317793369293,-1004.248628616333,0.0,5.790259838104248,7.240008354187012,15.599125385284424,26.248727560043335,33.34540128707886,39.99769592285156,"unknown",45.50623941421509,"unknown",51.57267999649048,53.147767305374146,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",59.24101662635803,"","unknown",64.99757981300354,70.19668102264404,75.88134527206421,"unknown","unknown",82.52618384361267,84.23274040222168,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",91.27701687812805,"unknown","unknown",97.31655669212341,"",""
"e96f42c","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"f382ec0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"962a7dd",-1277.4639980793,"unknown",-1270.8595280647278,-1265.208957195282,0.0,6.723271608352661,11.98629093170166,20.03400468826294,38.585535287857056,44.055898904800415,46.72760725021362,"unknown","unknown",53.61982607841492,59.700307846069336,74.3638072013855,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",80.12264800071716,"","unknown",86.97101044654846,92.68168830871582,"unknown","unknown",98.0389244556427,103.44748544692993,111.73585939407349,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",117.18310356140137,"unknown","unknown",122.84696102142334,"",""
"5c97513","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"acc6118",-146293.90144181252,"unknown",-146287.05967760086,-146280.42442440987,0.0,5.863429546356201,9.775209426879883,17.130528926849365,45.60727262496948,52.746947050094604,61.33673620223999,67.3171215057373,"unknown","unknown",73.2520477771759,74.99218344688416,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",80.22951769828796,"","unknown",86.42657613754272,90.47010779380798,"unknown",97.39816093444824,"unknown",103.0256929397583,107.47274947166443,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",113.27319002151489,"unknown","unknown",118.82701826095581,"",""
"d33371d",-356774.6128079891,"unknown",-356767.9524319172,-356760.8165280819,0.0,6.981559991836548,18.96501660346985,26.995728492736816,47.03651189804077,53.182212352752686,102.56791949272156,"unknown","unknown",108.14699077606201,113.97283792495728,116.49102258682251,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",122.36570072174072,"","unknown",129.03742861747742,142.24520540237427,"unknown","unknown",149.64684891700745,155.9197235107422,158.71794819831848,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",164.89034605026245,"unknown","unknown",171.36856126785278,"",""
"78603ec","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5d45bd1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"cfcbc2d","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"98ecb86",-76.16434335708618,"unknown",-70.3743667602539,-63.77154779434204,0.0,5.695927143096924,11.398515939712524,18.69488024711609,89.57677292823792,95.56130170822144,98.1461935043335,"unknown","unknown",104.21988105773926,110.96699786186218,113.12169861793518,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",119.09605741500854,"","unknown",124.80845999717712,130.63845801353455,"unknown","unknown",136.4823989868164,142.46386528015137,148.83894729614258,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",155.37002062797546,"unknown","unknown",161.4596872329712,"",""
"7636563",-439.8587074279785,"unknown",-434.19424319267273,-427.07253885269165,0.0,5.566951751708984,7.877990961074829,16.4629008769989,26.801493406295776,33.28552007675171,71.45441961288452,"unknown","unknown",77.57193732261658,83.9192214012146,85.80096745491028,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",92.5445818901062,"","unknown",98.22561979293823,103.51334476470947,"unknown",110.68829727172852,"unknown",117.75744771957397,119.23204779624939,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",126.07740354537964,"unknown","unknown",131.7921164035797,"",""
"5d2b358","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5d9ae0c","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"73d4e20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"be94a32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9f972fb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6e93efd",-14.94614839553833,"unknown",-9.335054397583008,-2.0087156295776367,0.0,6.308769464492798,8.086698532104492,15.605156898498535,17.0890896320343,23.55059003829956,26.497138023376465,"unknown","unknown",33.56370711326599,38.87366271018982,40.66442084312439,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",47.766695737838745,"","unknown",54.78582000732422,57.737977743148804,"unknown","unknown",64.43703198432922,70.63096451759338,77.54705309867859,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",83.7505431175232,"unknown","unknown",90.40868425369263,"",""
"5a4afae","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
