"","1","recurso","1b","2","cont","3","cont_1","4","dilema","5","yo_1","6A_yo","6B_yo","6C_yo","7_yo","v_yo_1","8_yo","9A_yo","9B_yo","9C_yo","10_yo","11_yo","12A_yo","12B_yo","12C_yo","13_yo_1","13_yo_3","5_otro","otro_1","6A_otro","6B_otro","6C_otro","7_otro","v_otro_1","8_otro","9A_otro","9B_otro","9C_otro","10_otro","11_otro","12A_otro","12B_otro","12C_otro","13_otro_1","13_otro_2","13_otro_3","14"
"518e9b8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"b5edd3c","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"374ecf8",-10812.549058198929,"unknown",-10807.048590898514,-10801.718661546707,0.0,6.495290756225586,8.58865237236023,17.468445777893066,28.399137258529663,34.94240045547485,37.63605523109436,43.967461824417114,"unknown","unknown",51.03215265274048,52.81665301322937,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown",58.54733085632324,"unknown",63.74521279335022,65.30100631713867,71.24624228477478,"unknown","unknown",76.67213940620422,78.77116751670837,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown",85.80886316299438,"unknown","unknown",91.90662956237793
"89f120b","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1883ca0",-9888.609373807907,"unknown",-9881.65472650528,-9875.720101594925,0.0,5.573469400405884,7.211583614349365,14.300314903259277,22.75931215286255,28.57579255104065,30.731669425964355,37.601452350616455,"unknown","unknown",43.76236009597778,46.95025992393494,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown",52.949660539627075,"unknown",59.91112995147705,62.7619104385376,69.99071764945984,"unknown","unknown",75.55180835723877,79.81172895431519,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown",85.67870116233826,"unknown","unknown",90.94340062141418
"8d2da97","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2541155","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ac6f3f6",-40.823469161987305,"unknown",-34.81640410423279,-28.300325393676758,0.0,6.623936176300049,13.741724252700806,20.851165533065796,33.68049955368042,40.02578067779541,43.06057357788086,50.248202085494995,"unknown","unknown",57.46177434921265,59.87680649757385,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown",65.43515658378601,"unknown",71.40452480316162,73.94108891487122,80.97492718696594,"unknown","unknown",87.81848073005676,89.26793551445007,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown",95.31267046928406,"unknown","unknown",100.5802628993988
"62447b9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"20f3e2e",-2436.252850294113,"unknown",-2430.8273406028748,-2425.0972039699554,0.0,6.802279472351074,25.894938707351685,33.93902349472046,55.35021662712097,62.265466928482056,69.3997733592987,"unknown",75.87271785736084,"unknown",82.58397936820984,112.2726378440857,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown",118.36339998245239,"unknown",125.64316964149475,131.54071044921875,137.9794044494629,"unknown","unknown",144.08310270309448,149.419278383255,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown",156.23092651367188,"unknown","unknown",162.45845437049866
