"","1","recurso","1b","2","cont","3","cont_1","4","dilema","5","yo_1","6A_yo","6B_yo","6C_yo","7_yo","v_yo_1","8_yo","yo_2","9A_yo","9B_yo","9C_yo","10_yo","v_yo_2","11_yo","12A_yo","12B_yo","12C_yo","13_yo_1","13_yo_2","13_yo_3","5_otro","otro_1","6A_otro","6B_otro","6C_otro","7_otro","v_otro_1","8_otro","otro_2","9A_otro","9B_otro","9C_otro","10_otro","v_otro_2","11_otro","12A_otro","12B_otro","12C_otro","13_otro_1","13_otro_2","13_otro_3","14"
"518e9b8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"b5edd3c","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"374ecf8",-42988.17715883255,"unknown",-42981.227512836456,-42975.19496560097,0.0,7.320093393325806,8.903480529785156,15.013832092285156,23.85065460205078,30.142553329467773,39.84266996383667,"unknown",46.62096047401428,"unknown",53.73571586608887,55.208863258361816,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",61.46652817726135,"","unknown",66.93462657928467,82.47215986251831,"unknown",88.83445620536804,"unknown",94.43534326553345,96.78242802619934,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",102.53298664093018,"unknown","unknown",108.5708601474762
"89f120b","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1883ca0",-2972.7002227306366,"unknown",-2966.664848804474,-2959.4862327575684,0.0,5.437879323959351,15.65585732460022,22.190022706985474,30.211400270462036,36.30805468559265,48.732298612594604,"unknown","unknown",54.979743003845215,61.32126021385193,68.3392276763916,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",75.2799882888794,"","unknown",81.0862455368042,120.48334169387817,126.19578909873962,"unknown","unknown",132.02772521972656,151.97645711898804,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",158.25464844703674,"unknown","unknown",164.90294408798218
"8d2da97","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2541155",-2781.933118581772,"unknown",-2776.48322224617,-2769.432950258255,0.0,5.63710355758667,7.20095419883728,14.04476261138916,24.44945454597473,30.371551513671875,35.68529534339905,42.42209434509277,"unknown","unknown",47.95708727836609,53.94420862197876,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",60.04794931411743,"","unknown",65.74299645423889,323.2701783180237,"unknown",330.1001751422882,"unknown",336.76186418533325,341.835009098053,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",348.17416977882385,"unknown","unknown",354.54823303222656
"ac6f3f6",-41828.33786058426,"unknown",-41822.09281229973,-41815.69405078888,0.0,6.374323844909668,29.250537395477295,36.10928201675415,56.97592115402222,63.25934672355652,70.65266919136047,"unknown","unknown",76.68759155273438,82.15526390075684,92.01440525054932,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",97.79381012916565,"","unknown",103.38010954856873,2296.044506549835,"unknown","unknown",2303.1873111724854,2310.107563018799,2317.7195580005646,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",2324.422397375107,"unknown","unknown",2330.306540966034
"62447b9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"20f3e2e",-30950.96031165123,"unknown",-30944.089442253113,-30937.10519218445,0.0,6.778543949127197,10.2394540309906,16.84613537788391,35.34686636924744,41.00401306152344,53.47453713417053,"unknown","unknown",60.56224775314331,65.75009346008301,69.0777473449707,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",75.59641909599304,"","unknown",82.73235201835632,84.27995562553406,"unknown",90.21822094917297,"unknown",96.10419917106628,97.31976389884949,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",103.3337652683258,"unknown","unknown",109.70797491073608
