"","1","recurso","1b","2","cont","3","cont_1","4","dilema","5","yo_1","6A_yo","6B_yo","6C_yo","7_yo","v_yo_1","8_yo","9A_yo","9B_yo","9C_yo","10_yo","11_yo","12A_yo","12B_yo","12C_yo","13_yo_1","13_yo_3","5_otro","otro_1","6A_otro","6B_otro","6C_otro","7_otro","v_otro_1","8_otro","otro_2","9A_otro","9B_otro","9C_otro","10_otro","v_otro_2","11_otro","12A_otro","12B_otro","12C_otro","13_otro_1","13_otro_2","13_otro_3","14","2_1"
"90434eb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"37674f9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0dc300b","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1800004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7b3c431",-546.6676270961761,"unknown",-540.4898085594177,-533.8923518657684,0.0,6.144140958786011,11.514259099960327,17.663199424743652,28.72346067428589,34.22721743583679,106.30462265014648,"unknown","unknown",113.0891010761261,119.9184980392456,123.14994835853577,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown",129.5904529094696,"unknown",134.90002918243408,140.89783477783203,"unknown",147.42992162704468,"unknown",153.14964652061462,154.47766828536987,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",160.0009744167328,"unknown","unknown",165.60919332504272,""
"2457ed6",-453861.2513885498,"unknown",-453854.34982681274,-453847.9493923187,0.0,5.758153915405273,9.795392513275146,15.86068344116211,31.721797704696655,38.79328966140747,51.172836780548096,"unknown",57.61378264427185,"unknown",63.91399025917053,65.90932130813599,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown",73.06766438484192,"unknown",78.42715668678284,85.15449786186218,"unknown",91.74632501602173,"unknown",98.48583602905273,100.61997294425964,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",107.8010196685791,"unknown","unknown",114.07883334159851,""
"c4bba29",-128.13553595542908,"unknown",-121.64306926727295,-115.28854632377625,0.0,6.9999237060546875,9.788897514343262,15.289990663528442,35.57643508911133,41.86846399307251,44.73638296127319,50.33662939071655,"unknown","unknown",56.0995728969574,86.31471109390259,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown",91.90372014045715,"unknown",98.45756983757019,100.54491710662842,106.31127429008484,"unknown","unknown",113.13889336585999,121.68164777755737,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",127.15744471549988,"unknown","unknown",133.2659854888916,""
"2dffb9e",-1260.149399280548,"unknown",-1253.1576867103577,-1246.3879179954529,0.0,5.572430610656738,12.70177960395813,18.726271152496338,20.1927330493927,26.804669618606567,38.23024559020996,45.144089698791504,"unknown","unknown",51.64150905609131,53.40518808364868,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown",59.43050718307495,"unknown",64.97523975372314,72.00776958465576,78.46183633804321,"unknown","unknown",84.52457523345947,85.92560911178589,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",93.24279808998108,"unknown","unknown",99.6519546508789,""
"7a35b75",-2779.006938934326,"unknown",-2771.4514484405518,-2764.9474997520447,0.0,6.319568395614624,10.409055471420288,15.76644229888916,32.54320740699768,39.03716421127319,43.92743420600891,"unknown","unknown",50.02445077896118,55.45033931732178,57.40862417221069,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown",62.71408033370972,"unknown",69.96216559410095,98.8060929775238,"unknown",104.599529504776,"unknown",110.9750440120697,114.12834239006042,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",120.58999228477478,"unknown","unknown",126.66748929023743,""
"3883e37","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"eacd6a3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"d09321f","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1116780","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"58b1c8e","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"bf3dfcf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
