"","1","recurso","1b","2","cont","3","cont_1","4","dilema","5","yo_1","6A_yo","6B_yo","6C_yo","7_yo","v_yo_1","8_yo","9A_yo","9B_yo","9C_yo","10_yo","11_yo","12A_yo","12B_yo","12C_yo","13_yo_1","13_yo_3","5_otro","otro_1","6A_otro","6B_otro","6C_otro","7_otro","v_otro_1","8_otro","9A_otro","9B_otro","9C_otro","10_otro","11_otro","12A_otro","12B_otro","12C_otro","13_otro_1","13_otro_2","13_otro_3","14"
"518e9b8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"b5edd3c","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"374ecf8",-32949.95383763313,"unknown",-32944.48141169548,-32937.567214250565,0.0,5.609450101852417,9.794114351272583,17.594962120056152,68.03741693496704,74.36526560783386,76.54136896133423,83.05475449562073,"unknown","unknown",89.70025944709778,91.49629330635071,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown",98.62553787231445,"unknown",105.24098110198975,179.8055830001831,186.06023931503296,"unknown","unknown",192.76838445663452,215.34669852256775,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown",221.13213777542114,"unknown","unknown",227.36891078948975
"89f120b","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1883ca0",-20225.65532708168,"unknown",-20218.47057700157,-20211.678669452667,0.0,6.924141883850098,23.070950984954834,31.386770963668823,45.827125549316406,53.15720462799072,62.783297300338745,"unknown",68.34882998466492,"unknown",75.11066913604736,76.953537940979,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown",83.4853777885437,"unknown",89.98837471008301,92.92054581642151,99.39162540435791,"unknown","unknown",106.55892038345337,108.62852668762207,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown",114.39298582077026,"unknown","unknown",120.58139181137085
"8d2da97","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2541155",-659.6764011383057,"unknown",-652.8506035804749,-645.8499422073364,0.0,5.5042335987091064,7.253870010375977,15.253142833709717,26.440669298171997,32.29193687438965,34.22302961349487,41.145941734313965,"unknown","unknown",46.57558560371399,47.992443323135376,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown",54.8246328830719,"unknown",60.50935626029968,67.8432469367981,"unknown",73.77302837371826,"unknown",79.38368701934814,591.6342117786407,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown",600.5785055160522,"unknown","unknown",607.302229642868
"ac6f3f6",-7399.852370262146,"unknown",-7393.837255954742,-7387.306759595871,0.0,7.209673166275024,8.922869205474854,16.1240394115448,23.771918296813965,30.194151163101196,33.99864196777344,"unknown","unknown",40.78982853889465,46.96186923980713,50.52805256843567,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown",58.004061222076416,"unknown",64.65080165863037,67.147794008255,73.57750582695007,"unknown","unknown",79.4476625919342,83.12636375427246,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown",90.18061590194702,"unknown","unknown",96.91512322425842
"62447b9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"20f3e2e",-114.04846549034119,"unknown",-108.05524039268494,-101.33956146240234,0.0,7.269811391830444,9.42476749420166,17.07151222229004,93.15354800224304,99.17261862754822,146.10149025917053,"unknown","unknown",153.0704905986786,159.03804969787598,164.65550255775452,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown",171.13605642318726,"unknown",176.79990363121033,179.74647092819214,"unknown",185.21411442756653,"unknown",191.36805701255798,193.0885579586029,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown",198.60511422157288,"unknown","unknown",204.90816855430603
