"","1","recurso","1b","2","cont","3","cont_1","4","dilema","5","yo_1","6A_yo","6B_yo","6C_yo","7_yo","v_yo_1","8_yo","9A_yo","9B_yo","9C_yo","10_yo","11_yo","12A_yo","12B_yo","12C_yo","13_yo_1","13_yo_3","5_otro","otro_1","6A_otro","6B_otro","6C_otro","7_otro","v_otro_1","8_otro","9A_otro","9B_otro","9C_otro","10_otro","11_otro","12A_otro","12B_otro","12C_otro","13_otro_1","13_otro_2","13_otro_3","14"
"518e9b8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"b5edd3c","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"374ecf8",-33464.57434082031,"unknown",-33459.08936858177,-33453.05106925964,0.0,6.0782694816589355,8.242985486984253,16.495057106018066,24.364014148712158,31.060314416885376,33.42771315574646,40.729488134384155,"unknown","unknown",47.62859511375427,50.17946815490723,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown",56.65796875953674,"unknown",63.70887517929077,65.71787595748901,72.11649417877197,"unknown","unknown",77.44357752799988,83.05484819412231,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown",89.06786942481995,"unknown","unknown",95.99938678741455
"89f120b","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1883ca0",-4163.260581970215,"unknown",-4156.310089826584,-4151.03542971611,0.0,6.188663721084595,77.66134572029114,86.32782316207886,96.48702597618103,101.8009626865387,108.95599460601807,"unknown","unknown",115.01008152961731,121.20337128639221,122.95878744125366,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown",129.69087314605713,"unknown",135.0908567905426,148.61539506912231,"unknown","unknown",154.84222841262817,161.23333859443665,298.5202271938324,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown",304.08740067481995,"unknown","unknown",310.3201713562012
"8d2da97","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2541155","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ac6f3f6",-1226.0597350597382,"unknown",-1218.6994090080261,-1213.0707290172577,0.0,7.098836421966553,15.209359169006348,23.374836444854736,31.618221044540405,38.30892467498779,43.01229405403137,"unknown","unknown",49.62578725814819,56.91349935531616,59.74561548233032,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown",66.88101315498352,"unknown",72.68899583816528,88.57159280776978,95.24487614631653,"unknown","unknown",100.81831049919128,102.83426880836487,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown",108.03261065483093,"unknown","unknown",114.55045580863953
"62447b9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"20f3e2e",-27129.022005081177,"unknown",-27123.75837469101,-27116.622893810272,0.0,7.583067417144775,9.994526147842407,18.869813680648804,149.61989212036133,156.5825161933899,158.7141888141632,"unknown",165.1020109653473,"unknown",171.65055346488953,173.63274812698364,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown",179.07253050804138,"unknown",184.37469506263733,198.01491498947144,"unknown",204.58135175704956,"unknown",210.42867636680603,215.45712041854858,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown",222.29302263259888,"unknown","unknown",228.80051064491272
