"","1","recurso","1b","2","cont","3","cont_1","4","dilema","5","yo_1","6A_yo","6B_yo","6C_yo","7_yo","v_yo_1","8_yo","yo_2","9A_yo","9B_yo","9C_yo","10_yo","v_yo_2","11_yo","12A_yo","12B_yo","12C_yo","13_yo_1","13_yo_2","13_yo_3","5_otro","otro_1","6A_otro","6B_otro","6C_otro","7_otro","v_otro_1","8_otro","9A_otro","9B_otro","9C_otro","10_otro","11_otro","12A_otro","12B_otro","12C_otro","13_otro_1","13_otro_2","13_otro_3","14"
"518e9b8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"b5edd3c","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"374ecf8",-16902.21959376335,"unknown",-16896.501427412033,-16890.56855750084,0.0,6.953815460205078,8.860738277435303,17.54234528541565,32.18906784057617,38.48674702644348,46.51057529449463,"unknown",52.640204429626465,"unknown",59.00710463523865,61.69222831726074,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",67.97807121276855,"","unknown",74.60088324546814,77.34176659584045,84.13336682319641,"unknown","unknown",89.97419357299805,92.74479341506958,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown",98.72707939147949,"unknown","unknown",105.83557152748108
"89f120b","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1883ca0",-74878.82060360909,"unknown",-74873.18144106865,-74866.2117934227,0.0,7.101059913635254,66.63611626625061,74.57117438316345,88.02936363220215,93.57847666740417,101.3473482131958,"unknown",107.616135597229,"unknown",114.01398730278015,116.38804149627686,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",122.64866256713867,"","unknown",129.41248774528503,142.24283075332642,"unknown",148.40848565101624,"unknown",154.8785843849182,159.5978171825409,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown",164.87869930267334,"unknown","unknown",171.7853388786316
"8d2da97","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2541155","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ac6f3f6",-15.148002624511719,"unknown",-8.465767860412598,-1.897705316543579,0.0,7.489427089691162,59.257768630981445,67.5799777507782,96.29166746139526,103.60482835769653,108.74398851394653,114.84850716590881,"unknown","unknown",121.40783882141113,123.14750599861145,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",129.52984523773193,"","unknown",135.53902292251587,143.73917746543884,150.41816186904907,"unknown","unknown",156.23412084579468,157.60551738739014,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown",163.96695947647095,"unknown","unknown",170.6901159286499
"62447b9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"20f3e2e",-23177.489379882812,"unknown",-23171.079116344452,-23164.537863492966,0.0,5.5007171630859375,13.388222455978394,21.59307098388672,275.98948860168457,281.6193861961365,326.26319217681885,"unknown",331.8769066333771,"unknown",338.3183455467224,341.7553939819336,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",348.44175148010254,"","unknown",354.3714737892151,366.18034052848816,371.8156387805939,"unknown","unknown",377.3861711025238,379.11293053627014,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown",384.4991250038147,"unknown","unknown",389.7933864593506
