"","1","recurso","1b","2","cont","3","cont_1","4","dilema","5","yo_1","6A_yo","6B_yo","6C_yo","7_yo","v_yo_1","8_yo","yo_2","9A_yo","9B_yo","9C_yo","10_yo","v_yo_2","11_yo","12A_yo","12B_yo","12C_yo","13_yo_1","13_yo_2","13_yo_3","5_otro","otro_1","6A_otro","6B_otro","6C_otro","7_otro","v_otro_1","8_otro","otro_2","9A_otro","9B_otro","9C_otro","10_otro","v_otro_2","11_otro","12A_otro","12B_otro","12C_otro","13_otro_1","13_otro_2","13_otro_3","14"
"518e9b8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"b5edd3c","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"374ecf8",-5367.270058393478,"unknown",-5361.333688020706,-5355.905798435211,0.0,6.396242141723633,8.857997179031372,17.462813138961792,35.94800877571106,42.82270288467407,50.7687451839447,"unknown",57.73200011253357,"unknown",64.57054591178894,66.23786902427673,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",72.68475580215454,"","unknown",79.20528531074524,81.26841378211975,88.01960563659668,"unknown","unknown",94.09212446212769,96.38793396949768,103.44172835350037,105.27982878684998,"unknown",112.30372023582458,"unknown",117.6179826259613,119.41214942932129,"unknown","unknown","unknown","unknown","unknown",125.9341299533844,"unknown",131.4009165763855
"89f120b","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1883ca0",-74025.83783721924,"unknown",-74020.23841762543,-74012.38354277611,0.0,5.676626920700073,7.41611909866333,15.361501216888428,113.9942078590393,120.85004425048828,122.99962067604065,"unknown","unknown",128.8410074710846,135.34595704078674,333.21283292770386,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",340.06498098373413,"","unknown",345.7623589038849,510.3172731399536,516.1124522686005,"unknown","unknown",522.3724944591522,741.6092643737793,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",747.618147611618,"unknown","unknown",754.7744407653809
"8d2da97","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2541155","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ac6f3f6",-49.018187046051025,"unknown",-42.445232629776,-35.362143993377686,0.0,6.2681474685668945,22.352486610412598,30.624639749526978,35.416587114334106,41.68530535697937,56.8823082447052,"unknown","unknown",63.74771308898926,69.96720957756042,77.76644682884216,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",84.96223783493042,"","unknown",90.97285580635071,101.58473920822144,"unknown","unknown",107.69032979011536,113.90445971488953,117.78714418411255,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",125.11585855484009,"unknown","unknown",131.32017588615417
"62447b9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"20f3e2e",-30208.711894750595,"unknown",-30201.5720911026,-30195.351606845856,0.0,7.196964502334595,11.488495826721191,18.509218215942383,103.67292928695679,109.91819405555725,112.43638706207275,"unknown",118.55303955078125,"unknown",124.0182478427887,126.35986042022705,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",131.71969270706177,"","unknown",137.9937252998352,145.74142360687256,"unknown",151.3022928237915,"unknown",158.50871467590332,164.93289160728455,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",171.8186719417572,"unknown","unknown",179.07759189605713
