"","1","recurso","1b","2","cont","3","cont_1","4","dilema","5","yo_1","6A_yo","6B_yo","6C_yo","7_yo","v_yo_1","8_yo","yo_2","9A_yo","9B_yo","9C_yo","10_yo","v_yo_2","11_yo","12A_yo","12B_yo","12C_yo","13_yo_1","13_yo_2","13_yo_3","5_otro","otro_1","6A_otro","6B_otro","6C_otro","7_otro","v_otro_1","8_otro","otro_2","9A_otro","9B_otro","9C_otro","10_otro","v_otro_2","11_otro","otro_3","12A_otro","12B_otro","12C_otro","13_otro_1","13_otro_2","13_otro_3","14"
"7a35b75",-2208.5103073120117,"unknown",-2201.4137420654297,-2195.8506836891174,0.0,5.45021390914917,9.396155595779419,15.842987060546875,29.09680676460266,35.716200828552246,64.80685997009277,70.7288875579834,"unknown","unknown",77.57177472114563,79.19375038146973,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",86.14012169837952,"","unknown",91.59746623039246,96.12722682952881,103.17153930664062,"unknown","unknown",110.02791595458984,111.78761148452759,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",118.40389561653137,"unknown","unknown",124.06853938102722
"3883e37","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"eacd6a3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"d09321f","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1116780","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"58b1c8e","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"bf3dfcf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"80e625f","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9846ca8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"cc02471",-3425.209386587143,"unknown",-3418.934952735901,-3411.773005962372,0.0,6.736903667449951,9.076229572296143,14.309985876083374,33.280542612075806,39.052085638046265,45.9716956615448,"unknown",53.035308599472046,"unknown",59.36750888824463,76.17247653007507,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",82.37252902984619,"","unknown",89.3799843788147,1058.0619814395905,1063.9521944522858,"unknown","unknown",1069.3858110904694,1301.22216629982,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",1306.4666850566864,"unknown","unknown",1314.1222372055054
"0a30844","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"43d0b63",-19905.85509967804,"unknown",-19898.587922096252,-19893.216183662415,0.0,6.733759164810181,10.3157217502594,16.73396944999695,31.58969783782959,37.38893532752991,40.041961669921875,46.03075981140137,"unknown","unknown",51.81317973136902,53.908716440200806,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",60.818281412124634,"","unknown",66.42217421531677,69.78933835029602,75.03028774261475,"unknown","unknown",81.63017511367798,83.67040967941284,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",89.73717403411865,"unknown","unknown",97.06296634674072
"addf295","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"870dc60","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1a8e45b",-11931.61362695694,"unknown",-11924.515011310577,-11917.906946897507,0.0,5.623584032058716,8.84926152229309,14.785514116287231,24.21218967437744,29.98481297492981,38.45772171020508,"unknown",44.55801010131836,"unknown",50.95983815193176,52.51317024230957,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",59.43905997276306,"","unknown",65.39215111732483,67.90529370307922,73.82506799697876,"unknown","unknown",80.48966670036316,106.12290906906128,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",120.72382402420044,"unknown","unknown",127.08451080322266
"0e42357","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5f2a1aa","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"87b3434","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"bd305b8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4b70ed3",-49553.59978699684,"unknown",-49546.53638482094,-49540.22789478302,0.0,5.444903135299683,10.293073892593384,17.355874061584473,29.056116342544556,35.64253044128418,46.42972254753113,"unknown","unknown",53.394558906555176,59.15358281135559,60.75383758544922,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",67.48266220092773,"","unknown",74.52046322822571,80.13947486877441,87.07612133026123,"unknown","unknown",92.6084349155426,93.78104066848755,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",99.24417805671692,"unknown","unknown",104.50156688690186
"8ec15bc",-113.419349193573,"unknown",-106.69556879997253,-100.5820734500885,0.0,8.049675703048706,11.848126649856567,17.453816890716553,29.604517698287964,36.811452865600586,40.82927322387695,"unknown","unknown",47.097208738327026,53.198878049850464,55.43125343322754,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",61.866660356521606,"","unknown",67.8875515460968,70.00044584274292,75.95931601524353,"unknown","unknown",82.26821732521057,85.92319130897522,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",91.92643570899963,"unknown","unknown",99.17968940734863
"6c8906b","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"e51496b","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"01baaf6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"e8a0b7a","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"dae9b13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6c3f0f6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4828266","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1f77294","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6f1360e","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1e17723","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"614fc3f",-255158.24859309196,"unknown",-255151.887881279,-255145.14067578316,0.0,5.346268177032471,8.01351284980774,14.357159614562988,23.689159870147705,29.61257576942444,36.70120620727539,42.81648397445679,"unknown","unknown",48.30978965759277,50.70898723602295,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",56.31349158287048,"","unknown",63.405943393707275,67.82652187347412,73.92972421646118,"unknown","unknown",80.43892908096313,82.12485980987549,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",88.34522819519043,"unknown","unknown",94.00040197372437
"a300755","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"802d704","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"e892cd4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"b06ee97","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"758fff8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ac42d69",-1064.454349040985,"unknown",-1058.6668300628662,-1052.4652183055878,0.0,6.504393577575684,10.393773794174194,15.957292795181274,28.34118914604187,35.72213435173035,40.097352266311646,45.51840138435364,"unknown","unknown",51.976882457733154,53.48788571357727,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",60.186681270599365,"","unknown",66.0057361125946,68.23268580436707,74.40495657920837,"unknown","unknown",79.85687518119812,81.89766025543213,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",88.22676157951355,"unknown","unknown",94.77930855751038
"7bb45d3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7622483","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1f16f74","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"730747e",-1408.8157682418823,"unknown",-1402.4570910930634,-1396.0998497009277,0.0,7.116140127182007,10.748651504516602,16.180471897125244,23.526495695114136,29.44553780555725,33.432631731033325,39.708314418792725,"unknown","unknown",46.72720408439636,51.144646406173706,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",57.17709732055664,"","unknown",63.35780668258667,94.90940427780151,101.87475037574768,"unknown","unknown",108.9124698638916,2275.494164943695,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",2280.8935158252716,"unknown","unknown",2287.9875428676605
"07ff49d",-148.57169556617737,"unknown",-142.74136924743652,-135.53653264045715,0.0,7.030608892440796,67.13414716720581,74.23158740997314,82.27900171279907,87.88601517677307,96.14729714393616,102.68905425071716,"unknown","unknown",109.93453121185303,6983.46561050415,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",6991.166980981827,"","unknown",6996.587443351746,7002.5466458797455,7008.643142223358,"unknown","unknown",7014.758518457413,7032.7360780239105,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",7039.964047670364,"unknown","unknown",7045.8996732234955
"22fdb61","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"db046f2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"73c3f48","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3218556","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"99ee852",-41619.89037871361,"unknown",-41612.827191352844,-41607.1536488533,0.0,6.34730339050293,11.427736520767212,16.64790368080139,31.882532358169556,37.551811933517456,42.36973333358765,48.4438054561615,"unknown","unknown",54.35024094581604,59.44963788986206,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",65.89250683784485,"","unknown",72.08503842353821,90.5820791721344,97.718496799469,"unknown","unknown",104.16130805015564,128.8029386997223,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",135.0624554157257,"unknown","unknown",142.1572654247284
"ad2fc5b",-4738.217258453369,"unknown",-4732.410326004028,-4725.802638530731,0.0,7.072734594345093,11.132209062576294,17.87758159637451,30.316675186157227,37.02562928199768,49.4112663269043,"unknown",55.18674111366272,"unknown",61.70055055618286,63.44471454620361,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",69.68870067596436,"","unknown",76.1368944644928,188.1516969203949,193.66073775291443,"unknown","unknown",200.6472945213318,206.91108679771423,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",213.06910467147827,"unknown","unknown",219.58423805236816
"d318264","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"741ef32",-8484.213274240494,"unknown",-8477.854407787323,-8471.565747022629,0.0,6.683679580688477,9.59204888343811,15.389005184173584,31.009407997131348,36.36050534248352,53.492716550827026,"unknown",59.58191537857056,"unknown",65.91541528701782,67.45475935935974,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",74.37488508224487,"","unknown",80.61419463157654,85.08375263214111,92.16069436073303,"unknown","unknown",98.71896076202393,101.14305329322815,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",107.73396301269531,"unknown","unknown",114.1416437625885
"b75259d","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"b67425b","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"446ad6c",-1146.009003162384,"unknown",-1138.8113169670105,-1131.7206864356995,0.0,5.945497512817383,8.136387825012207,14.298218727111816,16.763554334640503,24.037681102752686,32.21384572982788,42.242366552352905,"unknown","unknown",48.90175223350525,51.486979722976685,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",58.0165536403656,"","unknown",66.53343772888184,97.45977783203125,"unknown","unknown",104.079922914505,110.49343228340149,113.25550246238708,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",120.63282322883606,"unknown","unknown",129.21478819847107
"70405ea","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1117a63",-9752.872063398361,"unknown",-9746.759433984756,-9741.294164896011,0.0,6.543740510940552,11.625914573669434,18.781800508499146,32.513895750045776,38.945616722106934,43.13702344894409,"unknown","unknown",50.55266308784485,57.44704222679138,74.27330541610718,80.74832391738892,101.75552415847778,"unknown",109.07513356208801,"unknown",115.00322389602661,117.0443663597107,"unknown","unknown","unknown","unknown","unknown",122.98204398155212,"unknown",128.65705633163452,135.4004442691803,141.95871257781982,"unknown","unknown",148.719877243042,160.79329919815063,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",167.01696109771729,"unknown","unknown",174.41202545166016
"537189f","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17b5a6e","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"d3e37eb",-263909.3862583637,"unknown",-263903.9888906479,-263897.5725724697,0.0,5.226843595504761,35.710471391677856,42.86130332946777,53.07481813430786,59.65002918243408,74.80423378944397,"unknown",80.99964165687561,"unknown",86.61802411079407,88.94032883644104,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",95.71265721321106,"","unknown",102.2476806640625,111.40901684761047,118.3181779384613,"unknown","unknown",125.24969410896301,127.2449221611023,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",133.76832699775696,"unknown","unknown",140.06897473335266
"2ee7f92",-9247.51425743103,"unknown",-9241.111989498138,-9235.626088619232,0.0,6.376361131668091,10.280584335327148,16.70875382423401,17.969114780426025,24.51463794708252,27.399558305740356,"unknown","unknown",34.47822380065918,40.074416399002075,41.53000354766846,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",48.3130829334259,"","unknown",55.13421845436096,57.1726598739624,63.14869785308838,"unknown","unknown",69.84470868110657,72.56172442436218,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",77.83244895935059,"unknown","unknown",84.33765149116516
"89d63ed",-54.59690809249878,"unknown",-48.81566023826599,-42.746140480041504,0.0,5.356059551239014,7.587168455123901,13.311831951141357,15.49973464012146,20.84446954727173,25.129514694213867,"unknown","unknown",32.26066780090332,38.175586462020874,39.756189584732056,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",45.73989391326904,"","unknown",51.00067329406738,55.94806742668152,"unknown",61.78825521469116,"unknown",67.98572063446045,69.71404314041138,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",75.60008668899536,"unknown","unknown",82.04672050476074
"c0a644e",-3582.307552576065,"unknown",-3576.593574285507,-3569.823358297348,0.0,6.559929132461548,52.73445010185242,59.25310564041138,66.65337705612183,73.48054075241089,76.86219596862793,83.68609619140625,"unknown","unknown",90.26694583892822,102.22449064254761,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",108.10720539093018,"","unknown",114.41277694702148,117.55496835708618,124.25252199172974,"unknown","unknown",130.1889488697052,343.7953927516937,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",349.5394320487976,"unknown","unknown",356.74542808532715
"80f558b",-580319.4408466816,"unknown",-580313.2876873016,-580307.0959143639,0.0,7.239168405532837,12.046164512634277,18.30474328994751,28.794761419296265,35.960917472839355,49.61319613456726,56.634849548339844,"unknown","unknown",62.36490201950073,64.73182225227356,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",70.40014362335205,"","unknown",75.73184061050415,79.48933553695679,85.37220907211304,"unknown","unknown",92.11264324188232,95.36157178878784,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",100.73463606834412,"unknown","unknown",106.68585062026978
"9ad2396","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"87e4f18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0186834","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0355f6d",-4391.380981206894,"unknown",-4385.635764837265,-4379.444429397583,0.0,6.192318916320801,12.178197145462036,17.808035373687744,31.22753882408142,37.85274934768677,50.783955097198486,57.83854413032532,"unknown","unknown",63.27968883514404,65.07765793800354,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",70.71421456336975,"","unknown",77.0346097946167,80.51230549812317,87.77608180046082,"unknown","unknown",93.47792148590088,95.60421419143677,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",102.42715740203857,"unknown","unknown",109.32225227355957
"fa6a8b8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"44167d5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"145d339",-13700.192849874496,"unknown",-13693.101117372513,-13686.230637073517,0.0,7.072904825210571,10.288150787353516,16.54233479499817,28.33676242828369,34.91746950149536,39.756022214889526,45.17568778991699,"unknown","unknown",51.35318899154663,97.60219883918762,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",103.77615571022034,"","unknown",110.30382466316223,125.35095191001892,132.509211063385,"unknown","unknown",138.68645405769348,140.40778398513794,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",146.3117425441742,"unknown","unknown",151.852148771286
"e96f42c","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"f382ec0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"962a7dd",-4477.26433134079,"unknown",-4471.1100244522095,-4465.304721832275,0.0,6.138040542602539,12.092871189117432,18.329792261123657,55.956501960754395,61.686705589294434,292.07392024993896,"unknown","unknown",297.63357973098755,303.8465299606323,313.6238844394684,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",319.7083053588867,"","unknown",326.8882577419281,356.6506016254425,"unknown",363.3943943977356,"unknown",369.11512899398804,371.9272794723511,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",377.30638003349304,"unknown","unknown",383.6625235080719
"5c97513","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"acc6118",-23760.654833316803,"unknown",-23755.1812479496,-23748.607290506363,0.0,15.123530626296997,19.208539724349976,26.81841516494751,43.02851462364197,57.02098560333252,59.29123544692993,64.57978248596191,"unknown","unknown",70.53363585472107,75.73495817184448,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",81.0204918384552,"","unknown",86.96532893180847,91.51956415176392,97.8328070640564,"unknown","unknown",103.85827589035034,105.7492790222168,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",111.53841781616211,"unknown","unknown",117.30107498168945
"d33371d","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"78603ec","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5d45bd1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"cfcbc2d","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"98ecb86",-502.754328250885,"unknown",-496.58089876174927,-490.0154056549072,0.0,6.966560125350952,9.558828115463257,16.70041561126709,21.80061674118042,28.652817726135254,33.435474157333374,"unknown","unknown",38.78321623802185,45.09438109397888,51.078293561935425,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",57.07999849319458,"","unknown",64.12124633789062,69.78348398208618,"unknown","unknown",76.5196225643158,83.33598494529724,85.84015154838562,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",91.96424531936646,"unknown","unknown",97.77405428886414
"7636563",-1102.824903011322,"unknown",-1097.5508267879486,-1090.7661962509155,0.0,5.857820510864258,8.327750444412231,15.461201429367065,22.24298071861267,28.339582920074463,31.953316688537598,"unknown","unknown",39.35550546646118,45.65642547607422,47.33559489250183,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",54.46122193336487,"","unknown",61.163325786590576,63.17121481895447,70.21132135391235,"unknown","unknown",76.57021713256836,78.01917600631714,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",85.34195113182068,"unknown","unknown",90.74906063079834
"5d2b358","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5d9ae0c","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"73d4e20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"be94a32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9f972fb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6e93efd",-1287.8468008041382,"unknown",-1281.3666243553162,-1274.3157517910004,0.0,7.16784405708313,8.875446796417236,14.55899715423584,19.69173288345337,26.960554122924805,28.96825122833252,"unknown","unknown",35.54535388946533,42.06621694564819,43.78382182121277,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",50.0613648891449,"","unknown",56.04757356643677,58.97882580757141,64.34225726127625,"unknown","unknown",71.07299733161926,72.69922018051147,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",78.14486908912659,"unknown","unknown",85.3891932964325
"5a4afae","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"c34e373","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"60a02cd","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6bac72b",-2780.5441558361053,"unknown",-2774.692552804947,-2768.4246792793274,0.0,6.12771463394165,7.999455690383911,13.379998922348022,21.103529453277588,27.658084392547607,30.214253902435303,36.29966068267822,"unknown","unknown",43.26817512512207,45.15827298164368,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",51.75552988052368,"","unknown",58.82855844497681,62.350258588790894,68.22624063491821,"unknown","unknown",73.7066421508789,76.88032364845276,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",82.39042663574219,"unknown","unknown",87.62649655342102
"c9285e4",-211.7140929698944,"unknown",-206.1651554107666,-199.96356463432312,0.0,6.758030891418457,33.451194524765015,38.93673324584961,42.34875249862671,49.66433048248291,52.33277654647827,58.42921280860901,"unknown","unknown",65.24112153053284,70.20332074165344,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",76.87052392959595,"","unknown",83.07018947601318,84.76461243629456,91.10743045806885,"unknown","unknown",98.06937432289124,102.10139203071594,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",108.69487380981445,"unknown","unknown",115.40371036529541
"bd4b2f4",-48607.83192920685,"unknown",-48602.57380604744,-48596.62712287903,0.0,6.44152307510376,9.95390796661377,15.182288885116577,46.33975172042847,53.15748143196106,56.37631821632385,"unknown",63.11758232116699,"unknown",70.15790390968323,72.90175986289978,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",78.20090556144714,"","unknown",83.64677953720093,87.62768507003784,93.12539172172546,"unknown","unknown",99.23426246643066,100.95847487449646,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",108.01031351089478,"unknown","unknown",114.1530933380127
"bd650e8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"b81bc6e","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32b1d7b","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0ff20c2",-45044.41453623772,"unknown",-45038.226365327835,-45033.044172763824,0.0,6.706077814102173,11.330711126327515,18.326651334762573,29.638495206832886,35.57164812088013,42.49216556549072,"unknown",48.508033752441406,"unknown",54.601468563079834,57.636284589767456,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",64.77141904830933,"","unknown",71.4742968082428,76.22497415542603,83.0647246837616,"unknown","unknown",90.12100315093994,99.66951084136963,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",106.2206563949585,"unknown","unknown",113.61935591697693
"19b0291","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"b0e3caa","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"297d8e5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"45f7f6c","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1df700a","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"d3a396c",-2158.1021597385406,"unknown",-2151.922084093094,-2145.0608394145966,0.0,7.2600624561309814,9.821295022964478,15.37909746170044,39.040919065475464,45.43244481086731,50.56105875968933,"unknown","unknown",57.12703061103821,64.18372893333435,65.24967408180237,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",70.50966715812683,"","unknown",77.85330653190613,79.18575930595398,86.31639647483826,"unknown","unknown",92.23311805725098,103.7940354347229,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",109.79717445373535,"unknown","unknown",116.95274901390076
