"","1","recurso","1b","2","cont","3","cont_1","4","dilema","5","yo_1","6A_yo","6B_yo","6C_yo","7_yo","v_yo_1","8_yo","9A_yo","9B_yo","9C_yo","10_yo","11_yo","12A_yo","12B_yo","12C_yo","13_yo_1","13_yo_3","5_otro","otro_1","6A_otro","6B_otro","6C_otro","7_otro","v_otro_1","8_otro","9A_otro","9B_otro","9C_otro","10_otro","11_otro","12A_otro","12B_otro","12C_otro","13_otro_1","13_otro_2","13_otro_3","14"
"c4bba29",-46.123223543167114,"unknown",-39.39992094039917,-33.06345248222351,0.0,5.7629194259643555,8.024420976638794,14.880433082580566,54.43287634849548,61.168113231658936,63.01088547706604,70.14462375640869,"unknown","unknown",75.54560565948486,320.5979971885681,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown",326.6186361312866,"unknown",333.42949771881104,420.5037705898285,426.42951345443726,"unknown","unknown",432.5186607837677,435.2735631465912,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown",442.02520537376404,"unknown","unknown",447.8915641307831
"2dffb9e","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7a35b75",-219.0887529850006,"unknown",-212.37365078926086,-205.68343877792358,0.0,6.886476039886475,11.885987758636475,17.778725385665894,34.535322427749634,41.115957260131836,45.273104429244995,"unknown",51.70576477050781,"unknown",57.271525621414185,59.86537218093872,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown",66.69567918777466,"unknown",72.26447486877441,81.93791842460632,"unknown",89.39744782447815,"unknown",94.79093432426453,96.48183703422546,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown",102.77789282798767,"unknown","unknown",109.57319617271423
"3883e37","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"eacd6a3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"d09321f","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1116780","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"58b1c8e","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"bf3dfcf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"80e625f","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
