"","1","recurso","1b","2","cont","3","cont_1","4","dilema","5","yo_1","6A_yo","6B_yo","6C_yo","7_yo","v_yo_1","8_yo","yo_2","9A_yo","9B_yo","9C_yo","10_yo","v_yo_2","11_yo","12A_yo","12B_yo","12C_yo","13_yo_1","13_yo_2","13_yo_3","5_otro","otro_1","6A_otro","6B_otro","6C_otro","7_otro","v_otro_1","8_otro","otro_2","9A_otro","9B_otro","9C_otro","10_otro","v_otro_2","11_otro","12A_otro","12B_otro","12C_otro","13_otro_1","13_otro_2","13_otro_3","14","2_1","4_1","5_otro_1","3_1","7_otro_1"
"6801018",-7547.645234823227,"unknown",-7542.086525917053,-7536.236355781555,0.0,8.08620548248291,11.244150638580322,19.554174184799194,24.118950843811035,30.940354108810425,45.13996171951294,"unknown",51.35980463027954,"unknown",57.805757999420166,59.6733763217926,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",64.9429259300232,"","unknown",71.09413981437683,78.2678017616272,83.85627388954163,"unknown","unknown",89.21252346038818,90.96908783912659,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",97.44538831710815,"unknown","unknown",102.97920179367065,"","","","",""
"61d9d14",-837650.813642025,"unknown",-837645.06184268,-837639.462151289,0.0,14.95869755744934,18.9697368144989,33.76874303817749,45.06280708312988,60.13619256019592,72.68407034873962,86.11225605010986,"unknown","unknown",93.35130429267883,94.70422697067261,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",100.72194528579712,"","unknown",107.17617630958557,111.53055310249329,116.84232568740845,"unknown","unknown",122.69416165351868,124.48020958900452,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",130.01332306861877,"unknown","unknown",136.47900080680847,"","","","",""
"ac3a94c",-48486.996052742004,"unknown",-48479.98657870293,-48473.455305337906,0.0,5.339513778686523,7.711374282836914,15.741250038146973,26.439721822738647,32.605695724487305,47.927817821502686,54.51156497001648,"unknown","unknown",60.87885236740112,65.04618382453918,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",71.13240480422974,"","unknown",78.20671486854553,112.74549770355225,120.61283373832703,"unknown","unknown",127.68704915046692,132.8665521144867,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",139.32998538017273,"unknown","unknown",144.74103808403015,"","","","",""
"eccfff0",-3357.4984743595123,"unknown",-3351.020243406296,-3344.1546337604523,0.0,6.037524700164795,19.74246311187744,27.469385385513306,53.082934617996216,59.716707944869995,84.4835057258606,90.51348686218262,"unknown","unknown",96.14756798744202,98.26881122589111,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",104.20671033859253,"","unknown",110.7665286064148,137.30761766433716,142.951584815979,"unknown","unknown",149.42646193504333,151.44163608551025,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",157.68935918807983,"unknown","unknown",164.58417463302612,"","","","",""
"49f21e0",-15754.862726688385,"unknown",-15748.120129823685,-15741.13296866417,0.0,6.721027374267578,9.802440166473389,17.90829563140869,23.232222318649292,28.86133599281311,31.91300106048584,"unknown","unknown",38.10875940322876,44.85195851325989,46.326359033584595,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",52.1629843711853,"","unknown",58.30436420440674,40429.26367354393,"unknown","unknown",40435.03354501724,40441.073446035385,40443.43777394295,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",40450.06883311272,"unknown","unknown",40456.92293572426,"","","","",""
"02ed09a",-6542.380529880524,"unknown",-6536.365075588226,-6529.931319952011,0.0,6.735366106033325,33.40509009361267,49.8882942199707,336209.8334174156,336216.576693058,336239.823754549,336245.89883732796,"unknown","unknown",336251.4507472515,336253.94052910805,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",336259.7637989521,"","unknown",336265.0483388901,336287.1259737015,336293.56438088417,"unknown","unknown",336299.977301836,336315.76485681534,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",336322.7710325718,"unknown","unknown",336329.74617671967,"","","","",""
"0514a07",-3691.4572565555573,"unknown",-3684.9986667633057,-3678.3084580898285,0.0,6.993211269378662,13.811505317687988,22.14392876625061,40.09296703338623,47.01365637779236,99.19577860832214,"unknown",106.04605507850647,"unknown",111.988116979599,125.2215805053711,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",132.1030297279358,"","unknown",139.30300331115723,611.1320104598999,"unknown",618.2939555644989,"unknown",624.7654476165771,627.8179430961609,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",633.599000453949,"unknown","unknown",640.4087135791779,"","","","",""
"37b9a9f",-35161.53569841385,"unknown",-35156.30629301071,-35149.822085142136,0.0,6.063398838043213,12.78933572769165,20.835281372070312,28.34686851501465,34.56397271156311,43.13790464401245,49.59973096847534,"unknown","unknown",55.28717374801636,57.61027908325195,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",63.17382216453552,"","unknown",70.25033569335938,37262.674681186676,37268.39793419838,"unknown","unknown",37274.83508992195,37277.03924870491,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",37282.538259744644,"unknown","unknown",37289.430282354355,"","","","",""
"3c0c7c1",-14732.788143634796,"unknown",-14726.31919002533,-14719.67215871811,0.0,15.25647521018982,18.362999439239502,33.549566984176636,41.45296263694763,55.79822826385498,66.39889717102051,80.8057770729065,"unknown","unknown",86.31321787834167,88.00612759590149,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",94.24315571784973,"","unknown",100.95147967338562,106.63688015937805,112.83206009864807,"unknown","unknown",119.68713736534119,121.01445317268372,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",127.4545590877533,"unknown","unknown",134.21395802497864,"","","","",""
"89f6d9e",-908067.9754874706,"unknown",-908061.167071104,-908055.1262934208,0.0,6.974945545196533,16.954784631729126,24.382879495620728,35.49155259132385,41.36570978164673,53.31129837036133,59.534708738327026,"unknown","unknown",66.23809289932251,69.16946482658386,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",76.49933123588562,"","unknown",82.63838195800781,91.53969526290894,97.75850057601929,"unknown","unknown",103.34546875953674,110.0349109172821,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",117.06050491333008,"unknown","unknown",122.92706346511841,-660651.0323946476,"","","",""
"4569a12",-90.7343635559082,"unknown",-83.59064197540283,-77.74216198921204,0.0,7.127960920333862,10.19980001449585,18.67268943786621,24.464459896087646,31.35577392578125,47.0233359336853,52.47477626800537,"unknown","unknown",58.5588014125824,60.73660111427307,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",67.365882396698,"","unknown",74.47034120559692,1398044.5662863255,1398050.5602738857,"unknown","unknown",1398056.3963153362,1398060.9871714115,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",1398067.0448403358,"unknown","unknown",1398072.5785303116,"","",1381550.9778878689,"",""
"39dc9b8",-17612.76828479767,"unknown",-17606.71443414688,-17600.389378786087,0.0,5.769976615905762,25.50370168685913,33.15845441818237,58.92443919181824,64.90112948417664,127.05977511405945,133.0451159477234,"unknown","unknown",139.45655274391174,141.89621925354004,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",149.1469144821167,"","unknown",155.68650269508362,165.37469935417175,170.77827715873718,"unknown","unknown",177.56028842926025,179.52241444587708,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",185.39983129501343,"unknown","unknown",190.79366779327393,"","","","",""
"56bae3a",-59.62128281593323,"unknown",-54.14556384086609,-47.375290632247925,0.0,7.162174463272095,12.338495016098022,20.011361598968506,32.61232328414917,39.776355028152466,53.296661376953125,59.79596018791199,"unknown","unknown",66.98475694656372,69.63436508178711,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",75.65651297569275,"","unknown",82.41897678375244,92.73343205451965,98.71457529067993,"unknown","unknown",104.46736884117126,107.00801420211792,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",113.99967241287231,"unknown","unknown",121.15413165092468,"","","","",""
"28ec805",-169.41075897216797,"unknown",-164.09910011291504,-158.77157187461853,0.0,5.8532233238220215,10.810262441635132,18.19222593307495,22.410876035690308,29.349841117858887,36.052680253982544,41.73667931556702,"unknown","unknown",47.37261629104614,50.73953866958618,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",56.524237394332886,"","unknown",63.629138469696045,69.97246217727661,75.84400177001953,"unknown","unknown",82.26477932929993,84.00885891914368,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",89.37879633903503,"unknown","unknown",96.36084651947021,"","","","",""
"4c8a5bc",-263514.5554149151,"unknown",-263508.62623000145,-263503.0124397278,0.0,7.266266822814941,17.6005117893219,24.530985832214355,42.18818163871765,48.417784214019775,55.76285004615784,62.62432885169983,"unknown","unknown",69.84610939025879,72.37394785881042,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",79.24503469467163,"","unknown",85.74887728691101,103.03800773620605,110.04383134841919,"unknown","unknown",116.90379595756531,119.54191875457764,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",126.15192675590515,"unknown","unknown",131.44831156730652,-3222.8693873882294,"","","",""
"48179d1",-1958.3488385677338,"unknown",-1951.7294557094574,-1944.6203589439392,0.0,5.951905012130737,11.742217063903809,20.167223691940308,42.539635181427,48.608585834503174,84.05436897277832,90.24211025238037,"unknown","unknown",97.21584939956665,99.17721009254456,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",105.85492444038391,"","unknown",111.69505429267883,123.85553979873657,130.9021453857422,"unknown","unknown",136.57783818244934,138.53878450393677,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",145.79362082481384,"unknown","unknown",152.64824271202087,"","","","",""
"d876b22",-21998.5524828434,"unknown",-21993.15318274498,-21987.002057790756,0.0,5.821936368942261,8.610762119293213,17.833703994750977,22.71930742263794,29.378140449523926,43.272172927856445,50.43643260002136,"unknown","unknown",57.361806869506836,59.56350636482239,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",66.42291307449341,"","unknown",73.44131088256836,77.00288271903992,"unknown","unknown",82.53023314476013,88.22591876983643,91.66124248504639,98.39602470397949,101.71771430969238,108.9659776687622,"unknown","unknown",115.85509943962097,117.67785310745239,"unknown","unknown","unknown","unknown","unknown",123.46271467208862,"unknown",130.27470564842224,"","","","",""
"e845b6b",-16127.962587118149,"unknown",-16120.911104917526,-16114.908074855804,0.0,5.870654344558716,15.69126272201538,24.21466588973999,51.048232555389404,57.39888548851013,73.40031623840332,79.88086032867432,"unknown","unknown",86.08092975616455,93.54736232757568,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",100.78371047973633,"","unknown",106.47858881950378,109.64379262924194,115.4043447971344,"unknown","unknown",121.94827556610107,131.75330328941345,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",137.79204845428467,"unknown","unknown",144.2282373905182,"","","","",""
"619e952",-27057.122169971466,"unknown",-27051.37704062462,-27045.655735492706,0.0,6.208883047103882,9.899264812469482,16.9134521484375,24.442899703979492,30.011572122573853,38.95716142654419,"unknown",45.37557411193848,"unknown",50.69672632217407,52.312501668930054,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",58.41542840003967,"","unknown",63.94981622695923,72.11331534385681,"unknown","unknown",79.11570119857788,84.76658773422241,86.72531390190125,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",93.98762273788452,"unknown","unknown",100.69423580169678,"","","","",""
"0fd9ca7",-38172.98575758934,"unknown",-38166.16506719589,-38160.36649465561,0.0,5.39390230178833,10.307671546936035,17.72702193260193,27.74135160446167,34.048752307891846,70.9237494468689,"unknown",76.64111924171448,"unknown",83.1456515789032,85.79645013809204,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",92.86970829963684,"","unknown",99.16102600097656,114.98041558265686,120.45927381515503,"unknown","unknown",126.53269243240356,128.32436394691467,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",134.5330352783203,"unknown","unknown",139.93871879577637,"","","","",""
"ff125d4",-263855.69730734825,"unknown",-263849.99600338936,-263843.87839818,0.0,6.664878606796265,11.17411756515503,19.51472544670105,41.018351554870605,47.71796727180481,57.48508405685425,"unknown",63.138933420181274,"unknown",69.04545044898987,71.48671627044678,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",77.67524218559265,"","unknown",83.38505363464355,89.58643841743469,"unknown","unknown",94.9838764667511,101.73661851882935,106.30162501335144,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",112.65724039077759,"unknown","unknown",118.48545908927917,"","","","",""
"0dc7823",-1048.947595357895,"unknown",-1043.245685338974,-1037.1291525363922,0.0,6.022681474685669,13.561064958572388,21.0549898147583,32.2474479675293,38.03983664512634,56.773841857910156,"unknown",63.402299642562866,"unknown",70.64716148376465,75.67429566383362,82.17775130271912,99.86437630653381,"unknown","unknown",106.41951584815979,112.84748101234436,117.53446459770203,"unknown","unknown","unknown","unknown","unknown",123.67096900939941,"unknown",128.97254920005798,146.83440494537354,"unknown","unknown",153.37444233894348,160.40637731552124,164.63910174369812,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",170.74516916275024,"unknown","unknown",176.3348114490509,"","","","",""
"64155b9",-18373.130215883255,"unknown",-18367.839570999146,-18360.924508810043,0.0,6.556929588317871,10.83207392692566,18.195309162139893,25.928581714630127,32.04333996772766,33.88362693786621,"unknown",40.783716678619385,"unknown",48.008668422698975,49.681771993637085,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",54.90574789047241,"","unknown",61.60710048675537,70.55289006233215,"unknown","unknown",77.44765162467957,83.3191294670105,87.95439767837524,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",93.86236715316772,"unknown","unknown",99.27083897590637,"","","","",""
"9cfbb83",-113726.73708510399,"unknown",-113720.5307636261,-113714.92112183571,0.0,5.7291364669799805,8.869993686676025,17.62770676612854,19.574913024902344,25.769060611724854,29.490851640701294,35.37894058227539,"unknown","unknown",42.036470890045166,44.09468102455139,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",49.471006870269775,"","unknown",55.21801233291626,60.18365406990051,66.54430961608887,"unknown","unknown",72.28565430641174,74.09471154212952,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",81.29904007911682,"unknown","unknown",87.44352984428406,"","","","",""
"f6ffd76",-1533.050216436386,"unknown",-1527.3536117076874,-1521.05025100708,0.0,7.035636901855469,18.038793325424194,25.08253288269043,205.29338836669922,212.64211535453796,233.46421670913696,239.3798999786377,"unknown","unknown",245.817223072052,248.80748534202576,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",254.93849897384644,"","unknown",261.63556027412415,269.69387102127075,275.9705867767334,"unknown","unknown",283.1455295085907,306.0586290359497,312.341596364975,318.32565355300903,324.2866551876068,"unknown","unknown",331.4789888858795,333.25287103652954,"unknown","unknown","unknown","unknown","unknown",338.82637119293213,"unknown",345.83471393585205,"","","","",""
"4ac71cf",-31674.27828645706,"unknown",-31666.952244997025,-31661.26032423973,0.0,6.395880937576294,14.374190092086792,22.7432222366333,28.429482460021973,34.21258234977722,40.952829122543335,"unknown",46.89767551422119,"unknown",52.76420831680298,123.73723316192627,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",131.32700777053833,"","unknown",136.68914818763733,2969.627204656601,"unknown","unknown",2976.6320855617523,2983.1997559070587,2984.5907020568848,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",2991.131379842758,"unknown","unknown",2998.1511075496674,"","","","",""
"57b0697",-7279.281772375107,"unknown",-7272.698153018951,-7265.570911884308,0.0,5.798381328582764,12.514689922332764,19.815893411636353,31.564891815185547,37.12638306617737,52.372347831726074,58.731260776519775,"unknown","unknown",64.15444159507751,69.25697612762451,75.58282685279846,84.40172910690308,"unknown",90.23106551170349,"unknown",95.53836464881897,97.16686582565308,"unknown","unknown","unknown","unknown","unknown",103.3775475025177,"unknown",110.14804029464722,119.8612105846405,126.5517897605896,"unknown","unknown",133.3310317993164,135.3440456390381,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",140.75624799728394,"unknown","unknown",147.64655256271362,"","","","",""
"1c202a8",-30083.521629571915,"unknown",-30077.61921930313,-30072.030057668686,0.0,7.996558666229248,169.70250344276428,177.0748426914215,187.31827068328857,194.75256872177124,206.88252806663513,"unknown",213.44199895858765,"unknown",220.06773734092712,22268.03477549553,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",22273.559515953064,"","unknown",22279.829954862595,22423.70996618271,"unknown",22429.091666698456,"unknown",22436.14420580864,22438.51698064804,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",22445.03865170479,"unknown","unknown",22451.925238609314,-22409.285916805267,"","","",""
"3e625ac",-260812.68420672417,"unknown",-260805.58548259735,-260798.72851395607,0.0,7.207356691360474,11.08058476448059,19.0847110748291,23.47797393798828,30.456942081451416,42.39640188217163,49.040756940841675,"unknown","unknown",54.52064847946167,57.635197162628174,63.79862141609192,71.59421896934509,"unknown",77.88961720466614,"unknown",83.58837866783142,99.69673132896423,"unknown","unknown","unknown","unknown","unknown",106.81370615959167,"unknown",113.77640151977539,154.51642680168152,"unknown",161.1085922718048,"unknown",166.44501900672913,208.65573358535767,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",215.8262152671814,"unknown","unknown",221.69035029411316,"","","","",""
"6b36bf5",-6252.439694404602,"unknown",-6246.432510852814,-6239.419508457184,0.0,6.4248881340026855,13.823647260665894,22.291396379470825,31.617742776870728,38.02811908721924,52.95434617996216,59.31385087966919,"unknown","unknown",65.87568712234497,68.41321277618408,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",74.96098375320435,"","unknown",80.65025901794434,88.48229646682739,95.19800686836243,"unknown","unknown",101.79888987541199,105.80640888214111,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",112.17942595481873,"unknown","unknown",119.22641324996948,"","","","",""
"99775ba",-118.99173188209534,"unknown",-112.43200445175171,-105.62190175056458,0.0,6.577471733093262,11.016855478286743,19.256598234176636,28.133683919906616,34.98560929298401,45.78075170516968,51.791773080825806,"unknown","unknown",58.404520750045776,61.36196494102478,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",68.29393029212952,"","unknown",74.09845209121704,87.06007838249207,92.55877614021301,"unknown","unknown",98.76557874679565,100.85454058647156,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",106.28224921226501,"unknown","unknown",112.05739784240723,"","","","",""
"152aa4d",-313.6544110774994,"unknown",-308.0843770503998,-301.42308950424194,0.0,6.411839008331299,13.267762422561646,20.489921808242798,34.77858066558838,41.103540658950806,105.86924958229065,111.72549986839294,"unknown","unknown",117.52665710449219,120.82604360580444,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",127.0127625465393,"","unknown",133.99042391777039,152.01354432106018,159.2084732055664,"unknown","unknown",165.44460463523865,167.96508765220642,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",173.75891995429993,"unknown","unknown",179.39709067344666,"","","","",""
"56191c0",-87.45202827453613,"unknown",-81.32163333892822,-75.9980149269104,0.0,5.6096367835998535,12.586577892303467,20.82434892654419,30.205260276794434,37.080575466156006,52.63091778755188,"unknown",59.207878828048706,"unknown",64.98479533195496,67.02722501754761,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",72.9908492565155,"","unknown",78.46449947357178,94.26048469543457,100.93104243278503,"unknown","unknown",107.03475260734558,108.34535598754883,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",115.52989554405212,"unknown","unknown",121.52664518356323,"","","","",""
"ced331f",-123.26256728172302,"unknown",-117.76226758956909,-111.02961134910583,0.0,6.923192024230957,9.968250751495361,16.7933406829834,35.17233920097351,40.5934898853302,59.32876396179199,65.97775745391846,"unknown","unknown",72.74050760269165,75.875812292099,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",81.68604969978333,"","unknown",88.07837414741516,91.49325585365295,98.44708776473999,"unknown","unknown",104.96691155433655,107.35160565376282,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",114.02043604850769,"unknown","unknown",119.53412818908691,"","","","",""
"1d235c1",-95724.27671599388,"unknown",-95718.94345092773,-95713.23981904984,0.0,5.3775315284729,7953.837802886963,7960.885365962982,7969.760990142822,7975.838567018509,7998.77206158638,8004.321398496628,"unknown","unknown",8010.711249828339,8012.607465982437,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",8018.266031503677,"","unknown",8024.31969833374,8040.685497760773,8046.634652137756,"unknown","unknown",8052.29936170578,8053.787826061249,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",8060.011634111404,"unknown","unknown",8066.061228752136,"","","","",""
"e6de912",-376.5807955265045,"unknown",-370.00085520744324,-364.1060371398926,0.0,5.439972877502441,9.206703424453735,16.4036602973938,25.702503204345703,32.750176191329956,64.70320987701416,"unknown",72.06100940704346,"unknown",77.74388456344604,80.38768720626831,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",86.40576243400574,"","unknown",91.90070462226868,106.65676760673523,112.9666519165039,"unknown","unknown",118.77379369735718,121.80955839157104,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",129.00718522071838,"unknown","unknown",135.11184334754944,"","","","",""
"76bbc0d",-8754.1010928154,"unknown",-8748.558401584625,-8742.836762666702,0.0,6.701924562454224,15.489965677261353,22.675524711608887,31.218350410461426,38.07819747924805,75.47423505783081,81.03828501701355,"unknown","unknown",88.28395390510559,90.89129686355591,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",97.76852345466614,"","unknown",104.72965717315674,119.57525157928467,"unknown",126.3210837841034,"unknown",133.5450258255005,135.08406496047974,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",140.54461669921875,"unknown","unknown",146.92594718933105,"","","","",""
"36b4ec5",-4208.707722425461,"unknown",-4201.833730459213,-4194.838620662689,0.0,6.951326370239258,16.176933526992798,23.013311862945557,29.345961570739746,36.19828128814697,45.99070382118225,"unknown",52.35487365722656,"unknown",57.828938722610474,60.40356111526489,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",67.1514344215393,"","unknown",74.026211977005,991.7539510726929,998.4321348667145,"unknown","unknown",1005.3413655757904,1006.4973382949829,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",1012.8932173252106,"unknown","unknown",1018.3144216537476,"","","","",""
"79b65fb",-631.848619222641,"unknown",-626.0611882209778,-619.2606828212738,0.0,6.310480833053589,11.230686902999878,18.05368161201477,28.939436674118042,34.77289009094238,91.1537172794342,"unknown",96.72105956077576,"unknown",102.41286587715149,104.37359309196472,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",110.34456658363342,"","unknown",117.33624410629272,134.64768385887146,"unknown","unknown",142.08298015594482,148.2034637928009,150.13280296325684,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",156.91006445884705,"unknown","unknown",163.31414914131165,"","","","",""
"7de2a3d",-11495.841216802597,"unknown",-11489.641662836075,-11482.654634475708,0.0,5.682926177978516,9.413889408111572,17.9659583568573,27.647724151611328,34.42412281036377,52.86403751373291,"unknown",59.06242799758911,"unknown",64.94531321525574,82.18360710144043,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",88.40994310379028,"","unknown",94.74246406555176,108.6101861000061,"unknown","unknown",115.79675483703613,122.48040246963501,124.71779298782349,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",130.97448658943176,"unknown","unknown",137.24950575828552,"","","","",""
"dbe3880",-692.8383808135986,"unknown",-686.2802534103394,-680.0030200481415,0.0,5.809515476226807,111.6017017364502,120.29252767562866,141.38915133476257,147.63355588912964,164.8962697982788,171.24301981925964,"unknown","unknown",177.3904948234558,179.5369176864624,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",186.70666480064392,"","unknown",193.2217197418213,201.9663257598877,208.1472373008728,"unknown","unknown",215.14639449119568,217.88449478149414,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",224.64819169044495,"unknown","unknown",230.45811247825623,"","","","",""
"877fb69",-1082.6114258766174,"unknown",-1076.3932309150696,-1070.5371568202972,0.0,6.07809591293335,230.141672372818,238.79025888442993,266.6087784767151,272.2575225830078,292.34733414649963,"unknown",298.3087480068207,"unknown",304.15208745002747,308.11076045036316,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",314.37465834617615,"","unknown",320.692054271698,329.75241017341614,"unknown","unknown",335.8311686515808,341.5382339954376,388.60993218421936,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",395.16669631004333,"unknown","unknown",400.8685989379883,"","","","",""
"c17e360",-131759.1879711151,"unknown",-131753.16530823708,-131745.85898900032,0.0,6.516775131225586,38.42776131629944,45.52244019508362,62.13809633255005,68.7333254814148,262.02666115760803,268.5718197822571,"unknown","unknown",274.401061296463,277.64672470092773,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",283.945996761322,"","unknown",290.2101638317108,324.5670208930969,331.4611232280731,"unknown","unknown",338.08898162841797,340.5889403820038,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",346.7410123348236,"unknown","unknown",353.7992820739746,"","","","",""
"51be121",-8039.472854375839,"unknown",-8033.298677206039,-8026.5765109062195,0.0,6.385892152786255,16.23304319381714,23.580150604248047,36.99174237251282,44.08630967140198,53.09638071060181,59.2439284324646,"unknown","unknown",65.9668071269989,68.11456418037415,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",74.62646150588989,"","unknown",81.22832465171814,98.35428953170776,105.0126404762268,"unknown","unknown",111.84619283676147,113.94962477684021,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",120.75913119316101,"unknown","unknown",127.76977705955505,"","","","",""
"c094913",-10976201.183543682,"unknown",-10976195.52517581,-10976188.483298302,0.0,6.871235132217407,10.66511607170105,19.315389156341553,26.917751789093018,33.176735162734985,51.287760496139526,57.17091727256775,"unknown","unknown",63.007171392440796,67.31614518165588,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",74.31947183609009,"","unknown",80.22459888458252,93.94157123565674,100.18563055992126,"unknown","unknown",106.10891842842102,109.37032055854797,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",115.42298483848572,"unknown","unknown",121.73840403556824,-1738629.3428661823,"","","",""
