"","1","recurso","1b","2","cont","3","cont_1","4","dilema","5","yo_1","6A_yo","6B_yo","6C_yo","7_yo","v_yo_1","8_yo","yo_2","9A_yo","9B_yo","9C_yo","10_yo","v_yo_2","11_yo","12A_yo","12B_yo","12C_yo","13_yo_1","13_yo_2","13_yo_3","5_otro","otro_1","6A_otro","6B_otro","6C_otro","7_otro","v_otro_1","8_otro","otro_2","9A_otro","9B_otro","9C_otro","10_otro","v_otro_2","11_otro","12A_otro","12B_otro","12C_otro","13_otro_1","13_otro_2","13_otro_3","14","2_1","4_1","5_otro_1","3_1","7_otro_1"
"43d0b63",-1707.3801975250244,"unknown",-1700.3815851211548,-1694.2010703086853,0.0,5.759617567062378,17.461548805236816,24.72188115119934,46.36237168312073,52.04056262969971,69.91264843940735,76.85044121742249,"unknown","unknown",82.98067498207092,86.46468758583069,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",92.54488754272461,"","unknown",99.0115737915039,122.52058458328247,129.12860083580017,"unknown","unknown",136.02049279212952,140.30791091918945,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",146.05221676826477,"unknown","unknown",152.97375679016113,"","","","",""
"addf295",-1154943.1232635975,"unknown",-1154937.4958901405,-1154932.1026670933,0.0,6.851940393447876,12.859272241592407,19.986112594604492,37.632654666900635,45.14222073554993,79.97521877288818,"unknown",87.26834058761597,"unknown",92.898033618927,97.7199923992157,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",104.6275200843811,"","unknown",111.676766872406,126.9478645324707,"unknown",134.19310975074768,"unknown",140.12959814071655,141.93383765220642,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",147.43350338935852,"unknown","unknown",154.56147289276123,"","","","",""
"870dc60",-90970.3124024868,"unknown",-90963.60328316689,-90956.29464888573,0.0,6.800468444824219,11.143497467041016,19.161609172821045,25.95258617401123,31.79402756690979,40.87341332435608,"unknown","unknown",46.584861040115356,52.405559062957764,58.42360019683838,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",64.71670937538147,"","unknown",71.32785153388977,76.81086277961731,"unknown","unknown",83.22764754295349,90.06152367591858,91.85153865814209,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",98.36941885948181,"unknown","unknown",103.99807453155518,"","","","",""
"1a8e45b",-1316.146145105362,"unknown",-1310.3765213489532,-1303.396378993988,0.0,6.872544527053833,92.26718139648438,100.89810705184937,109.9062819480896,116.2331211566925,124.14560294151306,130.28341627120972,"unknown","unknown",136.99022316932678,138.6434874534607,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",144.21052813529968,"","unknown",150.8922984600067,208.19593906402588,214.8116500377655,"unknown","unknown",220.2016839981079,222.092360496521,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",228.10008549690247,"unknown","unknown",235.22257351875305,"","","","",""
"0e42357",-11145.474836111069,"unknown",-11139.39342713356,-11132.181548833847,0.0,5.856791019439697,13.125107765197754,20.428024291992188,30.888331174850464,36.8575484752655,74.656165599823,80.53226900100708,"unknown","unknown",86.36652898788452,205.24722743034363,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",211.35768246650696,"","unknown",217.1665861606598,427.69366669654846,433.5512726306915,"unknown","unknown",439.2219202518463,470.1496171951294,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",477.06148982048035,"unknown","unknown",483.1794607639313,"","","","",""
"5f2a1aa",-135520.00390696526,"unknown",-135337.17703676224,-135156.10308003426,0.0,6.850034236907959,10.721880912780762,18.70684242248535,23.61355495452881,30.67360234260559,44.110162019729614,"unknown","unknown",49.4981415271759,56.43512582778931,63.946747064590454,69.94730186462402,75.75560998916626,81.91920065879822,"unknown","unknown",88.47601103782654,90.47535967826843,"unknown","unknown","unknown","unknown","unknown",96.55713820457458,"unknown",103.80741357803345,114.06420564651489,119.4217300415039,"unknown","unknown",126.5215220451355,130.11417078971863,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",136.49937868118286,"unknown","unknown",142.9959535598755,"","","","",""
"87b3434",-167319.81086468697,"unknown",-167314.5356309414,-167307.31848192215,0.0,6.903928995132446,12.324116706848145,18.97050166130066,34.88863730430603,41.707923412323,58.98274636268616,64.55927228927612,"unknown","unknown",69.9133780002594,72.89261245727539,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",79.62207388877869,"","unknown",85.72596311569214,92.0840675830841,98.72565722465515,"unknown","unknown",105.67162322998047,108.52108550071716,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",114.33392119407654,"unknown","unknown",119.60864758491516,"","","","",""
"bd305b8",-47748.79831409454,"unknown",-47741.7900223732,-47735.784982681274,0.0,5.78018045425415,12.41944146156311,20.63083791732788,37.10576105117798,43.563661336898804,56.462891578674316,63.83464002609253,"unknown","unknown",69.22876048088074,71.70863080024719,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",78.46898865699768,"","unknown",84.7050404548645,101.70138716697693,108.68656635284424,"unknown","unknown",115.28217220306396,118.47005295753479,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",125.13453197479248,"unknown","unknown",132.00868892669678,"","","","",""
"4b70ed3",-308.8236198425293,"unknown",-302.3358623981476,-296.670795917511,0.0,6.42848801612854,13.638301134109497,21.93590784072876,34.870245695114136,41.43990898132324,54.8123996257782,62.08786201477051,"unknown","unknown",67.37953352928162,68.93994736671448,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",75.58370876312256,"","unknown",82.20242547988892,94.93175530433655,100.99798035621643,"unknown","unknown",106.43016386032104,107.99735045433044,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",114.48486423492432,"unknown","unknown",121.57937550544739,"","","","",""
"8ec15bc",-45.605411529541016,"unknown",-38.86616563796997,-33.56696367263794,0.0,6.764954566955566,14.025578022003174,21.15244197845459,32.689043045043945,39.742050886154175,106.34733390808105,112.44419741630554,"unknown","unknown",118.91793417930603,122.10440564155579,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",129.08181881904602,"","unknown",134.68385410308838,140.1610939502716,145.94463849067688,"unknown","unknown",151.3868386745453,156.89876413345337,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",162.45798778533936,"unknown","unknown",168.7682819366455,"","","","",""
"6c8906b",-2673.422969341278,"unknown",-2667.6169095039368,-2662.2677597999573,0.0,5.940686464309692,3469.777319908142,3478.7594277858734,86128.94081783295,86134.35384750366,86183.12290501595,86188.87225747108,"unknown","unknown",86194.66675519943,86197.54619288445,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",86203.67242217064,"","unknown",86209.57963395119,86264.4471848011,86269.98493337631,"unknown","unknown",86275.18085336685,86277.4887547493,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",86284.41672182083,"unknown","unknown",86289.71446585655,"","","","",""
"e51496b",-6244553.213956833,"unknown",-6244547.29790473,-6244541.468441725,0.0,7.147268533706665,12.426195859909058,21.270857095718384,24.067363023757935,31.284457683563232,39.67300629615784,46.242758989334106,"unknown","unknown",51.76276779174805,54.203142404556274,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",60.69755411148071,"","unknown",66.79156422615051,77.80942797660828,"unknown",85.28520774841309,"unknown",90.50153303146362,92.00567150115967,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",98.03769421577454,"unknown","unknown",104.91906547546387,-3548949.705790758,"","","",""
"01baaf6",-3499.769565343857,"unknown",-3492.870186328888,-3486.4609277248383,0.0,7.084859371185303,8.792259216308594,17.153918981552124,20.932627201080322,26.401097297668457,88.3796911239624,94.37245440483093,"unknown","unknown",99.94382333755493,103.73639154434204,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",109.43132853507996,"","unknown",116.17297458648682,121.40200543403625,"unknown",126.83924174308777,"unknown",133.0343677997589,153.6644835472107,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",160.09749698638916,"unknown","unknown",166.74198126792908,"","","","",""
"e8a0b7a",-310938.260191679,"unknown",-310931.77696347237,-310925.76301288605,0.0,6.516334295272827,9.465863227844238,16.102223873138428,22.105098485946655,28.05147624015808,41.0666937828064,46.65052103996277,"unknown","unknown",53.30077576637268,55.64625692367554,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",62.03952383995056,"","unknown",68.89540982246399,42775.191179037094,42780.96668481827,"unknown","unknown",42787.363047361374,42789.414620399475,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",42794.83609986305,"unknown","unknown",42801.61431527138,"","","","",""
"dae9b13",-400.29895853996277,"unknown",-394.998423576355,-388.99688696861267,0.0,7.189405679702759,389.0990164279938,397.6524484157562,419.4205641746521,426.1340844631195,1136.063508272171,1142.4161052703857,"unknown","unknown",1148.3040795326233,1150.2566154003143,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",1156.7574274539948,"","unknown",1163.470440864563,1175.30823969841,1182.1022758483887,"unknown","unknown",1188.6885724067688,1190.218960762024,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",1196.4906046390533,"unknown","unknown",1202.0934567451477,"","","","",""
"6c3f0f6",-100032.27036571503,"unknown",-100025.38392210007,-100019.493486166,0.0,6.037400007247925,33.17779064178467,40.79331135749817,48.68673634529114,54.306318044662476,91.95754170417786,99.04053592681885,"unknown","unknown",104.58733177185059,106.87570834159851,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",113.07053470611572,"","unknown",118.43767714500427,122.82267594337463,129.62114644050598,"unknown","unknown",135.57273650169373,146.8925759792328,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",153.46696019172668,"unknown","unknown",159.20780730247498,"","","","",""
"4828266",-204799.11922812462,"unknown",-204793.36823654175,-204787.827637434,0.0,6.736079216003418,3258.345993041992,3265.8216650485992,3272.504257440567,3282.3754663467407,3303.2330203056335,3310.1939973831177,"unknown","unknown",3316.908169746399,3321.4670026302338,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",3327.5222792625427,"","unknown",3333.2084817886353,3337.1869599819183,3344.4114270210266,"unknown","unknown",3351.2600634098053,3355.301594018936,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",3360.826355934143,"unknown","unknown",3367.4463748931885,"","","",2187.6185534000397,""
"1f77294",-42598.648926734924,"unknown",-42592.50040268898,-42585.90824627876,0.0,5.939434766769409,9.70721697807312,16.911623239517212,23.95649766921997,29.3352632522583,40.577680587768555,47.07534050941467,"unknown","unknown",53.2308235168457,541.5300123691559,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",548.0869562625885,"","unknown",554.2124226093292,613.3867678642273,619.3181459903717,"unknown","unknown",625.1084151268005,627.3918516635895,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",633.5993144512177,"unknown","unknown",640.5028340816498,"","","","",""
"6f1360e",-344515.37052059174,"unknown",-344508.63410806656,-344501.4503142834,0.0,6.472426652908325,9.178735733032227,16.74282455444336,25.64267873764038,31.12274694442749,41.111327171325684,47.52132964134216,"unknown","unknown",54.44439125061035,56.48203229904175,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",62.86591553688049,"","unknown",69.58129072189331,75.06118202209473,81.20721459388733,"unknown","unknown",88.14102578163147,90.93882775306702,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",97.29139161109924,"unknown","unknown",104.07180428504944,"","","","",""
"1e17723",-165479.47432756424,"unknown",-165472.07870554924,-165466.00008702278,0.0,6.869837760925293,10.92783498764038,18.91998028755188,52.10714602470398,57.83830285072327,67.1071560382843,73.43892979621887,"unknown","unknown",80.53028154373169,88.60581588745117,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",94.90201687812805,"","unknown",100.92208909988403,107.46301889419556,114.13386583328247,"unknown","unknown",120.96601414680481,162.36972570419312,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",168.1400966644287,"unknown","unknown",173.86685490608215,"","","","",""
"614fc3f",-91310.5314488411,"unknown",-91304.53511857986,-91297.69167590141,0.0,6.50570273399353,12.010283470153809,20.259904146194458,28.330384969711304,35.28274893760681,59.554351806640625,65.03656578063965,"unknown","unknown",71.05224895477295,74.48968291282654,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",81.80439257621765,"","unknown",88.86946940422058,114.3096706867218,120.33773827552795,"unknown","unknown",125.82927584648132,128.74538397789001,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",135.44151616096497,"unknown","unknown",142.5180127620697,"","","","",""
"a300755",-27.088554620742798,"unknown",-20.754083395004272,-14.327620029449463,0.0,5.459563970565796,10.135536193847656,18.626275300979614,52.03894662857056,57.72714424133301,102.5318443775177,108.32242107391357,"unknown","unknown",114.83176589012146,125.65983057022095,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",132.08988881111145,"","unknown",139.32038831710815,165.99927711486816,172.76126146316528,"unknown","unknown",178.3822419643402,180.06576228141785,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",186.35252809524536,"unknown","unknown",191.76782965660095,"","","","",""
"802d704",-6581.254455566406,"unknown",-6574.913583278656,-6567.871391057968,0.0,7.356748580932617,11.764000415802002,19.046635150909424,28.039867877960205,33.36397457122803,49.810548305511475,56.97297382354736,"unknown","unknown",63.57322287559509,65.28001976013184,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",72.40837526321411,"","unknown",79.35398626327515,90.25045490264893,95.68799996376038,"unknown","unknown",101.54424977302551,103.08066415786743,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",108.42507100105286,"unknown","unknown",115.32524108886719,"","","","",""
"e892cd4",-494629.626830101,"unknown",-494623.37022447586,-494617.37154459953,0.0,6.200972557067871,29.943025827407837,37.55250334739685,86.24582767486572,92.57514142990112,102.67717361450195,108.4239399433136,"unknown","unknown",114.70994448661804,117.06072616577148,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",124.04926300048828,"","unknown",130.47064471244812,149.24163842201233,155.69605207443237,"unknown","unknown",161.38930702209473,167.43814039230347,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",174.7834243774414,"unknown","unknown",181.6998941898346,"","","","",""
"b06ee97",-27963.42204117775,"unknown",-27956.801498651505,-27950.747351884842,0.0,6.838841676712036,16.58302593231201,25.241486072540283,44.59032893180847,50.06317925453186,63.73023772239685,69.16920757293701,"unknown","unknown",75.12154865264893,559.2258543968201,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",565.8106651306152,"","unknown",571.4962754249573,586.5593111515045,592.6418068408966,"unknown","unknown",599.5636565685272,649.3768181800842,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",655.5332889556885,"unknown","unknown",661.0670893192291,"","","","",""
"758fff8",-127.01078939437866,"unknown",-120.58005356788635,-114.98633098602295,0.0,6.324940919876099,12.355523109436035,20.420193672180176,73.34367108345032,79.2477867603302,1005418.7960634232,1005424.9947962761,"unknown","unknown",1005431.2783062458,1005433.7138926983,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",1005440.067989111,"","unknown",1005446.4949271679,1005453.2266161442,1005460.3677358627,"unknown","unknown",1005467.1460831165,1005471.3490049839,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",1005476.8460459709,"unknown","unknown",1005482.178702116,"","","","",""
"ac42d69",-9976.284628629684,"unknown",-9970.209622621536,-9963.7653799057,0.0,6.321735382080078,10.788232803344727,19.390556812286377,34.886149883270264,40.74023938179016,87.05797123908997,"unknown",94.1970477104187,"unknown",100.44320106506348,102.6770327091217,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",108.24142026901245,"","unknown",114.2280900478363,126.55475616455078,"unknown","unknown",132.30599546432495,138.51657509803772,140.2355353832245,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",147.171324968338,"unknown","unknown",152.68075466156006,"","","","",""
"7bb45d3",-33708.50111031532,"unknown",-33702.57099890709,-33696.7785551548,0.0,7.430423736572266,15.882452964782715,23.632899284362793,35.24407720565796,42.201149463653564,85.27510952949524,"unknown",91.32107520103455,"unknown",97.08937978744507,99.55197286605835,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",104.97927927970886,"","unknown",111.97491765022278,133.35356950759888,"unknown",140.00668358802795,"unknown",146.18418788909912,147.76107478141785,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",154.8730697631836,"unknown","unknown",161.7792410850525,"","","","",""
"7622483",-3302.381898880005,"unknown",-3296.588289499283,-3290.7304298877716,0.0,6.267711877822876,8.650321006774902,16.246521711349487,21.11441135406494,27.83316731452942,32.46795892715454,39.57113718986511,"unknown","unknown",45.65980648994446,47.660329818725586,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",54.24262547492981,"","unknown",59.56805610656738,65.56269311904907,72.05363416671753,"unknown","unknown",78.7958984375,82.54089283943176,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",87.82557845115662,"unknown","unknown",94.57878565788269,"","","","",""
"1f16f74",-3284333.230029583,"unknown",-3284326.733023882,-3284321.1079289913,0.0,5.998532772064209,25.804572343826294,33.93024826049805,234.91333413124084,240.6997344493866,250.66917419433594,256.01735067367554,"unknown","unknown",263.1993057727814,603617.0948588848,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",603623.1998529434,"","unknown",603629.488574028,603638.7103142738,603644.973931551,"unknown","unknown",603651.8307242393,603654.3099997044,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",603660.2981035709,"unknown","unknown",603667.0047461987,-1432061.1604526043,"","","",""
"730747e",-21980.211571455002,"unknown",-21973.242997169495,-21966.60479593277,0.0,7.322282791137695,6640.194351911545,6648.7566130161285,6666.5089275836945,6672.70050740242,6692.570598363876,6699.84255695343,"unknown","unknown",6705.649913072586,6708.395251274109,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",6714.937254667282,"","unknown",6720.757786989212,6731.438894987106,6736.7855451107025,"unknown","unknown",6742.7011523246765,6744.642431497574,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",6751.412786245346,"unknown","unknown",6757.085919380188,"","","","",""
"07ff49d",-1263.801412820816,"unknown",-1257.1072738170624,-1250.0163102149963,0.0,7.164966583251953,10.659920454025269,17.38547372817993,64.66281962394714,70.75547552108765,83.2646234035492,90.36539316177368,"unknown","unknown",96.83240222930908,98.41351318359375,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",104.91400694847107,"","unknown",112.00384664535522,120.61738467216492,126.7181179523468,"unknown","unknown",133.6243827342987,135.8052966594696,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",142.93906474113464,"unknown","unknown",148.66763377189636,"","","","",""
"22fdb61",-1179.7995166778564,"unknown",-1173.1091454029083,-1167.0403897762299,0.0,6.436977863311768,21.749297857284546,30.191486835479736,54.62872886657715,61.00308680534363,72.92784190177917,78.92909932136536,"unknown","unknown",85.10483050346375,87.53930902481079,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",94.01678085327148,"","unknown",99.91785144805908,109.20983266830444,115.35921621322632,"unknown","unknown",121.70623350143433,128.70100831985474,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",135.471759557724,"unknown","unknown",141.08629250526428,"","","","",""
"db046f2",-5388.840520858765,"unknown",-5382.503419876099,-5376.91499376297,0.0,6.48610258102417,10.534725427627563,18.647244215011597,28.075525760650635,34.956626653671265,45.107720136642456,51.86807179450989,"unknown","unknown",57.58002948760986,59.576764822006226,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",65.62472033500671,"","unknown",71.62765669822693,82.74215054512024,89.8918194770813,"unknown","unknown",97.38450980186462,99.56124591827393,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",106.46068787574768,"unknown","unknown",113.57642602920532,"","","","",""
"73c3f48",-66843.91527891159,"unknown",-66838.2826166153,-66831.26876735687,0.0,7.2684924602508545,13.118481159210205,21.919827461242676,29.147254705429077,34.64556121826172,41.33174157142639,48.47835111618042,"unknown","unknown",55.68302941322327,57.63016390800476,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",63.52417278289795,"","unknown",70.18338513374329,78.36478352546692,84.06603693962097,"unknown","unknown",90.75149631500244,92.48777723312378,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",98.9628758430481,"unknown","unknown",106.16863870620728,"","","","",""
"3218556",-6626.748495817184,"unknown",-6619.526336193085,-6614.173964977264,0.0,7.257887363433838,18.205909729003906,24.80004119873047,57.205573081970215,63.48730278015137,167.21636056900024,173.07148814201355,"unknown","unknown",178.7484085559845,181.53003859519958,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",187.48001289367676,"","unknown",194.49136304855347,378.3508412837982,"unknown","unknown",385.6003222465515,390.7704508304596,398.2726333141327,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",403.55523014068604,"unknown","unknown",409.9623236656189,"","","","",""
"99ee852",-12305.268995761871,"unknown",-12298.680479288101,-12292.065769910812,0.0,6.224364519119263,12.106828451156616,20.33255696296692,47.319703102111816,54.49979591369629,74.79369068145752,81.46625399589539,"unknown","unknown",88.62550091743469,573.4091944694519,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",579.1411190032959,"","unknown",585.0575511455536,593.8386981487274,600.8851525783539,"unknown","unknown",607.5001516342163,613.3873233795166,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",620.6639888286591,"unknown","unknown",627.0699610710144,"","","","",""
"ad2fc5b",-143.53909707069397,"unknown",-137.62453508377075,-130.6175525188446,0.0,7.1150963306427,15.995426654815674,24.076936721801758,40.17961120605469,47.343393325805664,64.57866835594177,71.60371804237366,"unknown","unknown",77.21502089500427,86.14261364936829,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",92.21635866165161,"","unknown",98.05828380584717,113.09379434585571,118.61629247665405,"unknown","unknown",125.03710842132568,127.23813581466675,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",133.85644006729126,"unknown","unknown",141.01624464988708,"","","","",""
"d318264",-978.7029304504395,"unknown",-971.6667654514313,-965.7256057262421,0.0,7.404294013977051,19.67916965484619,27.876648426055908,64.28961968421936,70.11790370941162,122.8432252407074,129.1563639640808,"unknown","unknown",136.40913128852844,141.04857397079468,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",147.52833032608032,"","unknown",153.37919163703918,168.81976556777954,"unknown","unknown",174.76067781448364,180.32046627998352,183.59131288528442,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",189.57754516601562,"unknown","unknown",195.20629453659058,"","","","",""
"741ef32",-1246.8719022274017,"unknown",-1241.3416800498962,-1234.41868185997,0.0,5.534241199493408,10.38021993637085,18.173964977264404,43.022794008255005,49.2570686340332,52.589982748031616,57.98688054084778,"unknown","unknown",63.76278352737427,66.06884336471558,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",71.60795140266418,"","unknown",78.29916071891785,95.01553678512573,102.14465713500977,"unknown","unknown",107.95727324485779,110.18693017959595,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",117.36899495124817,"unknown","unknown",123.22279453277588,"","","","",""
"b75259d",-1302398.1673073769,"unknown",-1302390.8721997738,-1302383.6861429214,0.0,5.570428371429443,12.754765272140503,21.44724178314209,33.71366906166077,39.44075918197632,54.70914149284363,61.19463634490967,"unknown","unknown",67.63194441795349,72.68580102920532,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",79.44276905059814,"","unknown",86.54513430595398,97.78749060630798,104.5110228061676,"unknown","unknown",111.04504585266113,112.75397419929504,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",118.70701217651367,"unknown","unknown",125.80934691429138,"","","","",""
"b67425b",-2791.255204677582,"unknown",-2607.3319838047028,-2446.8018469810486,0.0,5.7060558795928955,11.109414100646973,19.48564863204956,25.91842269897461,32.83384394645691,39.036139488220215,44.951332807540894,"unknown","unknown",51.21459937095642,53.036646127700806,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",60.00082206726074,"","unknown",66.14296913146973,74.99721264839172,81.3842945098877,"unknown","unknown",86.91090106964111,91.72948145866394,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",97.67587900161743,"unknown","unknown",103.21769142150879,"","","","",""
"446ad6c",-5905.875778436661,"unknown",-5898.406740903854,-5891.188205003738,0.0,6.062295198440552,11.162799596786499,18.483936071395874,32.65098190307617,39.27317976951599,46.30285882949829,"unknown","unknown",52.20206952095032,57.638458490371704,59.820026874542236,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",65.9126501083374,"","unknown",73.26923632621765,87.94640254974365,"unknown","unknown",94.23037934303284,101.3072247505188,110.13171768188477,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",115.81954312324524,"unknown","unknown",121.4241726398468,"","","","",""
"70405ea",-84.35182237625122,"unknown",-78.43257021903992,-71.94403743743896,0.0,6.806408405303955,14.46615982055664,21.838542222976685,48.21984505653381,54.51387643814087,77.94633507728577,"unknown","unknown",83.52320456504822,90.66259574890137,93.35965085029602,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",100.45101261138916,"","unknown",106.367178440094,118.44910287857056,"unknown","unknown",124.8451840877533,131.92926907539368,134.3031144142151,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",139.75817322731018,"unknown","unknown",145.3792164325714,"","","","",""
"1117a63",-7355.393648862839,"unknown",-7348.889937400818,-7343.5954530239105,0.0,6.273221492767334,11.849715232849121,19.850696563720703,29.338134765625,36.298115491867065,51.419109582901,"unknown",57.01433992385864,"unknown",63.1354193687439,72.55357575416565,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",78.36007571220398,"","unknown",84.71941566467285,1097.3338222503662,"unknown","unknown",1103.1936464309692,1108.6339406967163,1111.0487124919891,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",1116.9225118160248,"unknown","unknown",1122.6475286483765,"","","","",""
