"","1","recurso","1b","2","cont","3","cont_1","4","dilema","5","yo_1","6A_yo","6B_yo","6C_yo","7_yo","v_yo_1","8_yo","9A_yo","9B_yo","9C_yo","10_yo","11_yo","12A_yo","12B_yo","12C_yo","13_yo_1","13_yo_3","5_otro","otro_1","6A_otro","6B_otro","6C_otro","7_otro","v_otro_1","8_otro","9A_otro","9B_otro","9C_otro","10_otro","11_otro","12A_otro","12B_otro","12C_otro","13_otro_1","13_otro_2","13_otro_3","14"
"518e9b8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"b5edd3c","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"374ecf8",-9343.398965358734,"unknown",-9337.680979728699,-9331.876556396484,0.0,7.396434783935547,9.332424402236938,17.678059577941895,22.21497106552124,27.604609966278076,54.010239601135254,"unknown",60.83089637756348,"unknown",66.24479937553406,69.97641205787659,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown",76.96881246566772,"unknown",82.7129180431366,86.22573661804199,91.4493179321289,"unknown","unknown",98.38548040390015,100.43556022644043,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown",107.32020258903503,"unknown","unknown",114.11995792388916
"89f120b","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1883ca0",-46197.11384654045,"unknown",-46190.89460730553,-46184.884573698044,0.0,7.233541250228882,19.522911310195923,27.421043872833252,935.8768706321716,941.4219903945923,944.2288446426392,950.1366684436798,"unknown","unknown",955.4635059833527,958.5248064994812,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown",965.6748549938202,"unknown",972.434553861618,996.9413123130798,1003.0354838371277,"unknown","unknown",1009.1174309253693,1013.7465860843658,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown",1020.9444315433502,"unknown","unknown",1027.462639093399
"8d2da97","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2541155",-22017.762893915176,"unknown",-22011.12491250038,-22004.79548740387,0.0,5.826090097427368,7.4546589851379395,15.032184600830078,16.728365182876587,23.169116735458374,35.04821419715881,"unknown","unknown",40.50915575027466,47.50046634674072,51.307974100112915,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown",57.86716032028198,"unknown",65.10552477836609,69.88730883598328,76.95896410942078,"unknown","unknown",84.14797711372375,85.81999611854553,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown",92.81683731079102,"unknown","unknown",99.13853716850281
"ac6f3f6",-166499.32122182846,"unknown",-166492.54607248306,-166487.2766675949,0.0,6.863743543624878,13.302287817001343,21.880192041397095,23.761563301086426,29.36842179298401,49.394370794296265,"unknown","unknown",55.99582099914551,62.18773674964905,66.11853265762329,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown",72.9820785522461,"unknown",80.02248358726501,88.32952928543091,94.0483341217041,"unknown","unknown",100.63620281219482,103.86228156089783,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown",109.46467995643616,"unknown","unknown",116.28027725219727
"62447b9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"20f3e2e",-15830.293045282364,"unknown",-15824.221233606339,-15818.660293579102,0.0,6.570651531219482,11.574748516082764,19.496771812438965,41.55491256713867,48.48452568054199,50.326090812683105,"unknown",56.61209058761597,"unknown",62.05134463310242,69.32588291168213,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown",75.27979183197021,"unknown",81.95673108100891,86.86552834510803,"unknown",92.44336700439453,"unknown",99.21600866317749,101.8634524345398,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown",108.64039278030396,"unknown","unknown",115.03483271598816
