"","1","recurso","1b","2","cont","3","cont_1","4","dilema","5","yo_1","6A_yo","6B_yo","6C_yo","7_yo","v_yo_1","8_yo","yo_2","9A_yo","9B_yo","9C_yo","10_yo","v_yo_2","11_yo","12A_yo","12B_yo","12C_yo","13_yo_1","13_yo_2","13_yo_3","5_otro","otro_1","6A_otro","6B_otro","6C_otro","7_otro","v_otro_1","8_otro","9A_otro","9B_otro","9C_otro","10_otro","11_otro","12A_otro","12B_otro","12C_otro","13_otro_1","13_otro_2","13_otro_3","14"
"518e9b8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"b5edd3c","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"374ecf8",-6561.43718123436,"unknown",-6554.307849407196,-6548.1729328632355,0.0,6.430142641067505,8.540476083755493,14.771416664123535,35.92257332801819,42.57876753807068,48.442150831222534,"unknown",55.31758499145508,"unknown",62.56704378128052,64.78350591659546,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",71.09112334251404,"","unknown",77.78211379051208,79.87833094596863,"unknown",86.13930439949036,"unknown",92.34500408172607,93.96516633033752,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown",99.22748970985413,"unknown","unknown",106.11673140525818
"89f120b","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1883ca0",-29437.607332229614,"unknown",-29432.240133285522,-29426.97374176979,0.0,6.448617696762085,15.584441900253296,22.60164213180542,39.76318693161011,45.25701117515564,54.841288566589355,61.23091435432434,"unknown","unknown",68.25878834724426,72.22599840164185,79.17050981521606,84.91587615013123,"unknown",91.49597477912903,"unknown",97.57496953010559,101.07282781600952,"unknown","unknown","unknown","unknown","unknown",106.81073784828186,"unknown",112.77697896957397,137.9369659423828,"unknown",144.83163833618164,"unknown",151.93508076667786,226.0222237110138,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown",232.4136197566986,"unknown","unknown",238.6352939605713
"8d2da97","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2541155","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ac6f3f6",-82.22770690917969,"unknown",-76.2934513092041,-70.27733635902405,0.0,5.3745622634887695,7.723007678985596,13.526729822158813,51.693832874298096,57.38086748123169,61.577388286590576,"unknown",68.29787182807922,"unknown",74.3311550617218,76.1162543296814,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",82.73006749153137,"","unknown",88.49519467353821,97.99911689758301,"unknown",104.64900064468384,"unknown",111.76153135299683,113.41972374916077,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown",120.52732825279236,"unknown","unknown",126.45264077186584
"62447b9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"20f3e2e",-3353.053087949753,"unknown",-3347.8324360847473,-3341.383151292801,0.0,6.181875467300415,11.188475131988525,18.27551293373108,1086.6912777423859,1092.9198389053345,1110.8707869052887,"unknown","unknown",1117.959089756012,1124.3805301189423,1144.670799255371,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",1151.8005425930023,"","unknown",1157.8792974948883,1161.4741830825806,"unknown",1168.5090091228485,"unknown",1175.164446592331,1186.3383870124817,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown",1192.2470529079437,"unknown","unknown",1198.0004568099976
