"","1","recurso","1b","2","cont","3","cont_1","4","dilema","5","yo_1","6A_yo","6B_yo","6C_yo","7_yo","v_yo_1","8_yo","9A_yo","9B_yo","9C_yo","10_yo","11_yo","12A_yo","12B_yo","12C_yo","13_yo_1","13_yo_3","5_otro","otro_1","6A_otro","6B_otro","6C_otro","7_otro","v_otro_1","8_otro","otro_2","9A_otro","9B_otro","9C_otro","10_otro","v_otro_2","11_otro","12A_otro","12B_otro","12C_otro","13_otro_1","13_otro_2","13_otro_3","14"
"518e9b8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"b5edd3c","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"374ecf8",-26576.06379008293,"unknown",-26569.03362250328,-26563.13619685173,0.0,6.238043546676636,33.682361125946045,41.64481973648071,81.62352132797241,88.70439195632935,94.53092217445374,"unknown",100.02330708503723,"unknown",106.87094378471375,109.84750485420227,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown",116.97075867652893,"unknown",124.2313277721405,129.12466311454773,"unknown",134.64033675193787,"unknown",140.61353015899658,146.1723117828369,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",153.01246452331543,"unknown","unknown",158.80288290977478
"89f120b","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1883ca0",-11754.76146697998,"unknown",-11749.443331956863,-11743.674195289612,0.0,7.210444211959839,9.86851978302002,17.360346794128418,58.286953926086426,64.662917137146,80.12193322181702,"unknown","unknown",85.76781129837036,92.47348880767822,122.09685134887695,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown",127.73354077339172,"unknown",134.13484978675842,166.31739377975464,"unknown","unknown",173.75272464752197,180.67843008041382,250.8069043159485,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",258.0595791339874,"unknown","unknown",264.6716995239258
"8d2da97","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2541155",-1478431.3673706055,"unknown",-1478424.8903474808,-1478419.6192786694,0.0,6.366579294204712,8.422691106796265,16.1290602684021,35.160558462142944,41.18842697143555,45.24798822402954,"unknown","unknown",51.208747148513794,57.28738784790039,60.458574056625366,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown",67.64327692985535,"unknown",74.5591299533844,81.63205242156982,"unknown","unknown",87.41586256027222,92.6533830165863,7515.083209514618,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",7521.153682231903,"unknown","unknown",7527.019722223282
"ac6f3f6",-20593.360681056976,"unknown",-20587.85275888443,-20581.409860372543,0.0,6.108457088470459,2008.8588831424713,2016.5177714824677,2050.7273046970367,2057.8600566387177,2070.1440613269806,"unknown","unknown",2076.926096200943,2083.7433075904846,2087.2919311523438,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown",2093.010932445526,"unknown",2099.9552557468414,2173.8487737178802,"unknown","unknown",2180.891279220581,2187.344803571701,2194.52317404747,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",2200.6931018829346,"unknown","unknown",2206.9327063560486
"62447b9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"20f3e2e",-19649.476843595505,"unknown",-19644.06544160843,-19637.294645547867,0.0,5.513029336929321,11.148001432418823,19.297762155532837,348.5876019001007,354.427725315094,362.45011854171753,"unknown","unknown",368.44900274276733,374.67349314689636,376.4150769710541,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown",381.8604393005371,"unknown",388.94172382354736,392.88382959365845,"unknown","unknown",398.6607391834259,404.70786213874817,406.6971638202667,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",412.8715977668762,"unknown","unknown",419.6331729888916
