"","1","recurso","1b","2","cont","3","cont_1","4","dilema","5","yo_1","6A_yo","6B_yo","6C_yo","7_yo","v_yo_1","8_yo","yo_2","9A_yo","9B_yo","9C_yo","10_yo","v_yo_2","11_yo","12A_yo","12B_yo","12C_yo","13_yo_1","13_yo_2","13_yo_3","5_otro","otro_1","6A_otro","6B_otro","6C_otro","7_otro","v_otro_1","8_otro","otro_2","9A_otro","9B_otro","9C_otro","10_otro","v_otro_2","11_otro","12A_otro","12B_otro","12C_otro","13_otro_1","13_otro_2","13_otro_3","14"
"518e9b8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"b5edd3c","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"374ecf8",-7344.935280323029,"unknown",-7338.227450370789,-7331.98265171051,0.0,6.741948127746582,9.239527940750122,15.950917720794678,27.67177724838257,33.340588092803955,36.72604179382324,"unknown",43.21078634262085,"unknown",49.710702419281006,51.22736167907715,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",58.01172208786011,"","unknown",63.92395901679993,66.72971820831299,"unknown",72.32786083221436,"unknown",78.35717153549194,82.58936762809753,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",89.36355257034302,"unknown","unknown",95.50015830993652
"89f120b","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1883ca0",-47403.69112944603,"unknown",-47397.60769152641,-47390.810408592224,0.0,7.023519992828369,13.951119184494019,19.74135422706604,27.180052995681763,34.31105351448059,47.14503765106201,"unknown",52.93354940414429,"unknown",58.92615032196045,60.60755753517151,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",66.9064838886261,"","unknown",73.68072724342346,104.39345192909241,110.25125503540039,"unknown","unknown",116.318776845932,118.76511573791504,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",124.08241534233093,"unknown","unknown",131.1871416568756
"8d2da97","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2541155",-107667.20445752144,"unknown",-107661.62582445145,-107655.62233519554,0.0,6.002452611923218,10.450522661209106,16.039119482040405,20.19150447845459,26.68686008453369,36.19393754005432,42.10969662666321,"unknown","unknown",47.93069505691528,50.53444457054138,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",56.46155881881714,"","unknown",62.196115016937256,64.53920722007751,71.1251974105835,"unknown","unknown",77.79542589187622,93.47658634185791,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",98.82548832893372,"unknown","unknown",105.650062084198
"ac6f3f6",-567.9976382255554,"unknown",-561.8628935813904,-555.8166105747223,0.0,6.717088460922241,10.420593500137329,16.28429102897644,51.561119079589844,58.43551325798035,62.583210468292236,69.12870597839355,"unknown","unknown",75.02537178993225,77.10754418373108,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",84.20283699035645,"","unknown",90.02610659599304,110.65986037254333,116.54942536354065,"unknown","unknown",122.87348365783691,127.27797245979309,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",134.30834078788757,"unknown","unknown",139.85471510887146
"62447b9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"20f3e2e",-30.96692681312561,"unknown",-24.50047755241394,-18.130136728286743,0.0,7.0916969776153564,14.909462928771973,21.40836763381958,33.17242217063904,40.029191732406616,48.76139807701111,"unknown","unknown",54.64413285255432,61.70716571807861,63.09670543670654,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",69.33321356773376,"","unknown",75.34845542907715,77.92596411705017,84.55020213127136,"unknown","unknown",90.85396480560303,93.20185899734497,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",100.2648856639862,"unknown","unknown",106.02618455886841
