"","1","recurso","1b","2","cont","3","cont_1","4","dilema","5","yo_1","6A_yo","6B_yo","6C_yo","7_yo","v_yo_1","8_yo","yo_2","9A_yo","9B_yo","9C_yo","10_yo","v_yo_2","11_yo","12A_yo","12B_yo","12C_yo","13_yo_1","13_yo_2","13_yo_3","5_otro","otro_1","6A_otro","6B_otro","6C_otro","7_otro","v_otro_1","8_otro","otro_2","9A_otro","9B_otro","9C_otro","10_otro","v_otro_2","11_otro","12A_otro","12B_otro","12C_otro","13_otro_1","13_otro_2","13_otro_3","14"
"518e9b8",-22966.232003211975,"unknown",-22959.72042989731,-22952.134922742844,0.0,7.022799253463745,13.492596626281738,18.743892431259155,379568.93275523186,379575.3684093952,379577.3633198738,379582.9563777447,"unknown","unknown",379589.2864997387,379593.4587497711,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",379599.5870742798,"","unknown",379606.4850523472,379613.84952020645,379619.7148308754,"unknown","unknown",379626.3293411732,379629.69046616554,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",379635.86111974716,"unknown","unknown",379642.47301626205
"b5edd3c","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"374ecf8",-29941.130704402924,"unknown",-29935.374940395355,-29930.11439561844,0.0,5.308754920959473,7.257048606872559,12.71540641784668,22.218093633651733,28.103182792663574,40.54579424858093,"unknown",46.20444107055664,"unknown",52.47716212272644,53.98160147666931,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",59.507307052612305,"","unknown",65.64167594909668,70.04286408424377,"unknown",75.45741534233093,"unknown",82.00019025802612,276.1739389896393,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",283.5593349933624,"unknown","unknown",290.14304423332214
"89f120b","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1883ca0",-14185.107719421387,"unknown",-14178.153180122375,-14172.7265188694,0.0,7.290794610977173,10.876428127288818,17.218587636947632,33.14489197731018,39.2241268157959,41.104912996292114,46.77209544181824,"unknown","unknown",52.27104425430298,53.960057735443115,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",59.844247817993164,"","unknown",65.96904826164246,68.27759552001953,75.16413378715515,"unknown","unknown",80.47300982475281,82.27422595024109,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",88.88881587982178,"unknown","unknown",95.65501618385315
"8d2da97","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2541155",-41987.544681072235,"unknown",-41979.24092006683,-41973.45892047882,0.0,5.561043977737427,6.911372900009155,13.618793249130249,15.35454273223877,21.243218421936035,28.919678688049316,35.84133243560791,"unknown","unknown",41.66515517234802,45.8064444065094,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",52.961413621902466,"","unknown",58.50668668746948,10382.797763586044,10388.690081834793,"unknown","unknown",10394.077946662903,10397.670588731766,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",10403.847014188766,"unknown","unknown",10409.904980659485
"ac6f3f6",-5154.007644176483,"unknown",-5148.310813426971,-5142.846618413925,0.0,5.330880880355835,135.9091191291809,142.14353680610657,355.9742908477783,362.70507311820984,367.58047246932983,"unknown","unknown",374.2332684993744,381.2416305541992,383.2849831581116,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",388.80066895484924,"","unknown",395.39385414123535,415.3185076713562,"unknown",421.34553503990173,"unknown",428.14572620391846,430.1553592681885,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",435.8736605644226,"unknown","unknown",442.757381439209
"62447b9",-3058273.974627733,"unknown",-3058267.1499979496,-3058260.3930683136,0.0,7.139057397842407,9.600690126419067,15.38666558265686,29.99637460708618,35.285364866256714,44.59103274345398,"unknown","unknown",49.99876594543457,56.40791726112366,58.72154426574707,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",64.3425772190094,"","unknown",71.46193766593933,80.08687829971313,86.78584432601929,"unknown","unknown",92.17283701896667,99.83247399330139,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",106.61514210700989,"unknown","unknown",112.70568037033081
"20f3e2e",-12644.704798221588,"unknown",-12638.455429315567,-12632.594019412994,0.0,6.579948425292969,9.496979713439941,15.992822647094727,32.35896825790405,38.75998091697693,42.0430634021759,"unknown",47.95528697967529,"unknown",54.55108022689819,67.04730725288391,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",74.4941918849945,"","unknown",80.56652808189392,92.40928506851196,"unknown",99.41812515258789,"unknown",105.1005265712738,119.51283526420593,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",126.39745306968689,"unknown","unknown",131.60465240478516
"4e53c5c",-166351.23129415512,"unknown",-166345.7023537159,-166340.01574206352,0.0,7.341015338897705,13.159177780151367,19.28505253791809,53.80080056190491,60.92448139190674,63.215296030044556,"unknown",69.53854560852051,"unknown",76.2979097366333,78.26938247680664,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",84.88493323326111,"","unknown",90.82358026504517,96.07594847679138,103.09043717384338,"unknown","unknown",108.55229067802429,110.78658676147461,116.48790502548218,135.12093138694763,"unknown",141.79715609550476,"unknown",147.43768548965454,149.54449343681335,"unknown","unknown","unknown","unknown","unknown",154.93218398094177,"unknown",161.24027681350708
"ac6ecda","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"c899adb",-53776.8480155468,"unknown",-53771.15619778633,-53764.84443688393,0.0,6.377832412719727,9.115974426269531,15.627604246139526,46.85669708251953,52.37572169303894,56.11892127990723,"unknown","unknown",61.69614601135254,68.70894026756287,72.15189957618713,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",79.09102082252502,"","unknown",86.08750581741333,109.1779854297638,116.41465616226196,"unknown","unknown",123.03023028373718,125.99751877784729,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",132.1285662651062,"unknown","unknown",137.5491874217987
"b8ec123","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"07b298c","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4c7f106","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
