"","1","recurso","1b","2","cont","3","cont_1","4","dilema","5","yo_1","6A_yo","6B_yo","6C_yo","7_yo","v_yo_1","8_yo","yo_2","9A_yo","9B_yo","9C_yo","10_yo","v_yo_2","11_yo","12A_yo","12B_yo","12C_yo","13_yo_1","13_yo_2","13_yo_3","5_otro","otro_1","6A_otro","6B_otro","6C_otro","7_otro","v_otro_1","8_otro","otro_2","9A_otro","9B_otro","9C_otro","10_otro","v_otro_2","11_otro","otro_3","12A_otro","12B_otro","12C_otro","13_otro_1","13_otro_2","13_otro_3","14","2_1","2_2","3_1","4_1"
"f382ec0",-377.9147753715515,"unknown",-370.5443341732025,-364.07884526252747,0.0,6.470552921295166,7.922389507293701,16.504512310028076,132.4291296005249,138.5472936630249,162.83604860305786,"unknown","unknown",168.76440382003784,175.37198901176453,178.9247534275055,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",185.31750202178955,"","unknown",191.31956601142883,230.03586101531982,235.7000858783722,"unknown","unknown",241.7526786327362,243.95778560638428,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",251.1339509487152,"unknown","unknown",257.98537158966064,"","","",""
"962a7dd",-2926.7823021411896,"unknown",-2920.3618335723877,-2913.80522274971,0.0,6.714067220687866,24.05823588371277,32.777034759521484,51.84180974960327,59.1510796546936,73.53083896636963,79.96770095825195,"unknown","unknown",86.26866292953491,87.94534230232239,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",93.78948664665222,"","unknown",99.53360533714294,109.72476053237915,116.57485175132751,"unknown","unknown",123.77847290039062,125.9529926776886,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",131.9769308567047,"unknown","unknown",137.81403136253357,"","","",""
"5c97513",-45681.43783402443,"unknown",-45675.74783849716,-45668.737121105194,0.0,6.620461702346802,13.093995571136475,20.898627042770386,40.82066798210144,46.34706735610962,71.28798294067383,"unknown","unknown",78.30285453796387,84.48260593414307,91.35981774330139,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",98.44851207733154,"","unknown",103.84378910064697,181.50272583961487,"unknown",187.1058452129364,"unknown",193.0140299797058,196.31092357635498,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",202.40067839622498,"unknown","unknown",207.9114580154419,"","","",""
"acc6118",-1257.4164552688599,"unknown",-1250.6999595165253,-1243.872965812683,0.0,7.857080936431885,13.477878093719482,21.743597507476807,57.09975600242615,63.113982915878296,70.47825837135315,"unknown",76.94860744476318,"unknown",83.56691336631775,86.34023141860962,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",93.13983869552612,"","unknown",99.91351413726807,122.97502112388611,"unknown","unknown",128.9570984840393,136.19748449325562,141.3481194972992,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",148.02245020866394,"unknown","unknown",154.68023681640625,"","","",""
"d33371d",-107469.08658695221,"unknown",-107461.93999361992,-107454.84569859505,0.0,5.957339763641357,23.627277374267578,32.06811738014221,130.08321905136108,136.96798849105835,565.9227013587952,"unknown",572.6648256778717,"unknown",578.6749892234802,584.3261559009552,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",589.657472372055,"","unknown",595.7220675945282,628.1258084774017,"unknown",634.5340733528137,"unknown",641.5585768222809,644.103836774826,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",650.0013175010681,"unknown","unknown",655.600316286087,"","","",""
"78603ec",-14193.624455928802,"unknown",-14188.315591335297,-14182.98784160614,0.0,7.1133363246917725,13.427112817764282,21.61823606491089,46.56171751022339,52.963496685028076,73.86313700675964,80.60965085029602,"unknown","unknown",85.92796850204468,179.6527042388916,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",186.63723707199097,"","unknown",193.26146578788757,635.6939055919647,641.7128167152405,"unknown","unknown",648.7423779964447,650.2372784614563,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",657.2752635478973,"unknown","unknown",664.1337349414825,"","","",""
"5d45bd1",-5668.161733150482,"unknown",-5661.846579551697,-5655.426686763763,0.0,6.4003307819366455,12.263771772384644,20.157306432724,41.18695425987244,47.18139052391052,74.72524857521057,"unknown","unknown",80.74465489387512,86.65597605705261,91.88345718383789,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",98.65178489685059,"","unknown",105.75350189208984,111.48864793777466,117.84867835044861,"unknown","unknown",123.63781380653381,134.85018658638,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",141.43241381645203,"unknown","unknown",147.81966400146484,"","","",""
"cfcbc2d",-45781.13401770592,"unknown",-45775.64766407013,-45769.60666298866,0.0,6.793519020080566,9.986874103546143,17.006450414657593,26.87757134437561,33.08409023284912,35.8223934173584,41.479259967803955,"unknown","unknown",47.8245005607605,48.80637836456299,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",54.59969472885132,"","unknown",61.76126742362976,63.94851231575012,70.10461020469666,"unknown","unknown",77.3371467590332,79.32226800918579,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",85.78910636901855,"unknown","unknown",91.73506259918213,"","","",""
"98ecb86",-16.78034496307373,"unknown",-11.129233121871948,-5.223073482513428,0.0,6.5209901332855225,10.41222596168518,18.570820569992065,29.53982400894165,36.73157095909119,51.96862435340881,59.73610234260559,"unknown","unknown",66.63571882247925,68.83938121795654,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",74.51428771018982,"","unknown",80.75479817390442,108.79282450675964,"unknown",114.36336016654968,"unknown",120.39907813072205,122.6878559589386,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",128.9921531677246,"unknown","unknown",135.53566551208496,"","","",""
"7636563",-8335.419814109802,"unknown",-8328.49397969246,-8323.017083406448,0.0,5.865604639053345,15.467284679412842,23.417283058166504,36.18728542327881,43.29653191566467,57.21508574485779,64.11833620071411,"unknown","unknown",71.12881636619568,73.16973972320557,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",79.52098441123962,"","unknown",86.19451785087585,93.11979365348816,99.97909832000732,"unknown","unknown",105.74980235099792,107.51319241523743,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",113.9611303806305,"unknown","unknown",119.5459942817688,"","","",""
"5d2b358",-18753.58189725876,"unknown",-18748.25837302208,-18741.310567617416,0.0,6.660226106643677,24.673267602920532,33.37125563621521,111.06848883628845,117.80265736579895,848.0428595542908,"unknown",853.9084031581879,"unknown",861.1032338142395,862.5469298362732,869.1911487579346,874.5177690982819,879.6995429992676,"unknown","unknown",886.7047820091248,930.6257088184357,"unknown","unknown","unknown","unknown","unknown",938.0836551189423,"unknown",943.5710797309875,947.5025608539581,952.8634011745453,"unknown","unknown",959.8547005653381,964.3535580635071,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",971.2539060115814,"unknown","unknown",976.529061794281,"","","",""
"5d9ae0c",-380.94799542427063,"unknown",-374.36430287361145,-368.03479409217834,0.0,5.9411327838897705,10.66865348815918,19.266557455062866,30.22379755973816,36.79877018928528,39.82224082946777,46.41793417930603,"unknown","unknown",51.971007347106934,53.658565521240234,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",60.899351358413696,"","unknown",66.56980156898499,68.50715613365173,74.38791871070862,"unknown","unknown",79.98656487464905,85.24181151390076,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",91.9363956451416,"unknown","unknown",98.1428484916687,"","","",""
"73d4e20",-105.98761439323425,"unknown",-99.31907916069031,-92.99958539009094,0.0,6.434523344039917,1189.9664301872253,1198.6318938732147,1644.8107750415802,1652.2430939674377,3035.015151500702,"unknown","unknown",3041.9554674625397,3047.8566875457764,3049.9015159606934,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",3056.1579163074493,"","unknown",3061.571430683136,3067.0189423561096,3073.1000332832336,"unknown","unknown",3079.663847923279,3083.0872848033905,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",3089.6700365543365,"unknown","unknown",3095.4533920288086,"","","",""
"be94a32",-10464.152835845947,"unknown",-10458.442873001099,-10451.40910935402,0.0,6.611679792404175,24.523627996444702,32.90714240074158,35.72879147529602,42.07663321495056,51.31937217712402,"unknown",56.5334894657135,"unknown",62.467740058898926,64.28378176689148,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",70.51835536956787,"","unknown",77.42519688606262,84.23058843612671,"unknown","unknown",90.1833987236023,96.42341351509094,97.62799453735352,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",103.47128677368164,"unknown","unknown",109.25130820274353,"","","",""
"9f972fb",-1764.6186079978943,"unknown",-1757.8428349494934,-1751.8483045101166,0.0,6.152184009552002,17.927525758743286,25.82838797569275,46.7227737903595,53.20854735374451,62.76702070236206,68.06765937805176,"unknown","unknown",74.33115673065186,79.27106094360352,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",86.35908818244934,"","unknown",93.35786819458008,123.89861464500427,131.0127341747284,"unknown","unknown",137.73270225524902,140.55217909812927,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",146.76068544387817,"unknown","unknown",152.68129801750183,"","","",""
"6e93efd",-13.298588991165161,"unknown",-7.386203050613403,-1.2151474952697754,0.0,6.544308185577393,8.539594173431396,15.885106801986694,35.22079420089722,40.734001874923706,42.709386110305786,49.528972148895264,"unknown","unknown",54.94938778877258,57.43095135688782,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",64.17048573493958,"","unknown",69.88087248802185,74.46296429634094,81.25601029396057,"unknown","unknown",88.44282221794128,100.65788054466248,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",107.01522779464722,"unknown","unknown",112.5864896774292,"","","",""
"5a4afae",-194109.5296919346,"unknown",-194103.1420903206,-194097.34313607216,0.0,6.410022258758545,11.34778356552124,19.730774641036987,32.644357442855835,39.4872043132782,51.13363766670227,58.03461289405823,"unknown","unknown",63.246336460113525,65.41906118392944,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",71.06781840324402,"","unknown",78.07177758216858,87.86102056503296,"unknown","unknown",95.12010884284973,102.40679907798767,105.05445218086243,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",112.05736660957336,"unknown","unknown",117.95556426048279,"","","",""
"c34e373",-8072.183387041092,"unknown",-8066.696457862854,-8061.391982793808,0.0,5.435636758804321,9.99474549293518,17.593138933181763,34.87824892997742,41.487509965896606,62.27887272834778,67.85243606567383,"unknown","unknown",74.88913822174072,76.338858127594,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",82.74383330345154,"","unknown",89.72347140312195,95.14339017868042,101.47692656517029,"unknown","unknown",107.39920234680176,109.09910702705383,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",114.41163039207458,"unknown","unknown",121.201012134552,"","","",""
"60a02cd",-2672.974811553955,"unknown",-2666.9938790798187,-2661.498604774475,0.0,6.42681097984314,62.37888813018799,70.54721450805664,113.62200331687927,119.93012166023254,122.3817491531372,"unknown","unknown",128.28326964378357,134.00086760520935,138.3508858680725,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",143.80409693717957,"","unknown",149.72479438781738,3526.072876930237,3533.1812193393707,"unknown","unknown",3538.8127439022064,3541.3966777324677,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",3546.8339405059814,"unknown","unknown",3553.6523747444153,"","","",""
"6bac72b",-2212.3463439941406,"unknown",-2206.659565448761,-2201.2851808071136,0.0,7.308640003204346,17.230592727661133,25.590205192565918,39.55239534378052,45.27657175064087,51.389739751815796,57.54482960700989,"unknown","unknown",63.38714861869812,67.03045439720154,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",72.9336998462677,"","unknown",79.03268361091614,87.64950108528137,93.37731885910034,"unknown","unknown",98.81976747512817,105.47285532951355,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",111.10905456542969,"unknown","unknown",116.77582120895386,"","","",""
"c9285e4",-7553.861522674561,"unknown",-7546.711847543716,-7540.8892941474915,0.0,7.463595390319824,14.516544103622437,21.841010332107544,45.93183135986328,52.56599712371826,62.548808574676514,"unknown",68.0974793434143,"unknown",73.48197984695435,75.76356339454651,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",82.5587329864502,"","unknown",89.26850700378418,97.62965655326843,"unknown",104.70546460151672,"unknown",111.34082078933716,113.13304901123047,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",118.74743843078613,"unknown","unknown",124.33607840538025,"","","",""
