"","1","recurso","1b","2","cont","3","cont_1","4","dilema","5","yo_1","6A_yo","6B_yo","6C_yo","7_yo","v_yo_1","8_yo","9A_yo","9B_yo","9C_yo","10_yo","11_yo","12A_yo","12B_yo","12C_yo","13_yo_1","13_yo_3","5_otro","otro_1","6A_otro","6B_otro","6C_otro","7_otro","v_otro_1","8_otro","otro_2","9A_otro","9B_otro","9C_otro","10_otro","v_otro_2","11_otro","12A_otro","12B_otro","12C_otro","13_otro_1","13_otro_2","13_otro_3","14","5_1"
"518e9b8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"b5edd3c","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"374ecf8",-26563.82822537422,-26556.601812839508,-26549.55519270897,-26542.34282231331,0.0,6.53411865234375,8.945203065872192,14.941993474960327,16.901326179504395,22.317115306854248,61.91200232505798,"unknown",68.5400595664978,"unknown",74.17679286003113,75.84379601478577,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown",81.31863594055176,"unknown",86.93092918395996,88.65651488304138,94.23175072669983,"unknown","unknown",101.20355129241943,102.75167393684387,109.83967471122742,135.37696433067322,142.26512479782104,"unknown","unknown",149.11791372299194,151.75120162963867,"unknown","unknown","unknown","unknown","unknown",157.11887407302856,"unknown",162.66541266441345,""
"89f120b","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1883ca0",-135340.41393494606,-135333.54847192764,-135327.0764620304,-135320.76738858223,0.0,8.320480585098267,10.145813226699829,17.180423498153687,26.476237773895264,70.70261096954346,1430268.1000182629,"unknown","unknown",1430275.9828112125,1430282.5586898327,1430291.5103719234,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown",1430298.9783308506,"unknown",1430304.8748326302,1430332.4796168804,"unknown","unknown",1430339.3805663586,1430345.756438017,1430350.393185854,1430356.8505134583,1430358.7015125751,"unknown",1430365.4677248,"unknown",1430371.9545354843,1430374.3315439224,"unknown","unknown","unknown","unknown","unknown",1430380.0969026089,"unknown",1430385.577035904,1175258.7509989738
"8d2da97","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2541155","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ac6f3f6",-955.7359182834625,-949.1856815814972,-942.4424297809601,-935.1999666690826,0.0,6.924436569213867,15.881669044494629,21.584792137145996,105.71361494064331,112.11309361457825,129.97605299949646,"unknown","unknown",136.63713026046753,143.46635127067566,146.78830528259277,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown",152.24659323692322,"unknown",158.3158097267151,160.7448229789734,"unknown","unknown",166.66900658607483,173.41934466362,178.10640001296997,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",185.07924032211304,"unknown","unknown",191.89570784568787,""
"62447b9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"20f3e2e",-29252.1884663105,-29245.125705480576,-29238.60749745369,-29231.4950401783,0.0,7.300458192825317,15.173713445663452,22.411457300186157,36.34113955497742,42.47652292251587,49.26472854614258,"unknown","unknown",55.28479361534119,61.5427827835083,65.00530576705933,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown",71.16692876815796,"unknown",76.59132790565491,91.26369881629944,"unknown","unknown",98.24747967720032,105.48278307914734,121.34420776367188,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",128.29521822929382,"unknown","unknown",134.28309416770935,""
