"","1","recurso","1b","2","cont","3","cont_1","4","dilema","5","yo_1","6A_yo","6B_yo","6C_yo","7_yo","v_yo_1","8_yo","9A_yo","9B_yo","9C_yo","10_yo","11_yo","12A_yo","12B_yo","12C_yo","13_yo_1","13_yo_3","5_otro","otro_1","6A_otro","6B_otro","6C_otro","7_otro","v_otro_1","8_otro","9A_otro","9B_otro","9C_otro","10_otro","11_otro","12A_otro","12B_otro","12C_otro","13_otro_1","13_otro_2","13_otro_3","14"
"518e9b8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"b5edd3c","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"374ecf8",-12832.86248087883,"unknown",-12826.407851934433,-12819.392350196838,0.0,6.349841356277466,9.211628675460815,17.645781993865967,36.04863691329956,41.73947596549988,46.80032134056091,"unknown",54.10492539405823,"unknown",60.645922899246216,62.518495082855225,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown",69.71508526802063,"unknown",76.53554248809814,80.60552191734314,"unknown",87.55388951301575,"unknown",94.01675271987915,97.3849356174469,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown",103.96490597724915,"unknown","unknown",109.88517594337463
"89f120b","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1883ca0",-9618.091800689697,"unknown",-9611.861003398895,-9606.469362020493,0.0,5.428805351257324,42.98066520690918,51.56061053276062,71.68349099159241,77.51356410980225,84.09817934036255,"unknown","unknown",90.51536059379578,97.37826704978943,99.8246922492981,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown",105.23572707176208,"unknown",111.03090810775757,114.14499425888062,"unknown","unknown",121.16719770431519,128.3680455684662,130.34736275672913,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown",136.93939638137817,"unknown","unknown",142.86896324157715
"8d2da97","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2541155","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ac6f3f6",-28.620169639587402,"unknown",-21.76656699180603,-15.831524848937988,0.0,5.6088221073150635,16.509777784347534,24.01341700553894,98.01606488227844,104.12508153915405,121.57511878013611,"unknown","unknown",128.4096486568451,134.86641812324524,139.62330389022827,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown",146.57811331748962,"unknown",153.7533814907074,168.24595737457275,174.37032914161682,"unknown","unknown",180.4789981842041,184.9013032913208,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown",190.48815178871155,"unknown","unknown",197.3136429786682
"62447b9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"20f3e2e",-20789.393537282944,"unknown",-20782.453389644623,-20775.71360039711,0.0,6.522030353546143,10.823029279708862,19.194380521774292,132.77198839187622,139.85839176177979,221.1533980369568,"unknown","unknown",226.7327365875244,232.49724197387695,234.6112048625946,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown",241.96835899353027,"unknown",248.37939476966858,250.9516842365265,"unknown",259.2011351585388,"unknown",266.23515152931213,267.9759864807129,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown",274.0376868247986,"unknown","unknown",281.1676437854767
