"","1","recurso","1b","2","cont","3","cont_1","4","dilema","5","yo_1","6A_yo","6B_yo","6C_yo","7_yo","v_yo_1","8_yo","yo_2","9A_yo","9B_yo","9C_yo","10_yo","v_yo_2","11_yo","12A_yo","12B_yo","12C_yo","13_yo_1","13_yo_2","13_yo_3","5_otro","otro_1","6A_otro","6B_otro","6C_otro","7_otro","v_otro_1","8_otro","otro_2","9A_otro","9B_otro","9C_otro","10_otro","v_otro_2","11_otro","12A_otro","12B_otro","12C_otro","13_otro_1","13_otro_2","13_otro_3","14"
"518e9b8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"b5edd3c","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"374ecf8",-19750.396410226822,"unknown",-19743.149558782578,-19736.431967020035,0.0,6.049915075302124,9.607200860977173,17.49999690055847,33.84189200401306,40.30529808998108,47.810298204422,"unknown",55.05074977874756,"unknown",61.82105541229248,64.08859872817993,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",71.13094472885132,"","unknown",77.04573321342468,83.089115858078,"unknown",88.86388087272644,"unknown",94.15983057022095,96.08337330818176,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",102.20356845855713,"unknown","unknown",109.50921130180359
"89f120b","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1883ca0",-9097.175075531006,"unknown",-9091.849262952805,-9084.687501430511,0.0,7.395957708358765,43.77951526641846,51.021892786026,94.03777170181274,99.51688385009766,134.65202951431274,140.86608600616455,"unknown","unknown",146.2777714729309,183.714830160141,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",191.08758091926575,"","unknown",198.01160550117493,262.81014823913574,268.9186601638794,"unknown","unknown",274.8991594314575,358.0646438598633,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",364.11112093925476,"unknown","unknown",369.5002281665802
"8d2da97","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2541155",-163643.8173327446,"unknown",-163638.14172029495,-163632.02760386467,0.0,7.202537298202515,9.178709745407104,18.38021206855774,20.65083122253418,27.81779193878174,44.84254336357117,50.40372371673584,"unknown","unknown",57.49338102340698,60.01315236091614,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",66.47581911087036,"","unknown",72.42643189430237,74.24659180641174,80.00218653678894,"unknown","unknown",85.44624781608582,86.98648953437805,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",92.84738636016846,"unknown","unknown",98.78393769264221
"ac6f3f6",-30.944098234176636,"unknown",-24.45570182800293,-18.025184154510498,0.0,10.298316717147827,17.787794589996338,27.167370319366455,43.98808550834656,50.05394983291626,54.83590626716614,60.577561378479004,"unknown","unknown",66.33589267730713,68.42034244537354,73.96548867225647,75.5682692527771,"unknown",80.93215346336365,"unknown",87.30630707740784,89.37624382972717,"unknown","unknown","unknown","unknown","unknown",96.41854333877563,"unknown",102.83562278747559,118.04303884506226,132.26022386550903,"unknown","unknown",137.71490335464478,139.26583433151245,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",144.97687101364136,"unknown","unknown",150.5396692752838
"62447b9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"20f3e2e",-19624.946578979492,"unknown",-19618.14846420288,-19612.094150066376,0.0,7.274040699005127,10.354785442352295,18.699901342391968,37.28809070587158,43.89915609359741,47.929781436920166,"unknown",54.506999254226685,"unknown",59.882994174957275,64.09193158149719,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",70.64803314208984,"","unknown",76.34595489501953,79.32097315788269,"unknown",85.72012209892273,"unknown",91.4764301776886,98.1047055721283,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",104.55699443817139,"unknown","unknown",110.51737189292908
