"","1","recurso","1b","2","cont","3","cont_1","4","dilema","5","yo_1","6A_yo","6B_yo","6C_yo","7_yo","v_yo_1","8_yo","yo_2","9A_yo","9B_yo","9C_yo","10_yo","v_yo_2","11_yo","12A_yo","12B_yo","12C_yo","13_yo_1","13_yo_2","13_yo_3","5_otro","otro_1","6A_otro","6B_otro","6C_otro","7_otro","v_otro_1","8_otro","otro_2","9A_otro","9B_otro","9C_otro","10_otro","v_otro_2","11_otro","12A_otro","12B_otro","12C_otro","13_otro_1","13_otro_2","13_otro_3","14","2_1"
"518e9b8",-14123.276459217072,"unknown",-14117.366651296616,-14111.879196882248,0.0,5.655632019042969,7.624798059463501,13.354264259338379,24.49897861480713,31.429828882217407,33.52787232398987,"unknown","unknown",39.5052604675293,45.48939514160156,47.37362003326416,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",53.632675647735596,"","unknown",59.32954025268555,62.320135831832886,"unknown","unknown",69.03580784797668,74.60233354568481,80.971759557724,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",86.35169863700867,"unknown","unknown",92.07587599754333,""
"b5edd3c","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"374ecf8",-12750.251327991486,"unknown",-12743.165679454803,-12737.511361598969,0.0,5.638501167297363,33.3851113319397,39.826249837875366,41.530131816864014,48.30916237831116,68.30282616615295,"unknown","unknown",73.74953413009644,80.43226408958435,82.45683813095093,89.3574149608612,94.72773241996765,"unknown",100.06236100196838,"unknown",106.84053111076355,108.54587817192078,"unknown","unknown","unknown","unknown","unknown",114.51408529281616,"unknown",120.66198587417603,124.954021692276,"unknown",130.5540645122528,"unknown",136.14774560928345,141.49838519096375,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",147.8250274658203,"unknown","unknown",153.2878098487854,""
"89f120b","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1883ca0",-1736.7683415412903,"unknown",-1730.4530582427979,-1724.1276452541351,0.0,5.677213907241821,11.585691452026367,18.248326301574707,27.25491499900818,33.03315854072571,40.24452567100525,46.35062766075134,"unknown","unknown",52.89278554916382,57.30329704284668,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",62.85454726219177,"","unknown",68.27319502830505,10918.951604604721,10925.214910030365,"unknown","unknown",10932.42338681221,10939.451483011246,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",10946.243934631348,"unknown","unknown",10952.748482465744,""
"8d2da97","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2541155",-216424.55989027023,"unknown",-216417.86099505424,-216411.62616062164,0.0,6.185273170471191,8.400471210479736,17.14966607093811,30.878610849380493,38.07914471626282,41.110467195510864,"unknown",47.95486831665039,"unknown",53.61349654197693,55.8549370765686,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",62.68721413612366,"","unknown",69.58288264274597,1369.6840388774872,"unknown","unknown",1375.0155119895935,1381.898103237152,94895.7042939663,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",94901.96416687965,"unknown","unknown",94908.81062960625,""
"ac6f3f6",-3489.0220777988434,"unknown",-3483.0155942440033,-3476.8085181713104,0.0,6.209210395812988,9.162128448486328,15.594822883605957,82.72226405143738,89.86957263946533,94.39968085289001,"unknown","unknown",100.71909284591675,106.09044241905212,110.57325029373169,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",116.35559821128845,"","unknown",122.92568254470825,133.32886338233948,"unknown","unknown",140.3077096939087,147.3317494392395,149.38561844825745,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",154.81579613685608,"unknown","unknown",160.62540864944458,""
"62447b9",-77074.02259993553,"unknown",-77067.29165387154,-77060.3719830513,0.0,6.92424750328064,11.84620714187622,17.257297039031982,39.88734436035156,45.79701852798462,112.07594728469849,"unknown","unknown",118.62713980674744,124.63308238983154,128.21033000946045,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",135.06392216682434,"","unknown",142.22535133361816,159.31570482254028,"unknown",165.8141369819641,"unknown",171.58503127098083,173.684916973114,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",180.27813172340393,"unknown","unknown",186.7834997177124,""
"20f3e2e",-15646.72365283966,"unknown",-15639.681691169739,-15632.54096198082,0.0,5.84243106842041,8.856476783752441,15.682883262634277,31.33133029937744,38.41672611236572,42.44647169113159,"unknown","unknown",49.84757471084595,56.3225359916687,58.60408401489258,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",65.8367760181427,"","unknown",72.58826470375061,74.73825979232788,"unknown","unknown",80.59802913665771,86.94713473320007,95.51086211204529,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",102.11701560020447,"unknown","unknown",107.64500164985657,""
"4e53c5c",-68.0835063457489,"unknown",-61.419718503952026,-54.82789134979248,0.0,5.903536558151245,21.140806674957275,27.6515371799469,51.25800633430481,58.614075899124146,61.27989864349365,67.7314817905426,"unknown","unknown",74.52289962768555,76.8102056980133,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",83.87968015670776,"","unknown",89.98503398895264,110.68475604057312,118.19188117980957,"unknown","unknown",125.42757797241211,127.83807730674744,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",133.97698831558228,"unknown","unknown",140.5362606048584,""
"ac6ecda","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"c899adb",-10540.621622085571,"unknown",-10535.116878271103,-10527.995066642761,0.0,7.159510374069214,12.43168592453003,19.620370626449585,42.2569534778595,47.7520706653595,50.13019824028015,"unknown","unknown",56.161258935928345,61.887696266174316,83.86555361747742,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",89.90012907981873,"","unknown",95.42725706100464,102.27086186408997,"unknown","unknown",107.86219644546509,113.7699887752533,115.38009977340698,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",121.91389274597168,"unknown","unknown",128.82175064086914,""
"b8ec123","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"07b298c","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4c7f106","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"49db8c4",-23907.589610099792,"unknown",-23901.954222917557,-23895.7249584198,0.0,6.894647598266602,12.006262063980103,18.93489146232605,37.09785270690918,42.66017460823059,182.82537984848022,"unknown","unknown",188.27046179771423,194.167977809906,196.54905652999878,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",202.7698585987091,"","unknown",208.9890730381012,214.66218185424805,"unknown","unknown",221.9833528995514,228.38309383392334,230.39736366271973,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",237.16411805152893,"unknown","unknown",244.16262006759644,""
"ea8c0d6",-169491.8506486416,"unknown",-169485.88426589966,-169479.20716762543,0.0,5.652227878570557,9.277881860733032,14.867296695709229,47.120683908462524,53.35353636741638,56.19274544715881,"unknown","unknown",62.99650955200195,68.55632209777832,70.49302244186401,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",76.95300722122192,"","unknown",82.67780184745789,92.19275951385498,"unknown","unknown",98.88412022590637,104.51792335510254,114.98623061180115,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",121.82062554359436,"unknown","unknown",128.94805788993835,""
"527d11d","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7cf831f",-1408.5726742744446,"unknown",-1402.4748055934906,-1397.0451550483704,0.0,5.749934196472168,9.187697172164917,16.177757501602173,57.8159396648407,64.40748715400696,214.6540012359619,"unknown","unknown",220.31702637672424,226.04229307174683,228.46395754814148,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",235.14584732055664,"","unknown",241.18670773506165,248.20012617111206,254.51072645187378,"unknown","unknown",261.15533542633057,264.61406421661377,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",270.94384717941284,"unknown","unknown",276.3272943496704,""
"41f497c","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8d5112a","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"f496964","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"68c3192","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"eb77de6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1288ac2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8ce483d","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
