"","1","recurso","1b","2","cont","3","cont_1","4","dilema","5","yo_1","6A_yo","6B_yo","6C_yo","7_yo","v_yo_1","8_yo","yo_2","9A_yo","9B_yo","9C_yo","10_yo","v_yo_2","11_yo","yo_3","12A_yo","12B_yo","12C_yo","13_yo_1","13_yo_2","13_yo_3","5_otro","otro_1","6A_otro","6B_otro","6C_otro","7_otro","v_otro_1","8_otro","otro_2","9A_otro","9B_otro","9C_otro","10_otro","v_otro_2","11_otro","otro_3","12A_otro","12B_otro","12C_otro","13_otro_1","13_otro_2","13_otro_3","14"
"type","from_bot","from_bot","from_bot","from_bot","to_bot","from_bot","to_bot","from_bot","to_bot","from_bot","to_bot","from_bot","from_bot","from_bot","from_bot","to_bot","from_bot","to_bot","from_bot","from_bot","from_bot","from_bot","to_bot","from_bot","to_bot","from_bot","from_bot","from_bot","from_bot","to_bot","from_bot","from_bot","to_bot","from_bot","from_bot","from_bot","from_bot","to_bot","from_bot","to_bot","from_bot","from_bot","from_bot","from_bot","to_bot","from_bot","to_bot","from_bot","from_bot","from_bot","from_bot","from_bot","from_bot","from_bot"
