"","1","recurso","1b","2","cont","3","cont_1","4","dilema","5","yo_1","6A_yo","6B_yo","6C_yo","7_yo","v_yo_1","8_yo","yo_2","9A_yo","9B_yo","9C_yo","10_yo","v_yo_2","11_yo","12A_yo","12B_yo","12C_yo","13_yo_1","13_yo_2","13_yo_3","5_otro","otro_1","6A_otro","6B_otro","6C_otro","7_otro","v_otro_1","8_otro","9A_otro","9B_otro","9C_otro","10_otro","11_otro","12A_otro","12B_otro","12C_otro","13_otro_1","13_otro_2","13_otro_3","14"
"518e9b8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"b5edd3c","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"374ecf8",-11284.81327533722,"unknown",-11279.232555866241,-11273.40007519722,0.0,7.233615159988403,265.30297112464905,271.29069113731384,273.7508420944214,279.61192083358765,291.09826135635376,"unknown",297.95995807647705,"unknown",303.7494316101074,313.3660743236542,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",320.14498925209045,"","unknown",326.450984954834,336.7570309638977,342.64999866485596,"unknown","unknown",348.1778542995453,350.74764919281006,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown",357.1402735710144,"unknown","unknown",364.96080899238586
"89f120b","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1883ca0",-11174.524550199509,"unknown",-11168.551573038101,-11162.12822151184,0.0,6.697644233703613,8.275938510894775,13.488369226455688,22.80877184867859,30.03144073486328,32.105231285095215,37.388729095458984,"unknown","unknown",43.67229628562927,45.50549936294556,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",52.86933994293213,"","unknown",58.27270793914795,69.2831814289093,75.44567942619324,"unknown","unknown",82.50411748886108,84.44307518005371,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown",90.62022304534912,"unknown","unknown",96.96858549118042
"8d2da97","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2541155",-25366.42779493332,"unknown",-25359.704834222794,-25352.65173816681,0.0,6.494051218032837,7.814070224761963,13.652735471725464,15.315685272216797,21.812361478805542,31.45727229118347,"unknown",38.78884553909302,"unknown",44.52218818664551,46.165244579315186,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",53.0741662979126,"","unknown",59.18933963775635,70.6127347946167,76.61911582946777,"unknown","unknown",81.94910836219788,11118.044554233551,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown",11123.802740335464,"unknown","unknown",11129.821369171143
"ac6f3f6",-10346.663044452667,"unknown",-10340.438341856003,-10333.628957509995,0.0,6.5033323764801025,53.532291412353516,59.06772541999817,73.24365210533142,79.28952050209045,88.39186191558838,"unknown",95.376629114151,"unknown",101.2853434085846,129.4847595691681,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",137.643461227417,"","unknown",143.1196768283844,175.22672533988953,181.73309707641602,"unknown","unknown",188.9708595275879,190.69526267051697,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown",196.49191093444824,"unknown","unknown",203.2150843143463
"62447b9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"20f3e2e",-125.83086633682251,"unknown",-120.32642674446106,-114.92915487289429,0.0,7.539068937301636,10.431868553161621,16.161969423294067,33.151883363723755,40.49788165092468,42.62962102890015,48.5676212310791,"unknown","unknown",55.64022183418274,65.11800050735474,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",70.5067503452301,"","unknown",77.75381827354431,82.4261794090271,88.55064558982849,"unknown","unknown",95.41345500946045,101.52806329727173,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown",107.82417726516724,"unknown","unknown",114.12907457351685
