"","1","recurso","1b","2","cont","3","cont_1","4","dilema","5","yo_1","6A_yo","6B_yo","6C_yo","7_yo","v_yo_1","8_yo","yo_2","9A_yo","9B_yo","9C_yo","10_yo","v_yo_2","11_yo","12A_yo","12B_yo","12C_yo","13_yo_1","13_yo_2","13_yo_3","5_otro","otro_1","6A_otro","6B_otro","6C_otro","7_otro","v_otro_1","8_otro","9A_otro","9B_otro","9C_otro","10_otro","11_otro","12A_otro","12B_otro","12C_otro","13_otro_1","13_otro_2","13_otro_3","14"
"518e9b8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"b5edd3c","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"374ecf8",-10608.290712356567,"unknown",-10602.017454147339,-10595.715024471283,0.0,7.512665271759033,9.340376138687134,16.406986474990845,43.78936696052551,50.28810429573059,57.25454616546631,63.23832082748413,"unknown","unknown",69.86017799377441,76.95061254501343,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",83.06703352928162,"","unknown",88.68409323692322,97.8261468410492,"unknown",103.42532587051392,"unknown",109.12470531463623,117.44080901145935,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown",124.06225824356079,"unknown","unknown",130.73040962219238
"89f120b","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1883ca0",-10851.635781288147,"unknown",-10845.899307727814,-10839.638224363327,0.0,7.205723762512207,16.125828981399536,24.336318969726562,83.01288604736328,89.98937058448792,100.57307839393616,"unknown",106.478031873703,"unknown",111.90962672233582,114.18744206428528,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",119.95920777320862,"","unknown",127.16389441490173,129.74023389816284,136.58313703536987,"unknown","unknown",142.21608901023865,145.3267104625702,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown",152.3003876209259,"unknown","unknown",158.39884853363037
"8d2da97","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2541155",-1467904.7712311745,"unknown",-1467897.6535933018,-1467891.9151875973,0.0,5.644614934921265,27.217573165893555,34.68818521499634,49.93824076652527,56.63762140274048,65.33875179290771,72.20657753944397,"unknown","unknown",78.72075819969177,81.36419939994812,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",88.60807371139526,"","unknown",95.27840876579285,99.10001754760742,104.82001852989197,"unknown","unknown",111.64722967147827,113.85136437416077,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown",120.57109308242798,"unknown","unknown",127.58841681480408
"ac6f3f6",-2468.9630110263824,"unknown",-2463.589263677597,-2456.7300267219543,0.0,6.706636905670166,32.90816140174866,41.38080167770386,114.15229845046997,119.60438895225525,132.33548760414124,138.48403096199036,"unknown","unknown",143.85636043548584,147.38648390769958,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",154.23427510261536,"","unknown",160.7927122116089,214.4963562488556,220.76273655891418,"unknown","unknown",226.26333689689636,258.75911498069763,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown",265.1814398765564,"unknown","unknown",271.0785446166992
"62447b9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"20f3e2e",-47999.45630288124,"unknown",-47994.2002863884,-47988.336351156235,0.0,6.48696231842041,20.739493370056152,29.34841227531433,73.87254285812378,79.69846796989441,82.29961729049683,"unknown","unknown",88.24507164955139,93.59391641616821,97.56349301338196,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",103.06475782394409,"","unknown",109.93557214736938,114.76915717124939,"unknown","unknown",121.26375079154968,126.57488799095154,137.5356571674347,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown",143.47635769844055,"unknown","unknown",149.97878503799438
