"","1","recurso","1b","2","cont","3","cont_1","4","dilema","5","yo_1","6A_yo","6B_yo","6C_yo","7_yo","v_yo_1","8_yo","yo_2","9A_yo","9B_yo","9C_yo","10_yo","v_yo_2","11_yo","12A_yo","12B_yo","12C_yo","13_yo_1","13_yo_2","13_yo_3","5_otro","otro_1","6A_otro","6B_otro","6C_otro","7_otro","v_otro_1","8_otro","9A_otro","9B_otro","9C_otro","10_otro","11_otro","12A_otro","12B_otro","12C_otro","13_otro_1","13_otro_2","13_otro_3","14"
"518e9b8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"b5edd3c","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"374ecf8",-16071.366226673126,"unknown",-16065.961545467377,-16060.372138738632,0.0,6.851532220840454,8.59437870979309,15.584112405776978,18.34423565864563,25.50916576385498,43.13912391662598,"unknown","unknown",50.07284235954285,56.83356308937073,58.54140281677246,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",65.44182395935059,"","unknown",70.78462147712708,118.31100654602051,123.96356391906738,"unknown","unknown",129.27270126342773,131.9055483341217,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown",138.49018836021423,"unknown","unknown",143.91026401519775
"89f120b","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1883ca0",-2090.56782078743,"unknown",-2084.423798561096,-2077.5569100379944,0.0,6.178217649459839,23.19423222541809,29.16479992866516,40.88338375091553,46.476876735687256,60.59255003929138,"unknown",67.18088459968567,"unknown",74.03318381309509,76.03827691078186,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",81.44383382797241,"","unknown",86.78977012634277,89.68097567558289,96.75835537910461,"unknown","unknown",103.71760416030884,106.23686242103577,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown",111.79109025001526,"unknown","unknown",118.88344836235046
"8d2da97","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2541155",-15377.371936798096,"unknown",-15371.888210058212,-15365.327463388443,0.0,6.756848573684692,110.76719832420349,117.47340989112854,119.71747326850891,126.8951153755188,137.10531735420227,"unknown",142.6370346546173,"unknown",149.7643644809723,163.7630684375763,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",171.11293721199036,"","unknown",178.13039016723633,218262.4156718254,"unknown",218268.42610239983,"unknown",218274.73605895042,218293.29377555847,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown",218299.8901500702,"unknown","unknown",218305.10343790054
"ac6f3f6",-97.59393763542175,"unknown",-91.66597127914429,-85.1082284450531,0.0,5.606453895568848,11.966065168380737,19.073243141174316,24.393491744995117,31.61894655227661,36.785512924194336,"unknown","unknown",42.87462282180786,48.65556263923645,50.48195290565491,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",56.15983700752258,"","unknown",61.49772238731384,64.575190782547,70.70225620269775,"unknown","unknown",76.84546780586243,79.66629695892334,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown",85.4644832611084,"unknown","unknown",91.25374603271484
"62447b9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"20f3e2e",-15002.501987218857,"unknown",-14995.816102027893,-14990.097222328186,0.0,5.555302619934082,10.02404260635376,16.866576671600342,28.385505199432373,34.27522349357605,36.785606145858765,"unknown",42.8762526512146,"unknown",49.72843647003174,51.4056875705719,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",57.61084985733032,"","unknown",64.56696963310242,68.87544798851013,"unknown",74.23024082183838,"unknown",79.87060236930847,81.62403964996338,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown",88.25181007385254,"unknown","unknown",94.5572304725647
