"","1","recurso","1b","2","cont","3","cont_1","4","dilema","5","yo_1","6A_yo","6B_yo","6C_yo","7_yo","v_yo_1","8_yo","yo_2","9A_yo","9B_yo","9C_yo","10_yo","v_yo_2","11_yo","12A_yo","12B_yo","12C_yo","13_yo_1","13_yo_2","13_yo_3","5_otro","otro_1","6A_otro","6B_otro","6C_otro","7_otro","v_otro_1","8_otro","otro_2","9A_otro","9B_otro","9C_otro","10_otro","v_otro_2","11_otro","12A_otro","12B_otro","12C_otro","13_otro_1","13_otro_2","13_otro_3","14","2_1","3_1","4_1","5_1"
"f38953f",-10127.474636793137,"unknown",-10121.354636669159,-10114.758729934692,0.0,6.705336332321167,10.455980777740479,16.795742511749268,28.656103372573853,35.77288269996643,37.94805645942688,44.20418643951416,"unknown","unknown",51.197535276412964,52.026463985443115,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",57.83346748352051,"","unknown",64.85706543922424,69.0262291431427,75.59952807426453,"unknown","unknown",82.27994728088379,177.58760261535645,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",184.15203332901,"unknown","unknown",190.01855444908142,"","","",""
"6801018",-8882.410905361176,"unknown",-8875.618795633316,-8869.404125452042,0.0,5.366375684738159,64.24998545646667,69.91989922523499,116.17503046989441,121.83831691741943,125.50069808959961,132.5540533065796,"unknown","unknown",138.39710688591003,143.74704551696777,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",149.91286301612854,"","unknown",156.8618414402008,284.9768273830414,292.0966246128082,"unknown","unknown",297.31864285469055,299.2242479324341,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",304.55972385406494,"unknown","unknown",311.36890411376953,"","","",""
"61d9d14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ac3a94c",-1611.8328173160553,"unknown",-1605.7467589378357,-1599.8472628593445,0.0,13.356916666030884,18.89463448524475,25.538859844207764,51.72086548805237,57.7967586517334,85.52483606338501,"unknown",100.29206967353821,"unknown",106.74565410614014,109.70744323730469,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",116.6683464050293,"","unknown",122.84623050689697,1192.3143291473389,1207.164664030075,"unknown","unknown",1212.918952703476,1226.0729205608368,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",1240.1132485866547,"unknown","unknown",1247.2071743011475,"","","",""
"eccfff0",-1122591.1102030277,"unknown",-1122585.753471613,-1122579.460461378,0.0,7.0675787925720215,10.5366530418396,17.1466646194458,34.5681586265564,41.79879426956177,46.95495891571045,52.695977449417114,"unknown","unknown",59.526007413864136,62.19508481025696,68.83290839195251,76.77291584014893,"unknown",82.25792145729065,"unknown",88.76325535774231,91.03366708755493,"unknown","unknown","unknown","unknown","unknown",96.3854033946991,"unknown",102.95017337799072,110.07523512840271,116.24244403839111,"unknown","unknown",123.34483599662781,131.51270627975464,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",136.98434972763062,"unknown","unknown",143.87252759933472,"","","",""
"49f21e0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"02ed09a","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0514a07","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"37b9a9f",-9014.509661197662,"unknown",-9003.606025457382,-8995.21984219551,0.0,17.27840542793274,123.26967144012451,136.5129735469818,251.57342267036438,270.5090916156769,290.1022119522095,"unknown",331.5723958015442,"unknown",349.0278880596161,357.39238595962524,368.45973110198975,376.29552602767944,"unknown","unknown",384.3592846393585,391.3072865009308,393.35008549690247,"unknown","unknown","unknown","unknown","unknown",401.5061230659485,"unknown",409.4679024219513,413.98013377189636,420.9895143508911,"unknown","unknown",428.2201659679413,432.64442014694214,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",440.16334533691406,"unknown","unknown",447.218816280365,-8391.510687112808,"","",""
"3c0c7c1",-9974.810752153397,"unknown",-9967.761288881302,-9961.716934680939,0.0,6.786974191665649,11.580810546875,18.05642318725586,61.69341492652893,67.54122734069824,73.59828662872314,80.65277767181396,"unknown","unknown",86.2936761379242,88.33193564414978,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",95.08779835700989,"","unknown",101.57497024536133,105.49193906784058,111.74255776405334,"unknown","unknown",118.90481305122375,122.26252603530884,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",127.4720311164856,"unknown","unknown",133.75881457328796,"","","",""
"89f6d9e",-60438.71228861809,"unknown",-60433.391456365585,-60426.48697590828,0.0,6.785274267196655,10.790642261505127,17.906960487365723,67.60862803459167,74.85276293754578,108.45189070701599,"unknown","unknown",115.24498677253723,121.91949605941772,125.17219138145447,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",132.2260925769806,"","unknown",139.28390407562256,284.93452548980713,"unknown","unknown",290.33853030204773,296.6757323741913,302.56030464172363,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",307.7933557033539,"unknown","unknown",314.4026267528534,"","","",""
"4569a12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"39dc9b8",-461517.8306581974,"unknown",-461510.6005203724,-461504.9089381695,0.0,7.35188627243042,25.243215799331665,31.971235990524292,98.20572328567505,104.33554649353027,137.50975561141968,"unknown",142.83971548080444,"unknown",149.98873257637024,152.48641300201416,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",158.96485233306885,"","unknown",164.7161512374878,178.02366423606873,183.6263735294342,"unknown","unknown",190.4333131313324,192.5780839920044,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",198.19532179832458,"unknown","unknown",204.6135368347168,-199099.1345705986,"","",""
"56bae3a",-25.360297679901123,"unknown",-18.96945071220398,-12.548049688339233,0.0,5.405646800994873,16.44471287727356,23.296867847442627,45.26975870132446,52.259371280670166,54.56973052024841,60.068110704422,"unknown","unknown",66.13484525680542,68.15808749198914,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",74.88450860977173,"","unknown",81.13225722312927,86.34734416007996,93.08814668655396,"unknown","unknown",99.87762117385864,102.30222225189209,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",108.36401414871216,"unknown","unknown",114.5822422504425,"","","",""
"28ec805",-93304.11789631844,"unknown",-93297.3830564022,-93290.9925005436,0.0,6.126575231552124,22.123880863189697,30.30495548248291,115.59517192840576,121.37836074829102,159.0265645980835,"unknown","unknown",165.16785097122192,172.365464925766,47360.93931531906,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",47367.152492284775,"","unknown",47374.45451259613,47398.71379303932,"unknown",47405.65090203285,"unknown",47411.04779815674,47412.422580718994,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",47418.02020859718,"unknown","unknown",47424.02183222771,"","","",""
"4c8a5bc",-69816.63763332367,"unknown",-69809.69473814964,-69803.71507167816,0.0,5.416645765304565,11.73159122467041,18.82810139656067,43.24490523338318,50.73673224449158,71.64999437332153,77.14033913612366,"unknown","unknown",83.20591402053833,84.98553109169006,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",92.25898504257202,"","unknown",98.3685348033905,103.46573638916016,109.98059606552124,"unknown","unknown",117.02569270133972,122.4763753414154,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",129.389142036438,"unknown","unknown",134.84070992469788,"","","",""
"48179d1",-83941.78691124916,"unknown",-83933.66725158691,-83926.64244174957,0.0,5.693338632583618,7.969749212265015,13.835251331329346,46.379343032836914,51.94281363487244,79.89076972007751,"unknown","unknown",87.05298924446106,92.75809621810913,98.00221824645996,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",105.20460176467896,"","unknown",110.58750176429749,125.41632843017578,"unknown","unknown",132.16924214363098,138.15071630477905,140.14159512519836,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",145.46529507637024,"unknown","unknown",151.05129885673523,"","","",""
"d876b22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"e845b6b",-967.6221430301666,"unknown",-961.7141971588135,-955.9372410774231,0.0,7.376750946044922,15.938380002975464,22.137184381484985,35.80677628517151,43.12104821205139,83.69721698760986,"unknown",90.57615232467651,"unknown",97.19833421707153,119.83167028427124,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",126.34878730773926,"","unknown",132.53465723991394,138.99321365356445,145.54588150978088,"unknown","unknown",152.5977020263672,159.83254170417786,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",165.92474818229675,"unknown","unknown",173.24644231796265,"","","",""
"619e952",-43351.246955394745,"unknown",-43344.56598877907,-43337.57484817505,0.0,7.016596794128418,14.236323118209839,20.228691577911377,34.63763976097107,40.52595114707947,45.52440571784973,"unknown",51.94186067581177,"unknown",58.73724985122681,71.73959636688232,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",77.56891250610352,"","unknown",84.06866431236267,197.7546467781067,204.39998722076416,"unknown","unknown",211.51363134384155,214.13975858688354,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",219.90929341316223,"unknown","unknown",226.5680615901947,"","","",""
"0fd9ca7",-1769.9401996135712,"unknown",-1764.3858244419098,-1757.8668324947357,0.0,5.582635879516602,10.582945108413696,17.292620420455933,37.28714561462402,44.52671575546265,68.30707859992981,"unknown",73.64148092269897,"unknown",80.03585267066956,81.68689775466919,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",87.3805468082428,"","unknown",94.24595260620117,99.36539030075073,104.86719036102295,"unknown","unknown",110.97989130020142,112.43222212791443,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",119.14232730865479,"unknown","unknown",126.2587468624115,"","","",""
"ff125d4",-5385064.242618799,"unknown",-5385057.5725348,-5385052.19096303,0.0,7.140762805938721,11.972309350967407,18.43999695777893,40.9286744594574,47.37496495246887,58.52113580703735,"unknown",64.24058318138123,"unknown",70.08529138565063,72.15190553665161,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",79.23707342147827,"","unknown",84.65712451934814,88.87573885917664,95.45490169525146,"unknown","unknown",102.04584383964539,104.30716705322266,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",110.85080170631409,"unknown","unknown",117.85311555862427,-3105080.2141325474,"","",""
"0dc7823",-477738.00076818466,"unknown",-477732.381714344,-477725.4243905544,0.0,5.809908390045166,9.556759119033813,16.272926330566406,48.323997497558594,55.169540882110596,61.30676770210266,67.79992818832397,"unknown","unknown",73.39271998405457,75.14634275436401,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",82.5132052898407,"","unknown",88.01186347007751,97.96615028381348,105.03577494621277,"unknown","unknown",110.42370176315308,112.60774946212769,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",119.04505658149719,"unknown","unknown",125.06581711769104,"","","",""
"64155b9",-28739.73468375206,"unknown",-28734.246291160583,-28728.125757455826,0.0,7.140256881713867,9.829881191253662,15.85915207862854,34.69531178474426,40.69148087501526,47.39523005485535,"unknown",54.33039879798889,"unknown",61.29110240936279,63.11362075805664,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",69.91141247749329,"","unknown",76.32441329956055,84.0074245929718,90.46163582801819,"unknown","unknown",96.9819118976593,98.4118857383728,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",104.08051180839539,"unknown","unknown",110.70464944839478,"","","",""
"9cfbb83",-17928.969077587128,"unknown",-17922.86246395111,-17917.549039125443,0.0,6.151045322418213,8.840782642364502,15.406880140304565,17.07232165336609,23.141772508621216,37.27946662902832,"unknown",44.14846754074097,"unknown",49.84670042991638,78.52731323242188,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",85.68279528617859,"","unknown",91.40245771408081,379.1639585494995,384.93762707710266,"unknown","unknown",391.5424106121063,512.3309934139252,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",518.7343742847443,"unknown","unknown",524.1447098255157,"","","",""
"f6ffd76",-1152.5648703575134,"unknown",-1147.1361193656921,-1141.5253701210022,0.0,6.1593217849731445,8.664006471633911,14.42621636390686,42.68414855003357,48.69580411911011,54.59128189086914,"unknown",61.288493633270264,"unknown",66.9050931930542,69.64267349243164,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",76.33303499221802,"","unknown",82.85866498947144,86.46609902381897,93.16708707809448,"unknown","unknown",99.2817325592041,101.9836163520813,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",107.61257100105286,"unknown","unknown",113.05260729789734,"","","",""
"4ac71cf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"57b0697",-88958.24116778374,"unknown",-88952.5193927288,-88946.3108716011,0.0,7.3320536613464355,12.021468877792358,18.715577363967896,38.55966377258301,45.58674192428589,50.83339834213257,56.624284505844116,"unknown","unknown",63.2935676574707,64.73291826248169,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",71.10828065872192,"","unknown",77.2353904247284,81.58123922348022,88.30831623077393,"unknown","unknown",94.22781944274902,95.93351578712463,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",101.75043511390686,"unknown","unknown",107.71317648887634,"","","",""
"1c202a8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3e625ac",-647506.7931995392,"unknown",-647500.8970763683,-647493.773270607,0.0,6.89895224571228,16.6330783367157,22.45238423347473,42.99613642692566,50.004172563552856,135.39906072616577,141.91089129447937,"unknown","unknown",148.5189332962036,149.82835292816162,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",155.43263459205627,"","unknown",161.26132035255432,164.3979024887085,169.99125409126282,"unknown","unknown",177.00595211982727,178.81034874916077,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",184.59149932861328,"unknown","unknown",190.68862080574036,"","","",""
"6b36bf5",-5678.609424591064,"unknown",-5671.609328508377,-5665.885926961899,0.0,6.6196465492248535,9.036190032958984,14.838629245758057,20.81633234024048,27.586295127868652,62.47231101989746,69.03778743743896,"unknown","unknown",74.48781824111938,97.5896532535553,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",104.72559833526611,"","unknown",111.60869216918945,117.43882942199707,124.49781966209412,"unknown","unknown",131.23049306869507,5133.319995880127,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",5140.310522317886,"unknown","unknown",5146.150149822235,"","","",""
"99775ba",-565.6567616462708,"unknown",-558.8296236991882,-552.7283737659454,0.0,6.274523735046387,10.552459001541138,17.447186708450317,20.464078664779663,25.900169610977173,63.05860710144043,"unknown",69.59349036216736,"unknown",76.7409770488739,86.29012060165405,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",92.19903087615967,"","unknown",97.66055202484131,101.42404103279114,"unknown",107.36286163330078,"unknown",113.21599698066711,119.6969907283783,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",125.26458501815796,"unknown","unknown",132.2605140209198,"","","",""
"152aa4d",-1206.870893239975,"unknown",-1199.9638340473175,-1192.769050359726,0.0,5.8112921714782715,10.078810691833496,15.509480476379395,37.2647910118103,42.92745280265808,48.949286460876465,"unknown",56.32294416427612,"unknown",63.01262950897217,64.65675330162048,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",70.37498259544373,"","unknown",76.47693347930908,103.60751628875732,"unknown","unknown",110.10337781906128,117.33682155609131,118.90133023262024,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",125.185133934021,"unknown","unknown",130.69128799438477,"","","",""
"56191c0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ced331f",-219093.61953997612,"unknown",-219086.77480721474,-219080.96472740173,0.0,7.17693018913269,12.65139102935791,19.611305236816406,36.44709277153015,42.827210903167725,607.6005656719208,"unknown",613.3804359436035,"unknown",619.8280854225159,920.0182926654816,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",927.2789096832275,"","unknown",933.7924098968506,938.8704857826233,945.5498847961426,"unknown","unknown",952.1724395751953,955.5787587165833,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",963.648600101471,"unknown","unknown",970.3072650432587,"","","",""
"1d235c1",-70701.37423467636,"unknown",-70694.19182634354,-70688.5380589962,0.0,6.567407131195068,13.170627355575562,19.684604167938232,48.40295195579529,54.19571876525879,56.300315141677856,"unknown",63.45938992500305,"unknown",68.74487614631653,71.49962639808655,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",76.90450978279114,"","unknown",82.89461636543274,96.71638679504395,"unknown",103.16232204437256,"unknown",109.07820224761963,111.88456320762634,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",119.21558785438538,"unknown","unknown",125.902841091156,"","","",""
"e6de912",-19.013301372528076,"unknown",-13.114251375198364,-6.209765195846558,0.0,5.471127271652222,7.7159035205841064,14.611475944519043,38.354552030563354,44.80868434906006,49.70141553878784,"unknown","unknown",55.34750962257385,60.848692178726196,67.71416640281677,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",73.07096934318542,"","unknown",80.32546591758728,1334.3986508846283,"unknown",1340.5657873153687,"unknown",1346.1968314647675,1348.53813290596,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",1355.3917808532715,"unknown","unknown",1362.5889875888824,"","","",""
"76bbc0d",-2106.03680229187,"unknown",-2099.3376064300537,-2093.247179031372,0.0,7.3976898193359375,20.141303300857544,25.97546148300171,53.36828660964966,59.93793821334839,61.951430797576904,67.78085732460022,"unknown","unknown",73.77099418640137,75.59463691711426,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",82.64749884605408,"","unknown",88.57132530212402,93.66610383987427,99.89360094070435,"unknown","unknown",105.83401083946228,107.80252599716187,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",114.65498232841492,"unknown","unknown",121.67832446098328,"","","",""
"36b4ec5",-2383.7950963974,"unknown",-2376.830840587616,-2370.1455488204956,0.0,6.819215297698975,3142.379050254822,3148.6552662849426,3171.790039539337,3178.0528695583344,3183.5469002723694,"unknown",3189.763578414917,"unknown",3196.768120288849,3198.7544972896576,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",3204.0509605407715,"","unknown",3210.8193991184235,3216.099923849106,3223.345704317093,"unknown","unknown",3229.3305263519287,3234.8897228240967,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",3242.0460414886475,"unknown","unknown",3248.4500868320465,"","","",""
"79b65fb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7de2a3d",-1696.3688321113586,"unknown",-1689.3195700645447,-1682.6378638744354,0.0,6.568559169769287,8.620612621307373,15.334847688674927,32.94953799247742,38.44514465332031,46.85731482505798,"unknown",52.81436586380005,"unknown",59.64881134033203,8417.760719299316,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",8423.76636838913,"","unknown",8430.522153377533,8442.65357542038,"unknown","unknown",8448.985227823257,8454.985704421997,8457.424495697021,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",8463.24988245964,"unknown","unknown",8469.627411603928,"","","",""
"dbe3880",-111.65917348861694,"unknown",-104.6152696609497,-99.21747922897339,0.0,6.319122791290283,11.249552726745605,18.14260983467102,35.50218176841736,43.85599994659424,92.69716191291809,"unknown","unknown",98.21962261199951,105.21748280525208,107.59371328353882,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",113.21504878997803,"","unknown",119.35726928710938,127.95352005958557,"unknown","unknown",133.2985897064209,139.41813588142395,141.3041365146637,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",147.0257225036621,"unknown","unknown",153.17927312850952,"","","",""
"877fb69",-28.968544244766235,"unknown",-21.634224891662598,-15.642796039581299,0.0,7.331907510757446,11.641619205474854,18.1848361492157,20.34227728843689,27.205016374588013,44.44765758514404,50.31324553489685,"unknown","unknown",56.448535203933716,60.93704438209534,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",67.85737299919128,"","unknown",74.21851205825806,102.61395359039307,108.8917281627655,"unknown","unknown",115.46134042739868,126.5073094367981,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",133.64729714393616,"unknown","unknown",140.66515946388245,"","","",""
"c17e360",-213364.02220892906,"unknown",-213356.79782557487,-213350.4579617977,0.0,6.243624925613403,11.599741458892822,18.570791482925415,57.006717920303345,64.39889192581177,242941.27773618698,"unknown","unknown",242946.9920296669,242953.26397299767,242959.59923148155,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",242965.24376249313,"","unknown",242970.65013718605,242984.26575279236,"unknown","unknown",242989.98500227928,242995.99636602402,243009.31393909454,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",243015.54244422913,"unknown","unknown",243022.33317255974,"","","",""
"51be121",-1249.247888803482,"unknown",-1242.0440618991852,-1235.816936969757,0.0,6.252870559692383,18.036882162094116,23.45990753173828,61.227142333984375,67.0103497505188,77.36447644233704,"unknown",83.17593789100647,"unknown",89.64080619812012,94.75206875801086,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",100.73929500579834,"","unknown",106.03170657157898,120.48580837249756,"unknown","unknown",126.51545786857605,133.91914582252502,136.78695559501648,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",143.15815091133118,"unknown","unknown",150.23925518989563,"","","",""
"c094913","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3b65cc8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ce36e73","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"e9e1409",-25866.97430419922,"unknown",-25860.47729086876,-25853.69011616707,0.0,7.119411945343018,9.822317600250244,15.800524234771729,31.22715950012207,36.968294620513916,57.13941788673401,"unknown",62.873364210128784,"unknown",68.79283356666565,70.6560537815094,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",76.74863004684448,"","unknown",83.90316534042358,88.25898814201355,"unknown","unknown",93.81388306617737,99.3115770816803,100.8071780204773,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",106.74964380264282,"unknown","unknown",113.73198699951172,"","","",""
"6f17bd1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4af2fee","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"051761f",-28299.46426343918,"unknown",-28292.736394643784,-28285.581728219986,0.0,5.563669919967651,17.79382038116455,23.48824429512024,1463564.8265004158,1463571.8760848045,1463577.4070868492,"unknown","unknown",1463584.3337786198,1463589.7547314167,1464269.062987566,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",1464275.506589651,"","unknown",1464281.791681528,1464286.350162506,"unknown","unknown",1464293.0292272568,1464299.0171380043,1464348.5936596394,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",1464354.8900914192,"unknown","unknown",1464361.3919124603,"","","",""
"1c627cb",-45054.96882605553,"unknown",-45048.47601556778,-45042.635068416595,0.0,6.375219821929932,10.007532119750977,17.176701307296753,46.636093616485596,52.97920775413513,96.46527457237244,"unknown","unknown",103.30514907836914,108.98881268501282,111.17351484298706,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",116.47692084312439,"","unknown",122.89963889122009,155.96487402915955,162.1992163658142,"unknown","unknown",168.12066626548767,169.94619250297546,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",175.2998230457306,"unknown","unknown",181.14528942108154,"","","",""
"5177026",-24.38567852973938,"unknown",-18.7212975025177,-12.392580509185791,0.0,5.664034366607666,7.755582094192505,14.567610502243042,16.44889211654663,22.690694332122803,59.00903797149658,65.48197221755981,"unknown","unknown",71.30375695228577,74.7990391254425,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",81.59052157402039,"","unknown",88.11072182655334,95.46623015403748,101.02843618392944,"unknown","unknown",106.32472825050354,114.00786304473877,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",120.53707933425903,"unknown","unknown",126.54324531555176,"","","",""
"db0051d",-709832.4384155273,"unknown",-709825.7377214432,-709819.6498217583,0.0,5.746488332748413,10.77338719367981,16.150763988494873,37.88117218017578,44.66612219810486,71.69844007492065,77.69334268569946,"unknown","unknown",83.35410022735596,85.76006031036377,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",91.2663962841034,"","unknown",97.99617147445679,114.3472547531128,119.84118795394897,"unknown","unknown",126.24024486541748,128.20766282081604,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",134.30520462989807,"unknown","unknown",140.25031638145447,"","","",""
"43bae5c","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9e9a81e","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6289e6c",-216.52468633651733,"unknown",-210.64047002792358,-204.46577525138855,0.0,7.4945690631866455,11.266686201095581,16.594669103622437,32.11734056472778,38.20955204963684,101.12395310401917,"unknown",107.08451867103577,"unknown",113.56907176971436,115.63491821289062,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",121.66759490966797,"","unknown",128.88933753967285,132.17591786384583,"unknown",137.81273317337036,"unknown",143.8172528743744,146.1927809715271,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",153.39725613594055,"unknown","unknown",160.47388982772827,"","","",""
"c55c183","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
