"","1","recurso","1b","2","cont","3","cont_1","4","dilema","5","yo_1","6A_yo","6B_yo","6C_yo","7_yo","v_yo_1","8_yo","9A_yo","9B_yo","9C_yo","10_yo","11_yo","12A_yo","12B_yo","12C_yo","13_yo_1","13_yo_3","5_otro","otro_1","6A_otro","6B_otro","6C_otro","7_otro","v_otro_1","8_otro","9A_otro","9B_otro","9C_otro","10_otro","11_otro","12A_otro","12B_otro","12C_otro","13_otro_1","13_otro_2","13_otro_3","14"
"518e9b8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"b5edd3c","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"374ecf8",-49755.327610492706,"unknown",-49748.77560901642,-49742.03991651535,0.0,6.004106044769287,9.09641146659851,17.406739473342896,31.07765221595764,36.88918423652649,42.52438426017761,"unknown",49.12335395812988,"unknown",55.383423805236816,56.932373046875,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown",63.21741724014282,"unknown",69.43503975868225,72.55288815498352,"unknown",79.62916326522827,"unknown",86.77014756202698,88.43343830108643,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown",95.09252071380615,"unknown","unknown",101.39011120796204
"89f120b","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1883ca0",-14305.371700763702,"unknown",-14298.617921829224,-14292.098101377487,0.0,6.2150349617004395,11.90846562385559,18.914408922195435,34.078993797302246,41.11524033546448,49.81073260307312,56.57482361793518,"unknown","unknown",63.92201900482178,66.74359893798828,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown",72.05700016021729,"unknown",79.08558821678162,82.63746762275696,89.88946866989136,"unknown","unknown",95.95377278327942,97.66529893875122,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown",104.22785568237305,"unknown","unknown",110.80469465255737
"8d2da97","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2541155","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ac6f3f6",-43622.139951467514,"unknown",-43615.687839984894,-43609.84681534767,0.0,5.571729898452759,10.775429964065552,18.650026559829712,35.69710826873779,42.83970665931702,46.05175447463989,"unknown","unknown",53.06419110298157,58.57232856750488,60.71399760246277,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown",67.90584802627563,"unknown",73.82967138290405,82.29882192611694,"unknown","unknown",87.9519681930542,93.6555564403534,95.92522239685059,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown",102.5923683643341,"unknown","unknown",109.87333703041077
"62447b9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"20f3e2e",-10945.521468400955,"unknown",-10938.722011089325,-10932.81815290451,0.0,5.361590385437012,10.861077785491943,18.784234762191772,148.59444880485535,155.53747391700745,157.85384607315063,163.97839450836182,"unknown","unknown",170.51261520385742,175.52889394760132,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown",181.33613896369934,"unknown",188.28647565841675,279.9436776638031,"unknown",286.3379714488983,"unknown",291.9398672580719,365.46201038360596,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown",372.27946496009827,"unknown","unknown",377.9478585720062
