"","1","recurso","1b","2","cont","3","cont_1","4","dilema","5","yo_1","6A_yo","6B_yo","6C_yo","7_yo","v_yo_1","8_yo","yo_2","9A_yo","9B_yo","9C_yo","10_yo","v_yo_2","11_yo","yo_3","12A_yo","12B_yo","12C_yo","13_yo_1","13_yo_2","13_yo_3","5_otro","otro_1","6A_otro","6B_otro","6C_otro","7_otro","v_otro_1","8_otro","9A_otro","9B_otro","9C_otro","10_otro","11_otro","12A_otro","12B_otro","12C_otro","13_otro_1","13_otro_2","13_otro_3","14","cont_2","2_1","2_2"
"37674f9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0dc300b","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1800004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7b3c431",-665.9427392482758,"unknown",-660.2222471237183,-654.4194295406342,0.0,6.888673305511475,10.25749683380127,15.851953268051147,33.03087306022644,40.04261302947998,43.97053670883179,"unknown","unknown",49.274174213409424,56.3257372379303,57.57030534744263,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",63.71769881248474,"","unknown",70.86915612220764,73.909841299057,"unknown",79.21061086654663,"unknown",84.80619812011719,86.00399136543274,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown",91.39886665344238,"unknown","unknown",97.10448217391968,"","",""
"2457ed6",-133779.86350131035,"unknown",-133774.04934573174,-133768.53525948524,0.0,6.7937376499176025,13.41067385673523,19.10240936279297,46.96302533149719,52.47091889381409,74.31976127624512,"unknown","unknown",80.3011565208435,87.08794713020325,90.54497623443604,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",96.36540460586548,"","unknown",103.15290784835815,117.81850671768188,"unknown","unknown",123.2455403804779,129.0812590122223,133.820791721344,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown",140.5938265323639,"unknown","unknown",146.2788724899292,"","",""
"c4bba29",-1395.4483902454376,"unknown",-1388.1942875385284,-1381.9322669506073,0.0,6.211421966552734,8.789315700531006,15.940168857574463,45.146952867507935,51.220600843429565,57.80289268493652,"unknown",63.988112449645996,"unknown",69.52484583854675,95.54006433486938,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",102.19582867622375,"","unknown",107.88776707649231,110.47380495071411,117.38770413398743,"unknown","unknown",123.35452318191528,135.3430416584015,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown",141.008953332901,"unknown","unknown",146.77851366996765,"","",""
"2dffb9e",-4338.157630443573,"unknown",-4331.159133911133,-4325.679969787598,0.0,6.919070720672607,9.498817682266235,17.141437530517578,31.713773488998413,38.082841634750366,43.11563563346863,"unknown",48.386603355407715,"unknown",55.42326521873474,61.17854166030884,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",66.5950608253479,"","unknown",73.74060130119324,105.95742392539978,"unknown","unknown",113.03275489807129,119.68317365646362,121.15327048301697,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown",127.06590723991394,"unknown","unknown",134.19690346717834,"","",""
"7a35b75",-4196.710827827454,"unknown",-4191.134231090546,-4184.214247226715,0.0,6.066216945648193,10.088978052139282,15.640048503875732,8643.986206531525,8650.158557891846,8653.544552087784,"unknown","unknown",8658.814357995987,8664.557234048843,8667.050233840942,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",8674.131061792374,"","unknown",8679.798262834549,8683.042106628418,"unknown",8688.5424618721,"unknown",8694.006688594818,8696.227436065674,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown",8703.499060869217,"unknown","unknown",8710.213007688522,"","",""
"3883e37","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"eacd6a3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"d09321f","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1116780","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"58b1c8e","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"bf3dfcf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"80e625f","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9846ca8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"cc02471",-1087.9638895988464,"unknown",-1082.2241966724396,-1076.7655365467072,0.0,5.633827447891235,7.440183877944946,13.898426532745361,36.64604616165161,43.01219987869263,52.72015571594238,"unknown",59.804094552993774,"unknown",66.5838406085968,68.36224579811096,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",74.47316312789917,"","unknown",81.12493181228638,85.48084473609924,"unknown","unknown",91.85437631607056,97.48316860198975,99.21633553504944,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown",106.0019359588623,"unknown","unknown",112.45446634292603,"","",""
"0a30844","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"43d0b63",-151.3551299571991,"unknown",-144.89979767799377,-138.38274121284485,0.0,6.763404846191406,60.79664373397827,67.83113312721252,99.33260011672974,105.83108830451965,106.76962208747864,"unknown",112.9356894493103,"unknown",118.66492533683777,139.17382955551147,145.35309028625488,149.39369177818298,"unknown",156.31065678596497,"unknown",161.9442253112793,223.03958678245544,"unknown","","unknown","unknown","unknown","unknown",229.81463170051575,"unknown",236.1428985595703,245.6784827709198,"unknown",251.74151706695557,"unknown",258.893128156662,260.66966557502747,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown",266.9589171409607,"unknown","unknown",273.87115001678467,"","",""
"addf295","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"870dc60","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1a8e45b",-579.1662337779999,"unknown",-573.7013883590698,-567.6257858276367,0.0,5.889042615890503,8.261191844940186,15.527373790740967,27.070101022720337,32.97227430343628,39.48290824890137,"unknown",45.686166524887085,"unknown",51.24690079689026,55.08317685127258,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",62.2571759223938,"","unknown",67.74833726882935,70.26610231399536,76.36211681365967,"unknown","unknown",83.1164767742157,85.38127398490906,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown",91.72624659538269,"unknown","unknown",98.00970125198364,"","",""
"0e42357","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5f2a1aa","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"87b3434","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"bd305b8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4b70ed3",-192013.23510193825,"unknown",-192007.16404366493,-192000.50170326233,0.0,5.725180149078369,9.767630815505981,16.44337010383606,40.87109899520874,46.58151698112488,50.76203393936157,"unknown","unknown",56.60186696052551,62.375564098358154,72.53732514381409,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",78.3726270198822,"","unknown",84.92437171936035,99.19037532806396,"unknown","unknown",106.30305910110474,113.54643297195435,116.03905820846558,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown",121.6168806552887,"unknown","unknown",127.68397331237793,"",-64572.943955898285,""
"8ec15bc",-29.170528173446655,"unknown",-22.562766313552856,-16.84814476966858,0.0,6.058215141296387,12.101143836975098,18.709735870361328,30.360639333724976,37.10105657577515,69.22095561027527,75.38894462585449,"unknown","unknown",81.2139060497284,83.7209792137146,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",90.41430449485779,"","unknown",96.00813317298889,103.8961911201477,109.37864375114441,"unknown","unknown",115.78672409057617,126.60219287872314,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown",132.57313919067383,"unknown","unknown",137.9019250869751,"","",""
"6c8906b","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"e51496b","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"01baaf6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"e8a0b7a","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"dae9b13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6c3f0f6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4828266","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1f77294","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6f1360e","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1e17723","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"614fc3f",-53277.142127752304,"unknown",-53271.69862794876,-53266.45057058334,0.0,6.180606126785278,8.766116619110107,14.17985463142395,35.66779637336731,41.99926209449768,59.8127338886261,"unknown","unknown",65.62360835075378,71.50785684585571,74.17113828659058,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",80.80037808418274,"","unknown",86.93210482597351,114.3200933933258,"unknown","unknown",120.48435497283936,127.25331377983093,130.2030065059662,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown",136.72656083106995,"unknown","unknown",142.11489629745483,"","",""
"a300755","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"802d704","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"e892cd4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"b06ee97","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"758fff8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ac42d69",-8988.821306467056,"unknown",-8983.155880212784,-8977.77457690239,0.0,7.254040241241455,10.158990621566772,16.66964840888977,31.021957397460938,38.504594564437866,45.09951639175415,"unknown","unknown",51.314592361450195,57.016128063201904,59.258028984069824,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",65.652592420578,"","unknown",72.58739280700684,80.78511548042297,"unknown",87.05142140388489,"unknown",93.89362859725952,99.63295865058899,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown",106.76430225372314,"unknown","unknown",113.58888697624207,"","",""
"7bb45d3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7622483","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1f16f74","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"730747e",-67243.77241039276,"unknown",-67237.54467654228,-67232.13220977783,0.0,5.316008567810059,9.672097206115723,16.54660964012146,31.648865461349487,37.17612338066101,46.4297890663147,"unknown","unknown",53.1493136882782,60.14115023612976,611.5976314544678,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",618.135573387146,"","unknown",624.2488026618958,26765.35166287422,26771.999270915985,"unknown","unknown",26778.332740068436,26780.071308374405,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown",26787.369037389755,"unknown","unknown",26792.88162136078,"","",""
"07ff49d",-1212.8027482032776,"unknown",-1206.5080878734589,-1199.4672455787659,0.0,6.932981967926025,21.47915506362915,28.45983052253723,32.49358034133911,38.175254344940186,55.04930114746094,"unknown","unknown",61.51788806915283,66.8425829410553,69.17612671852112,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",76.26517224311829,"","unknown",81.97902750968933,89.04412508010864,"unknown","unknown",94.7085268497467,100.7555480003357,106.57846307754517,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown",112.88575744628906,"unknown","unknown",118.49769330024719,"","",""
"22fdb61","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"db046f2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"73c3f48","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3218556","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"99ee852",-9251.091404438019,"unknown",-9245.606359243393,-9238.815241098404,0.0,6.715271472930908,14.08099102973938,21.22921347618103,46.23225450515747,53.84850335121155,58.062463998794556,"unknown","unknown",65.0552773475647,70.65974187850952,83.79529929161072,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",90.21786522865295,"","unknown",96.40047788619995,102.82461810112,109.66726851463318,"unknown","unknown",115.370436668396,154.57334899902344,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown",160.70647072792053,"unknown","unknown",166.90732955932617,"","",""
"ad2fc5b",-715.6094334125519,"unknown",-709.210372209549,-702.7965302467346,0.0,5.9276580810546875,9.84173059463501,16.144458293914795,45.43987202644348,52.24638056755066,61.25429081916809,"unknown","unknown",67.46909070014954,73.20460939407349,76.00396990776062,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",82.4160385131836,"","unknown",89.15515279769897,115.99153852462769,"unknown",122.22106003761292,"unknown",128.514954328537,130.22505712509155,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown",136.722088098526,"unknown","unknown",143.23765516281128,"","",""
"d318264","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"741ef32",-443.64113426208496,"unknown",-438.06735157966614,-431.2036349773407,0.0,5.604379415512085,20.24303436279297,26.98425006866455,53.18641400337219,58.40866279602051,66.88978886604309,"unknown",72.88736033439636,"unknown",78.30882930755615,80.15163016319275,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",86.58824038505554,"","unknown",94.16024851799011,102.2524745464325,"unknown","unknown",108.63051223754883,115.70230388641357,118.41201329231262,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown",124.58555626869202,"unknown","unknown",131.87997460365295,"","",""
"b75259d","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"b67425b","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"446ad6c",-7794.524647474289,"unknown",-7788.644173383713,-7782.842490673065,0.0,6.489224672317505,9.189875364303589,14.7703275680542,54.091649532318115,61.11406326293945,63.09989881515503,"unknown",68.98279929161072,"unknown",75.06411075592041,78.40258550643921,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",85.44994235038757,"","unknown",92.70853900909424,99.03169178962708,"unknown",105.49536538124084,"unknown",111.17392873764038,114.04623818397522,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown",119.43249559402466,"unknown","unknown",125.37109899520874,"","",""
"70405ea","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1117a63",-887.7907676696777,"unknown",-880.5778641700745,-875.2656421661377,0.0,5.899815320968628,14.696727991104126,21.74379825592041,45.713889360427856,51.597522258758545,56.89727997779846,"unknown",63.497994899749756,"unknown",69.69771265983582,71.47074556350708,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",78.35429859161377,"","unknown",84.95114159584045,92.27106356620789,"unknown","unknown",98.15615582466125,105.31210088729858,107.37393140792847,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown",112.85437440872192,"unknown","unknown",118.70455002784729,"","",""
"537189f","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17b5a6e","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"d3e37eb",-15827.933850049973,"unknown",-15821.113934993744,-15814.757518529892,0.0,7.353600978851318,10.358720302581787,16.687592267990112,44.21072816848755,50.34839391708374,54.16906023025513,"unknown","unknown",60.07895612716675,65.59932923316956,68.08672499656677,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",73.759610414505,"","unknown",80.42057776451111,92.48851990699768,"unknown","unknown",98.59635400772095,105.20596742630005,107.00644946098328,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown",112.72591137886047,"unknown","unknown",119.66434001922607,"","",""
"2ee7f92",-334881.6942784786,"unknown",-334874.78117895126,-334868.28994321823,0.0,6.436943531036377,7.9363133907318115,13.364991664886475,16.096028327941895,21.592986583709717,25.70097541809082,"unknown","unknown",31.777170181274414,38.1451940536499,40.887906312942505,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",46.520501375198364,"","unknown",53.014649629592896,55.60139298439026,"unknown",61.287025690078735,"unknown",67.08985662460327,68.33628106117249,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown",75.43385291099548,"unknown","unknown",80.86495280265808,"","",""
"89d63ed",-81.2256031036377,"unknown",-75.54111933708191,-69.49670004844666,0.0,5.8649396896362305,7.621692657470703,13.734952926635742,16.314298152923584,22.236456632614136,31.72976589202881,"unknown","unknown",38.73530721664429,45.92549800872803,47.55573868751526,53.661797523498535,56.44054079055786,"unknown",62.76304602622986,"unknown",68.05743455886841,69.78131175041199,"unknown","","unknown","unknown","unknown","unknown",75.62797212600708,"unknown",81.93545937538147,87.02825856208801,93.24953532218933,"unknown","unknown",98.90935397148132,100.77866053581238,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown",106.5770161151886,"unknown","unknown",112.31027936935425,"","",""
"c0a644e",-516.9930036067963,"unknown",-510.93923902511597,-504.9883449077606,0.0,7.055894374847412,10.22214388847351,16.159144163131714,40.167335510253906,46.97452521324158,78.67187595367432,"unknown",84.31272387504578,"unknown",91.65362358093262,93.09603500366211,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",100.12464880943298,"","unknown",107.19006586074829,119.46516275405884,"unknown",125.39946031570435,"unknown",132.07438969612122,134.31029152870178,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown",140.99273586273193,"unknown","unknown",148.7192509174347,"","",""
"80f558b",-491616.2486126423,"unknown",-491610.6796684265,-491603.7010900974,0.0,6.748801946640015,14.15979790687561,21.00928020477295,37.27768063545227,43.34237051010132,49.54157066345215,"unknown","unknown",55.20177721977234,62.251112937927246,64.6997504234314,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",71.70480036735535,"","unknown",78.81712770462036,82.96518778800964,"unknown","unknown",90.1832013130188,96.14402627944946,98.8994870185852,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown",104.64091634750366,"unknown","unknown",111.35041952133179,"","",""
"9ad2396","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"87e4f18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0186834","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0355f6d",-72751.3219628334,"unknown",-72745.34583067894,-72738.48052191734,0.0,5.461400270462036,9.216416358947754,15.3881676197052,49.49607992172241,55.32141065597534,74.25277519226074,"unknown","unknown",81.25270462036133,86.86685180664062,89.11174249649048,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",95.8252465724945,"","unknown",102.65347862243652,107.98351621627808,114.05140662193298,"unknown","unknown",120.45755553245544,122.48998093605042,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown",129.07904601097107,"unknown","unknown",135.87669730186462,"","",""
"fa6a8b8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"44167d5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"145d339",-2900.2145099639893,"unknown",-2892.9992570877075,-2887.4297502040863,0.0,5.186852216720581,6.753480434417725,11.966287612915039,37.35770297050476,44.497398853302,51.11265468597412,"unknown",58.158129930496216,"unknown",64.0193407535553,65.80670714378357,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",72.30786848068237,"","unknown",79.0596284866333,88.10834288597107,"unknown",95.01467156410217,"unknown",100.63915586471558,102.54869985580444,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown",108.29642367362976,"unknown","unknown",115.11263966560364,"","",""
"e96f42c","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"f382ec0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"962a7dd",-46.01285004615784,"unknown",-39.88950848579407,-33.34040975570679,0.0,6.481653213500977,12.835493803024292,19.343566179275513,51.57293248176575,58.495221853256226,69.54119277000427,"unknown",76.08739972114563,"unknown",83.09611368179321,92.63796043395996,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",100.31563639640808,"","unknown",107.08884739875793,112.11124086380005,119.25540900230408,"unknown","unknown",125.08974647521973,127.73318219184875,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown",134.2035777568817,"unknown","unknown",140.52691626548767,"","",""
"5c97513","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"acc6118",-127660.37676000595,"unknown",-127653.17794466019,-127646.0001232624,0.0,6.926650285720825,11.424092531204224,18.20466136932373,44.25690317153931,50.309717655181885,64.75066423416138,"unknown","unknown",70.49497938156128,76.07387018203735,82.90095686912537,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",89.47763442993164,"","unknown",95.36246132850647,124.24998807907104,"unknown",130.16676259040833,"unknown",136.0134253501892,138.29332661628723,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown",145.17752933502197,"unknown","unknown",150.42597317695618,"","",""
"d33371d","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"78603ec","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5d45bd1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"cfcbc2d","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"98ecb86",-5551.038389921188,"unknown",-5543.719700336456,-5537.66211438179,0.0,6.239713907241821,9.981612205505371,16.28764772415161,29.446420192718506,35.97255611419678,55.809321880340576,63.0230176448822,"unknown","unknown",69.91295862197876,76.80988192558289,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",83.93745541572571,"","unknown",89.84478068351746,108.5595326423645,114.18104648590088,"unknown","unknown",119.89410161972046,126.88740301132202,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown",133.036874294281,"unknown","unknown",139.31385731697083,"","",""
"7636563",-34.909929513931274,"unknown",-28.992194652557373,-22.681967973709106,0.0,6.682440757751465,9.403578042984009,14.983548402786255,42.131962299346924,48.353464126586914,65.78382420539856,"unknown","unknown",72.76177382469177,78.8521375656128,80.89355373382568,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",87.9418580532074,"","unknown",93.40058302879333,102.26332569122314,107.60705661773682,"unknown","unknown",114.36405372619629,116.30288696289062,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown",121.80988597869873,"unknown","unknown",127.31197476387024,"","",""
"5d2b358","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5d9ae0c","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"73d4e20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"be94a32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9f972fb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6e93efd",-487.29681420326233,"unknown",-481.74014472961426,-475.3426377773285,0.0,6.384433269500732,8.8297860622406,14.468698978424072,19.251150369644165,24.50115442276001,33.30799055099487,40.5278263092041,"unknown","unknown",46.34835600852966,213.85773062705994,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",219.46307277679443,"","unknown",226.6994287967682,249.82563018798828,255.83649611473083,"unknown","unknown",261.63740849494934,266.8199348449707,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown",273.05416321754456,"unknown","unknown",279.48038721084595,"","",""
"5a4afae","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"c34e373","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"60a02cd","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6bac72b",-4227.860080003738,"unknown",-4222.569006681442,-4216.499783277512,0.0,6.8598878383636475,17.381633281707764,23.264139890670776,38.02013325691223,45.124783992767334,55.77689862251282,"unknown",62.172900676727295,"unknown",69.08957242965698,70.96978259086609,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",77.48109579086304,"","unknown",84.12529444694519,88.9598879814148,"unknown",95.34505701065063,"unknown",101.19129800796509,104.91635608673096,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown",111.79240465164185,"unknown","unknown",117.15231156349182,"","",""
