"","1","recurso","1b","2","cont","3","cont_1","4","dilema","5","yo_1","6A_yo","6B_yo","6C_yo","7_yo","v_yo_1","8_yo","9A_yo","9B_yo","9C_yo","10_yo","11_yo","12A_yo","12B_yo","12C_yo","13_yo_1","13_yo_3","5_otro","otro_1","6A_otro","6B_otro","6C_otro","7_otro","v_otro_1","8_otro","9A_otro","9B_otro","9C_otro","10_otro","11_otro","12A_otro","12B_otro","12C_otro","13_otro_1","13_otro_2","13_otro_3","14"
"518e9b8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"b5edd3c","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"374ecf8",-13620.033153772354,"unknown",-13613.482022285461,-13608.145322084427,0.0,6.068208694458008,8.580469369888306,17.46840763092041,57.4230420589447,63.67854619026184,66.07234191894531,"unknown",73.24597358703613,"unknown",80.5197684764862,84.63901352882385,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown",91.75841307640076,"unknown",98.85137557983398,116.15984177589417,"unknown",121.42334246635437,"unknown",128.669029712677,144.6034083366394,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown",150.61854219436646,"unknown","unknown",155.99552249908447
"89f120b","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1883ca0",-14549.058335542679,"unknown",-14542.629637241364,-14537.274548530579,0.0,6.68338418006897,47.493727922439575,54.71575331687927,67.07561898231506,73.43953895568848,90.25949549674988,"unknown",97.48530602455139,"unknown",103.79205060005188,106.22679591178894,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown",113.29461097717285,"unknown",119.51759457588196,122.33226466178894,128.33141946792603,"unknown","unknown",134.401629447937,136.30138969421387,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown",143.16906428337097,"unknown","unknown",149.36529541015625
"8d2da97","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2541155",-21841.75864648819,"unknown",-21835.527341127396,-21829.404716730118,0.0,6.440861940383911,8.13655710220337,17.23773956298828,22.129477977752686,28.917316675186157,42.334391832351685,"unknown",49.32641673088074,"unknown",55.75979566574097,64.24721646308899,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown",71.314621925354,"unknown",76.9198796749115,870163.6841118336,"unknown",870169.106656313,"unknown",870175.8201239109,1373225.2371709347,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown",1373230.997527361,"unknown","unknown",1373237.0041482449
"ac6f3f6",-1644.6072504520416,"unknown",-1638.636920452118,-1631.3899998664856,0.0,7.054041862487793,9.538880348205566,17.413088083267212,30.56562304496765,37.85210084915161,41.620179891586304,"unknown","unknown",48.466882944107056,54.45888042449951,56.79831910133362,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown",63.16222596168518,"unknown",69.61780285835266,80.786465883255,"unknown",86.27220606803894,"unknown",91.49383163452148,118.23768091201782,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown",124.75239300727844,"unknown","unknown",131.55198788642883
"62447b9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"20f3e2e",-94518.05673742294,"unknown",-94512.39407682419,-94505.18997907639,0.0,6.787291526794434,9.836781024932861,17.832608699798584,39.790703773498535,47.02827787399292,49.03889560699463,"unknown",55.31904697418213,"unknown",61.09142780303955,62.557900190353394,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown",68.70864987373352,"unknown",75.7222580909729,79.05062294006348,"unknown",85.12966418266296,"unknown",90.39303612709045,91.96276021003723,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown",97.83972954750061,"unknown","unknown",103.5005452632904
